experiment,variant,n_rows,n_aggressive,n_changed_rows,n_changed_aggressive,n_changed_wendys,pr_auc_mean,pr_auc_std,f1_mean,precision_mean,recall_mean,leakage_token_added,diagnostic_note
hard_masking_v2,mask_all_leakage_groups,926,139,0,0,0,0.4582,0.0867,0.3759,0.4528,0.3259,,mask_all + NationalRoastDay campaign event token; tests if rank-1 leakage feature drives signal
hard_masking_v2,hard_mask_v2_nationalroastday,926,139,16,13,16,0.4475,0.0872,0.3863,0.4392,0.3489,"nationalroastday,roastday",mask_all + NationalRoastDay campaign event token; tests if rank-1 leakage feature drives signal
