experiment,variant,n_rows,n_folds,n_aggressive_positive,n_unique_groups,pr_auc_mean,pr_auc_std,roc_auc_mean,f1_mean,precision_mean,recall_mean,n_valid_folds,diagnostic_note
company_groupkfold,original_text_batch1_gkf,648,5,44,88,0.235,0.0985,0.7563,0.0364,0.2,0.02,5,batch1_only GroupKFold by company; shows within-Fortune100 generalization
company_groupkfold,mask_all_leakage_groups_batch1_gkf,648,5,44,88,0.2293,0.0959,0.7534,0.0364,0.2,0.02,5,batch1_only GroupKFold by company; shows within-Fortune100 generalization
