variant,class_label,token,feature,weight,rank_abs_weight,leakage_flag
mask_brand_product_competitor,self-defeating,nuggs,word__wendysspicynuggs,-0.020734,1,FAIL
mask_brand_product_competitor,self-defeating,nuggs,word__verified wendysspicynuggs,-0.013996,2,FAIL
mask_brand_product_competitor,self-defeating,clown,word__clowns,-0.016896,1,FAIL
mask_brand_product_competitor,self-defeating,roast,word__nationalroastday,-0.069432,1,FAIL
mask_brand_product_competitor,self-defeating,roast,char__roast,-0.039497,2,FAIL
mask_brand_product_competitor,self-defeating,roast,word__roasted,-0.024753,3,FAIL
mask_brand_product_competitor,self-defeating,free,word__free pc,0.180924,1,FAIL
mask_brand_product_competitor,self-defeating,free,word__for free,0.171756,2,FAIL
mask_brand_product_competitor,self-defeating,free,word__free product_token,-0.04129,3,FAIL
mask_brand_product_competitor,self-defeating,app,word__product_token app,0.092452,1,FAIL
mask_brand_product_competitor,self-defeating,app,word__happy,-0.065968,2,FAIL
mask_brand_product_competitor,self-defeating,app,word__apply,-0.056099,3,FAIL
mask_brand_product_competitor,self-defeating,drive thru,word__drive thru,0.102982,1,FAIL
mask_brand_product_competitor,self-defeating,breakfast,word__breakfast,-0.112353,1,FAIL
mask_brand_product_competitor,self-defeating,breakfast,word__product_token breakfast,-0.025258,2,FAIL
mask_brand_product_competitor,self-defeating,breakfast,word__breakfast biscuit,-0.022781,3,FAIL
mask_brand_product_competitor,self-defeating,fries,word__fries,0.173569,1,FAIL
mask_brand_product_competitor,self-defeating,fries,word__the fries,0.14045,2,FAIL
mask_brand_product_competitor,self-defeating,fries,word__french fries,0.117027,3,FAIL
mask_brand_product_competitor,self-defeating,chicken sandwich,word__chicken sandwich,-0.023253,1,FAIL
mask_brand_product_competitor,self-defeating,deal,word__deal,0.062234,1,FAIL
mask_brand_product_competitor,self-defeating,deal,word__deals,-0.035818,2,FAIL
mask_brand_product_competitor,self-defeating,deal,word__the deals,-0.0206,3,FAIL
mask_brand_product_competitor,self-defeating,offer,word__offer,-0.025333,1,FAIL
mask_brand_product_competitor,self-defeating,offer,char__offer,-0.017638,2,FAIL
mask_brand_product_competitor,self-defeating,offer,word__to offer,-0.008493,3,FAIL
mask_campaign_product,aggressive,wendy,word__me wendy,0.060411,1,FAIL
mask_campaign_product,aggressive,wendy,word__wendys,0.037969,2,FAIL
mask_campaign_product,aggressive,wendy,word__wendy,-0.034234,3,FAIL
mask_campaign_product,aggressive,wendys,word__wendys,0.037969,1,FAIL
mask_campaign_product,aggressive,wendys,word__wendysspicynuggs,-0.022531,2,FAIL
mask_campaign_product,aggressive,wendys,word__verified wendysspicynuggs,-0.015644,3,FAIL
mask_campaign_product,aggressive,wendy,word__me wendy,0.060411,1,FAIL
mask_campaign_product,aggressive,wendy,word__wendys,0.037969,2,FAIL
mask_campaign_product,aggressive,wendy,word__wendy,-0.034234,3,FAIL
mask_campaign_product,aggressive,wendys,word__wendys,0.037969,1,FAIL
mask_campaign_product,aggressive,wendys,word__wendysspicynuggs,-0.022531,2,FAIL
mask_campaign_product,aggressive,wendys,word__verified wendysspicynuggs,-0.015644,3,FAIL
mask_campaign_product,aggressive,frosty,word__mints frosty,0.070712,1,FAIL
mask_campaign_product,aggressive,frosty,word__frosty,0.022522,2,FAIL
mask_campaign_product,aggressive,frosty,word__vanilla frosty,-0.021116,3,FAIL
mask_campaign_product,aggressive,baconator,word__campaign_token baconator,0.019725,1,FAIL
mask_campaign_product,aggressive,baconator,word__baconator with,-0.01089,2,FAIL
mask_campaign_product,aggressive,baconator,word__baconator,-0.007237,3,FAIL
mask_campaign_product,aggressive,nuggs,word__nuggs,-0.041017,1,FAIL
mask_campaign_product,aggressive,nuggs,word__spicy nuggs,-0.025518,2,FAIL
mask_campaign_product,aggressive,nuggs,char__nuggs,-0.025354,3,FAIL
mask_campaign_product,aggressive,dave,word__dave,0.135794,1,FAIL
mask_campaign_product,aggressive,dave,word__dave single,0.080866,2,FAIL
mask_campaign_product,aggressive,dave,word__campaign_token dave,0.051982,3,FAIL
mask_campaign_product,aggressive,burger king,word__burger king,0.104394,1,FAIL
mask_campaign_product,aggressive,mcdonald,word__mcdonald,0.106998,1,FAIL
mask_campaign_product,aggressive,mcdonald,word__mcdonald announced,0.06868,2,FAIL
mask_campaign_product,aggressive,clown,word__clowns,0.074474,1,FAIL
mask_campaign_product,aggressive,roast,word__nationalroastday,0.330325,1,FAIL
mask_campaign_product,aggressive,roast,char__roast,0.161235,2,FAIL
mask_campaign_product,aggressive,roast,word__roasting,0.114668,3,FAIL
mask_campaign_product,aggressive,roasting,word__roasting,0.114668,1,FAIL
mask_campaign_product,aggressive,free,word__freedom,-0.018145,1,FAIL
mask_campaign_product,aggressive,app,word__happy,-0.089678,1,FAIL
mask_campaign_product,aggressive,app,word__happening,0.067858,2,FAIL
mask_campaign_product,aggressive,app,word__apply,-0.066632,3,FAIL
mask_campaign_product,aggressive,deal,word__deals,-0.049769,1,FAIL
mask_campaign_product,aggressive,deal,word__dealer,0.036174,2,FAIL
mask_campaign_product,aggressive,deal,word__the deals,-0.027724,3,FAIL
mask_campaign_product,aggressive,offer,word__offering,-0.010283,1,FAIL
mask_campaign_product,affiliative,wendy,word__the wendy,0.067142,1,FAIL
mask_campaign_product,affiliative,wendy,word__wendy,-0.066303,2,FAIL
mask_campaign_product,affiliative,wendy,word__is wendy,-0.063534,3,FAIL
mask_campaign_product,affiliative,wendys,word__wendysspicynuggs,-0.035366,1,FAIL
mask_campaign_product,affiliative,wendys,word__verified wendysspicynuggs,-0.024626,2,FAIL
mask_campaign_product,affiliative,wendys,word__wendys,-0.015159,3,FAIL
mask_campaign_product,affiliative,wendy,word__the wendy,0.067142,1,FAIL
mask_campaign_product,affiliative,wendy,word__wendy,-0.066303,2,FAIL
mask_campaign_product,affiliative,wendy,word__is wendy,-0.063534,3,FAIL
mask_campaign_product,affiliative,wendys,word__wendysspicynuggs,-0.035366,1,FAIL
mask_campaign_product,affiliative,wendys,word__verified wendysspicynuggs,-0.024626,2,FAIL
mask_campaign_product,affiliative,wendys,word__wendys,-0.015159,3,FAIL
mask_campaign_product,affiliative,frosty,word__frosty,-0.067281,1,FAIL
mask_campaign_product,affiliative,frosty,word__vanilla frosty,-0.029804,2,FAIL
mask_campaign_product,affiliative,frosty,word__mints frosty,-0.021013,3,FAIL
mask_campaign_product,affiliative,baconator,word__baconator,0.034827,1,FAIL
mask_campaign_product,affiliative,baconator,word__campaign_token baconator,-0.000514,2,FAIL
mask_campaign_product,affiliative,baconator,word__baconator with,6e-06,3,FAIL
mask_campaign_product,affiliative,nuggs,word__wendysspicynuggs,-0.035366,1,FAIL
mask_campaign_product,affiliative,nuggs,word__verified wendysspicynuggs,-0.024626,2,FAIL
mask_campaign_product,affiliative,nuggs,word__spicy nuggs,-0.020775,3,FAIL
mask_campaign_product,affiliative,dave,word__dave,-0.046889,1,FAIL
mask_campaign_product,affiliative,dave,word__dave single,-0.021576,2,FAIL
mask_campaign_product,affiliative,dave,word__campaign_token dave,0.002458,3,FAIL
mask_campaign_product,affiliative,burger king,word__burger king,-0.032464,1,FAIL
mask_campaign_product,affiliative,mcdonald,word__mcdonald,-0.035147,1,FAIL
mask_campaign_product,affiliative,mcdonald,word__mcdonald announced,-0.022085,2,FAIL
mask_campaign_product,affiliative,clown,word__clowns,-0.008773,1,FAIL
mask_campaign_product,affiliative,roast,word__nationalroastday,-0.09291,1,FAIL
mask_campaign_product,affiliative,roast,char__roast,-0.04798,2,FAIL
mask_campaign_product,affiliative,roast,word__roasting,-0.027699,3,FAIL
mask_campaign_product,affiliative,roasting,word__roasting,-0.027699,1,FAIL
mask_campaign_product,affiliative,free,word__freedom,0.034882,1,FAIL
mask_campaign_product,affiliative,app,word__happy,0.124124,1,FAIL
mask_campaign_product,affiliative,app,char__happ,0.084007,2,FAIL
mask_campaign_product,affiliative,app,char__ happ,0.081367,3,FAIL
mask_campaign_product,affiliative,deal,word__the deals,-0.010547,1,FAIL
mask_campaign_product,affiliative,deal,char__ deal,-0.006372,2,FAIL
mask_campaign_product,affiliative,deal,word__deals,-0.004442,3,FAIL
mask_campaign_product,affiliative,offer,word__offering,0.005172,1,FAIL
mask_campaign_product,self-enhancing,wendy,word__the wendy,-0.073056,1,FAIL
mask_campaign_product,self-enhancing,wendy,word__wendysspicynuggs,0.056066,2,FAIL
mask_campaign_product,self-enhancing,wendy,word__to wendy,0.045475,3,FAIL
mask_campaign_product,self-enhancing,wendys,word__wendysspicynuggs,0.056066,1,FAIL
mask_campaign_product,self-enhancing,wendys,word__verified wendysspicynuggs,0.038491,2,FAIL
mask_campaign_product,self-enhancing,wendys,word__wendys,-0.00188,3,FAIL
mask_campaign_product,self-enhancing,wendy,word__the wendy,-0.073056,1,FAIL
mask_campaign_product,self-enhancing,wendy,word__wendysspicynuggs,0.056066,2,FAIL
mask_campaign_product,self-enhancing,wendy,word__to wendy,0.045475,3,FAIL
mask_campaign_product,self-enhancing,wendys,word__wendysspicynuggs,0.056066,1,FAIL
mask_campaign_product,self-enhancing,wendys,word__verified wendysspicynuggs,0.038491,2,FAIL
mask_campaign_product,self-enhancing,wendys,word__wendys,-0.00188,3,FAIL
mask_campaign_product,self-enhancing,frosty,word__frosty,0.044389,1,FAIL
mask_campaign_product,self-enhancing,frosty,word__mints frosty,-0.018142,2,FAIL
mask_campaign_product,self-enhancing,frosty,word__vanilla frosty,0.007906,3,FAIL
mask_campaign_product,self-enhancing,baconator,word__baconator,-0.021749,1,FAIL
mask_campaign_product,self-enhancing,baconator,word__baconator with,0.009618,2,FAIL
mask_campaign_product,self-enhancing,baconator,word__campaign_token baconator,-0.005756,3,FAIL
mask_campaign_product,self-enhancing,nuggs,word__wendysspicynuggs,0.056066,1,FAIL
mask_campaign_product,self-enhancing,nuggs,word__nuggs,0.043979,2,FAIL
mask_campaign_product,self-enhancing,nuggs,word__spicy nuggs,0.042784,3,FAIL
mask_campaign_product,self-enhancing,dave,word__campaign_token dave,-0.029177,1,FAIL
mask_campaign_product,self-enhancing,dave,word__dave,-0.023166,2,FAIL
mask_campaign_product,self-enhancing,dave,word__dave single,-0.018543,3,FAIL
mask_campaign_product,self-enhancing,burger king,word__burger king,-0.030241,1,FAIL
mask_campaign_product,self-enhancing,mcdonald,word__mcdonald,-0.026511,1,FAIL
mask_campaign_product,self-enhancing,mcdonald,word__mcdonald announced,-0.017693,2,FAIL
mask_campaign_product,self-enhancing,clown,word__clowns,-0.030135,1,FAIL
mask_campaign_product,self-enhancing,roast,word__nationalroastday,-0.113937,1,FAIL
mask_campaign_product,self-enhancing,roast,word__roasted,0.04838,2,FAIL
mask_campaign_product,self-enhancing,roast,char__roast,-0.044525,3,FAIL
mask_campaign_product,self-enhancing,roasting,word__roasting,-0.036059,1,FAIL
mask_campaign_product,self-enhancing,free,word__freedom,-0.023773,1,FAIL
mask_campaign_product,self-enhancing,app,word__happy,-0.072164,1,FAIL
mask_campaign_product,self-enhancing,app,char__ happ,-0.05366,2,FAIL
mask_campaign_product,self-enhancing,app,char__happ,-0.052984,3,FAIL
mask_campaign_product,self-enhancing,deal,word__deals,0.044872,1,FAIL
mask_campaign_product,self-enhancing,deal,word__the deals,0.034595,2,FAIL
mask_campaign_product,self-enhancing,deal,char__ deal,0.018989,3,FAIL
mask_campaign_product,self-enhancing,offer,word__offering,0.001708,1,FAIL
mask_campaign_product,self-defeating,wendy,word__wendy,0.305396,1,FAIL
mask_campaign_product,self-defeating,wendy,char__wendy,0.145306,2,FAIL
mask_campaign_product,self-defeating,wendy,word__up wendy,0.098101,3,FAIL
mask_campaign_product,self-defeating,wendys,word__wendysspicynuggs,-0.019403,1,FAIL
mask_campaign_product,self-defeating,wendys,word__wendys,-0.017946,2,FAIL
mask_campaign_product,self-defeating,wendys,word__verified wendysspicynuggs,-0.012909,3,FAIL
mask_campaign_product,self-defeating,wendy,word__wendy,0.305396,1,FAIL
mask_campaign_product,self-defeating,wendy,char__wendy,0.145306,2,FAIL
mask_campaign_product,self-defeating,wendy,word__up wendy,0.098101,3,FAIL
mask_campaign_product,self-defeating,wendys,word__wendysspicynuggs,-0.019403,1,FAIL
mask_campaign_product,self-defeating,wendys,word__wendys,-0.017946,2,FAIL
mask_campaign_product,self-defeating,wendys,word__verified wendysspicynuggs,-0.012909,3,FAIL
mask_campaign_product,self-defeating,frosty,word__vanilla frosty,0.163754,1,FAIL
mask_campaign_product,self-defeating,frosty,word__frosty,0.067081,2,FAIL
mask_campaign_product,self-defeating,frosty,word__mints frosty,-0.012106,3,FAIL
mask_campaign_product,self-defeating,baconator,word__baconator,-0.039151,1,FAIL
mask_campaign_product,self-defeating,baconator,word__campaign_token baconator,-0.020016,2,FAIL
mask_campaign_product,self-defeating,baconator,word__baconator with,-0.010146,3,FAIL
mask_campaign_product,self-defeating,nuggs,word__nuggs,-0.035538,1,FAIL
mask_campaign_product,self-defeating,nuggs,word__spicy nuggs,-0.02239,2,FAIL
mask_campaign_product,self-defeating,nuggs,char__nuggs,-0.021847,3,FAIL
mask_campaign_product,self-defeating,dave,word__dave,-0.046198,1,FAIL
mask_campaign_product,self-defeating,dave,word__dave single,-0.031505,2,FAIL
mask_campaign_product,self-defeating,dave,word__campaign_token dave,-0.019487,3,FAIL
mask_campaign_product,self-defeating,burger king,word__burger king,-0.016976,1,FAIL
mask_campaign_product,self-defeating,mcdonald,word__mcdonald,-0.016171,1,FAIL
mask_campaign_product,self-defeating,mcdonald,word__mcdonald announced,-0.010025,2,FAIL
mask_campaign_product,self-defeating,clown,word__clowns,-0.016905,1,FAIL
mask_campaign_product,self-defeating,roast,word__nationalroastday,-0.069718,1,FAIL
mask_campaign_product,self-defeating,roast,char__roast,-0.058459,2,FAIL
mask_campaign_product,self-defeating,roast,word__roast,-0.043748,3,FAIL
mask_campaign_product,self-defeating,roasting,word__roasting,-0.02128,1,FAIL
mask_campaign_product,self-defeating,free,word__freedom,-0.011739,1,FAIL
mask_campaign_product,self-defeating,app,word__happy,-0.065965,1,FAIL
mask_campaign_product,self-defeating,app,word__apply,-0.054377,2,FAIL
mask_campaign_product,self-defeating,app,char__app,-0.054108,3,FAIL
mask_campaign_product,self-defeating,deal,word__deals,-0.036327,1,FAIL
mask_campaign_product,self-defeating,deal,char__deal,-0.022129,2,FAIL
mask_campaign_product,self-defeating,deal,word__the deals,-0.020924,3,FAIL
mask_campaign_product,self-defeating,offer,word__offering,-0.007977,1,FAIL
mask_all_leakage_groups,aggressive,wendy,word__wendysspicynuggs,-0.024127,1,FAIL
mask_all_leakage_groups,aggressive,wendy,word__verified wendysspicynuggs,-0.01664,2,FAIL
mask_all_leakage_groups,aggressive,wendys,word__wendysspicynuggs,-0.024127,1,FAIL
mask_all_leakage_groups,aggressive,wendys,word__verified wendysspicynuggs,-0.01664,2,FAIL
mask_all_leakage_groups,aggressive,wendy,word__wendysspicynuggs,-0.024127,1,FAIL
mask_all_leakage_groups,aggressive,wendy,word__verified wendysspicynuggs,-0.01664,2,FAIL
mask_all_leakage_groups,aggressive,wendys,word__wendysspicynuggs,-0.024127,1,FAIL
mask_all_leakage_groups,aggressive,wendys,word__verified wendysspicynuggs,-0.01664,2,FAIL
mask_all_leakage_groups,aggressive,nuggs,word__wendysspicynuggs,-0.024127,1,FAIL
mask_all_leakage_groups,aggressive,nuggs,word__verified wendysspicynuggs,-0.01664,2,FAIL
mask_all_leakage_groups,aggressive,clown,word__clowns,0.075434,1,FAIL
mask_all_leakage_groups,aggressive,roast,word__nationalroastday,0.329756,1,FAIL
mask_all_leakage_groups,aggressive,roast,char__roast,0.127992,2,FAIL
mask_all_leakage_groups,aggressive,roast,word__roasted,-0.035023,3,FAIL
mask_all_leakage_groups,aggressive,free,word__freedom,-0.017965,1,FAIL
mask_all_leakage_groups,aggressive,app,word__happy,-0.08852,1,FAIL
mask_all_leakage_groups,aggressive,app,word__happening,0.077265,2,FAIL
mask_all_leakage_groups,aggressive,app,word__apply,-0.066744,3,FAIL
mask_all_leakage_groups,aggressive,deal,word__deals,-0.049213,1,FAIL
mask_all_leakage_groups,aggressive,deal,word__dealer,0.036538,2,FAIL
mask_all_leakage_groups,aggressive,deal,word__the deals,-0.027465,3,FAIL
mask_all_leakage_groups,aggressive,offer,word__offering,-0.010192,1,FAIL
mask_all_leakage_groups,affiliative,wendy,word__wendysspicynuggs,-0.033977,1,FAIL
mask_all_leakage_groups,affiliative,wendy,word__verified wendysspicynuggs,-0.024349,2,FAIL
mask_all_leakage_groups,affiliative,wendys,word__wendysspicynuggs,-0.033977,1,FAIL
mask_all_leakage_groups,affiliative,wendys,word__verified wendysspicynuggs,-0.024349,2,FAIL
mask_all_leakage_groups,affiliative,wendy,word__wendysspicynuggs,-0.033977,1,FAIL
mask_all_leakage_groups,affiliative,wendy,word__verified wendysspicynuggs,-0.024349,2,FAIL
mask_all_leakage_groups,affiliative,wendys,word__wendysspicynuggs,-0.033977,1,FAIL
mask_all_leakage_groups,affiliative,wendys,word__verified wendysspicynuggs,-0.024349,2,FAIL
mask_all_leakage_groups,affiliative,nuggs,word__wendysspicynuggs,-0.033977,1,FAIL
mask_all_leakage_groups,affiliative,nuggs,word__verified wendysspicynuggs,-0.024349,2,FAIL
mask_all_leakage_groups,affiliative,clown,word__clowns,-0.00912,1,FAIL
mask_all_leakage_groups,affiliative,roast,word__nationalroastday,-0.092596,1,FAIL
mask_all_leakage_groups,affiliative,roast,char__roast,-0.043823,2,FAIL
mask_all_leakage_groups,affiliative,roast,word__roasted,-0.020673,3,FAIL
mask_all_leakage_groups,affiliative,free,word__freedom,0.034653,1,FAIL
mask_all_leakage_groups,affiliative,app,word__happy,0.122767,1,FAIL
mask_all_leakage_groups,affiliative,app,char__happ,0.084785,2,FAIL
mask_all_leakage_groups,affiliative,app,char__ happ,0.082227,3,FAIL
mask_all_leakage_groups,affiliative,deal,word__the deals,-0.010888,1,FAIL
mask_all_leakage_groups,affiliative,deal,char__ deal,-0.006718,2,FAIL
mask_all_leakage_groups,affiliative,deal,word__deals,-0.005062,3,FAIL
mask_all_leakage_groups,affiliative,offer,word__offering,0.005048,1,FAIL
mask_all_leakage_groups,self-enhancing,wendy,word__wendysspicynuggs,0.056191,1,FAIL
mask_all_leakage_groups,self-enhancing,wendy,word__verified wendysspicynuggs,0.039252,2,FAIL
mask_all_leakage_groups,self-enhancing,wendys,word__wendysspicynuggs,0.056191,1,FAIL
mask_all_leakage_groups,self-enhancing,wendys,word__verified wendysspicynuggs,0.039252,2,FAIL
mask_all_leakage_groups,self-enhancing,wendy,word__wendysspicynuggs,0.056191,1,FAIL
mask_all_leakage_groups,self-enhancing,wendy,word__verified wendysspicynuggs,0.039252,2,FAIL
mask_all_leakage_groups,self-enhancing,wendys,word__wendysspicynuggs,0.056191,1,FAIL
mask_all_leakage_groups,self-enhancing,wendys,word__verified wendysspicynuggs,0.039252,2,FAIL
mask_all_leakage_groups,self-enhancing,nuggs,word__wendysspicynuggs,0.056191,1,FAIL
mask_all_leakage_groups,self-enhancing,nuggs,word__verified wendysspicynuggs,0.039252,2,FAIL
mask_all_leakage_groups,self-enhancing,clown,word__clowns,-0.030111,1,FAIL
mask_all_leakage_groups,self-enhancing,roast,word__nationalroastday,-0.113973,1,FAIL
mask_all_leakage_groups,self-enhancing,roast,word__roasted,0.048497,2,FAIL
mask_all_leakage_groups,self-enhancing,roast,char__roast,-0.032909,3,FAIL
mask_all_leakage_groups,self-enhancing,free,word__freedom,-0.023769,1,FAIL
mask_all_leakage_groups,self-enhancing,app,word__happy,-0.072119,1,FAIL
mask_all_leakage_groups,self-enhancing,app,char__ happ,-0.053397,2,FAIL
mask_all_leakage_groups,self-enhancing,app,char__happ,-0.052709,3,FAIL
mask_all_leakage_groups,self-enhancing,deal,word__deals,0.044931,1,FAIL
mask_all_leakage_groups,self-enhancing,deal,word__the deals,0.034722,2,FAIL
mask_all_leakage_groups,self-enhancing,deal,char__ deal,0.018986,3,FAIL
mask_all_leakage_groups,self-enhancing,offer,word__offering,0.001738,1,FAIL
mask_all_leakage_groups,self-defeating,wendy,word__wendysspicynuggs,-0.02061,1,FAIL
mask_all_leakage_groups,self-defeating,wendy,word__verified wendysspicynuggs,-0.013862,2,FAIL
mask_all_leakage_groups,self-defeating,wendys,word__wendysspicynuggs,-0.02061,1,FAIL
mask_all_leakage_groups,self-defeating,wendys,word__verified wendysspicynuggs,-0.013862,2,FAIL
mask_all_leakage_groups,self-defeating,wendy,word__wendysspicynuggs,-0.02061,1,FAIL
mask_all_leakage_groups,self-defeating,wendy,word__verified wendysspicynuggs,-0.013862,2,FAIL
mask_all_leakage_groups,self-defeating,wendys,word__wendysspicynuggs,-0.02061,1,FAIL
mask_all_leakage_groups,self-defeating,wendys,word__verified wendysspicynuggs,-0.013862,2,FAIL
mask_all_leakage_groups,self-defeating,nuggs,word__wendysspicynuggs,-0.02061,1,FAIL
mask_all_leakage_groups,self-defeating,nuggs,word__verified wendysspicynuggs,-0.013862,2,FAIL
mask_all_leakage_groups,self-defeating,clown,word__clowns,-0.016582,1,FAIL
mask_all_leakage_groups,self-defeating,roast,word__nationalroastday,-0.0693,1,FAIL
mask_all_leakage_groups,self-defeating,roast,char__roast,-0.0391,2,FAIL
mask_all_leakage_groups,self-defeating,roast,word__roasted,-0.024448,3,FAIL
mask_all_leakage_groups,self-defeating,free,word__freedom,-0.011581,1,FAIL
mask_all_leakage_groups,self-defeating,app,word__happy,-0.065117,1,FAIL
mask_all_leakage_groups,self-defeating,app,word__apply,-0.055219,2,FAIL
mask_all_leakage_groups,self-defeating,app,char__app,-0.054053,3,FAIL
mask_all_leakage_groups,self-defeating,deal,word__deals,-0.03609,1,FAIL
mask_all_leakage_groups,self-defeating,deal,char__deal,-0.021929,2,FAIL
mask_all_leakage_groups,self-defeating,deal,word__the deals,-0.020871,3,FAIL
mask_all_leakage_groups,self-defeating,offer,word__offering,-0.007902,1,FAIL
