variant,class_label,token,feature,weight,rank_abs_weight,leakage_flag
mask_wendys_brand,self-enhancing,mcdonald,word__mcdonald announced,-0.017702,2,FAIL
mask_wendys_brand,self-enhancing,clown,word__clowns,-0.030165,1,FAIL
mask_wendys_brand,self-enhancing,roast,word__nationalroastday,-0.113786,1,FAIL
mask_wendys_brand,self-enhancing,roast,word__roasted,0.048568,2,FAIL
mask_wendys_brand,self-enhancing,roast,char__roast,-0.045231,3,FAIL
mask_wendys_brand,self-enhancing,roasting,word__roasting,-0.036128,1,FAIL
mask_wendys_brand,self-enhancing,free,word__free drink,0.057716,1,FAIL
mask_wendys_brand,self-enhancing,free,word__free,0.042239,2,FAIL
mask_wendys_brand,self-enhancing,free,word__free honey,0.036866,3,FAIL
mask_wendys_brand,self-enhancing,app,word__happy,-0.0721,1,FAIL
mask_wendys_brand,self-enhancing,app,char__ happ,-0.053224,2,FAIL
mask_wendys_brand,self-enhancing,app,char__happ,-0.05268,3,FAIL
mask_wendys_brand,self-enhancing,drive thru,word__drive thru,-0.056887,1,FAIL
mask_wendys_brand,self-enhancing,breakfast,word__breakfast,0.098006,1,FAIL
mask_wendys_brand,self-enhancing,breakfast,word__breakfast sandwich,0.049158,2,FAIL
mask_wendys_brand,self-enhancing,breakfast,word__brand_token breakfast,0.045492,3,FAIL
mask_wendys_brand,self-enhancing,fries,word__fries,-0.068974,1,FAIL
mask_wendys_brand,self-enhancing,fries,word__soggy fries,0.049497,2,FAIL
mask_wendys_brand,self-enhancing,fries,word__french fries,-0.047,3,FAIL
mask_wendys_brand,self-enhancing,chicken sandwich,word__chicken sandwich,0.01419,1,FAIL
mask_wendys_brand,self-enhancing,nuggets,word__nuggets,-0.032092,1,FAIL
mask_wendys_brand,self-enhancing,nuggets,word__4pc nuggets,-0.013972,2,FAIL
mask_wendys_brand,self-enhancing,nuggets,word__spicy nuggets,0.004294,3,FAIL
mask_wendys_brand,self-enhancing,deal,word__deals,0.045212,1,FAIL
mask_wendys_brand,self-enhancing,deal,word__the deals,0.035093,2,FAIL
mask_wendys_brand,self-enhancing,deal,word__big deal,0.019662,3,FAIL
mask_wendys_brand,self-enhancing,offer,word__to offer,0.006505,1,FAIL
mask_wendys_brand,self-enhancing,offer,char__offer,-0.00632,2,FAIL
mask_wendys_brand,self-enhancing,offer,word__offering,0.001765,3,FAIL
mask_wendys_brand,self-defeating,wendy,word__wendysspicynuggs,-0.0188,1,FAIL
mask_wendys_brand,self-defeating,wendy,word__verified wendysspicynuggs,-0.012138,2,FAIL
mask_wendys_brand,self-defeating,wendys,word__wendysspicynuggs,-0.0188,1,FAIL
mask_wendys_brand,self-defeating,wendys,word__verified wendysspicynuggs,-0.012138,2,FAIL
mask_wendys_brand,self-defeating,wendy,word__wendysspicynuggs,-0.0188,1,FAIL
mask_wendys_brand,self-defeating,wendy,word__verified wendysspicynuggs,-0.012138,2,FAIL
mask_wendys_brand,self-defeating,wendys,word__wendysspicynuggs,-0.0188,1,FAIL
mask_wendys_brand,self-defeating,wendys,word__verified wendysspicynuggs,-0.012138,2,FAIL
mask_wendys_brand,self-defeating,frosty,word__vanilla frosty,0.163004,1,FAIL
mask_wendys_brand,self-defeating,frosty,word__frosty,0.067052,2,FAIL
mask_wendys_brand,self-defeating,frosty,word__mints frosty,-0.012053,3,FAIL
mask_wendys_brand,self-defeating,baconator,word__baconator,-0.03635,1,FAIL
mask_wendys_brand,self-defeating,baconator,word__breakfast baconator,-0.017458,2,FAIL
mask_wendys_brand,self-defeating,baconator,word__baconator with,-0.008889,3,FAIL
mask_wendys_brand,self-defeating,nuggs,word__nuggs,-0.034785,1,FAIL
mask_wendys_brand,self-defeating,nuggs,word__spicy nuggs,-0.021858,2,FAIL
mask_wendys_brand,self-defeating,nuggs,char__nuggs,-0.021845,3,FAIL
mask_wendys_brand,self-defeating,nuggets,word__nuggets,-0.031255,1,FAIL
mask_wendys_brand,self-defeating,nuggets,word__spicy nuggets,-0.011349,2,FAIL
mask_wendys_brand,self-defeating,nuggets,word__4pc nuggets,-0.008612,3,FAIL
mask_wendys_brand,self-defeating,spicy nuggets,word__spicy nuggets,-0.011349,1,FAIL
mask_wendys_brand,self-defeating,dave,word__dave,-0.043739,1,FAIL
mask_wendys_brand,self-defeating,dave,word__dave single,-0.028982,2,FAIL
mask_wendys_brand,self-defeating,dave,word__free dave,-0.017602,3,FAIL
mask_wendys_brand,self-defeating,breakfast baconator,word__breakfast baconator,-0.017458,1,FAIL
mask_wendys_brand,self-defeating,burger king,word__burger king,-0.016843,1,FAIL
mask_wendys_brand,self-defeating,mcdonald,word__mcdonald,-0.016152,1,FAIL
mask_wendys_brand,self-defeating,mcdonald,word__mcdonald announced,-0.009993,2,FAIL
mask_wendys_brand,self-defeating,clown,word__clowns,-0.016884,1,FAIL
mask_wendys_brand,self-defeating,roast,word__nationalroastday,-0.069395,1,FAIL
mask_wendys_brand,self-defeating,roast,char__roast,-0.058692,2,FAIL
mask_wendys_brand,self-defeating,roast,word__roast,-0.043447,3,FAIL
mask_wendys_brand,self-defeating,roasting,word__roasting,-0.021455,1,FAIL
mask_wendys_brand,self-defeating,free,word__free pc,0.180654,1,FAIL
mask_wendys_brand,self-defeating,free,word__for free,0.171321,2,FAIL
mask_wendys_brand,self-defeating,free,word__free,-0.028625,3,FAIL
mask_wendys_brand,self-defeating,app,word__brand_token app,0.085791,1,FAIL
mask_wendys_brand,self-defeating,app,word__happy,-0.065959,2,FAIL
mask_wendys_brand,self-defeating,app,word__apply,-0.0546,3,FAIL
mask_wendys_brand,self-defeating,drive thru,word__drive thru,0.103315,1,FAIL
mask_wendys_brand,self-defeating,breakfast,word__breakfast,-0.123858,1,FAIL
mask_wendys_brand,self-defeating,breakfast,word__brand_token breakfast,-0.027236,2,FAIL
mask_wendys_brand,self-defeating,breakfast,word__breakfast biscuit,-0.02318,3,FAIL
mask_wendys_brand,self-defeating,fries,word__fries,0.175197,1,FAIL
mask_wendys_brand,self-defeating,fries,word__the fries,0.140356,2,FAIL
mask_wendys_brand,self-defeating,fries,word__french fries,0.118545,3,FAIL
mask_wendys_brand,self-defeating,chicken sandwich,word__chicken sandwich,-0.023732,1,FAIL
mask_wendys_brand,self-defeating,nuggets,word__nuggets,-0.031255,1,FAIL
mask_wendys_brand,self-defeating,nuggets,word__spicy nuggets,-0.011349,2,FAIL
mask_wendys_brand,self-defeating,nuggets,word__4pc nuggets,-0.008612,3,FAIL
mask_wendys_brand,self-defeating,deal,word__deal,0.062225,1,FAIL
mask_wendys_brand,self-defeating,deal,word__deals,-0.035756,2,FAIL
mask_wendys_brand,self-defeating,deal,word__the deals,-0.020554,3,FAIL
mask_wendys_brand,self-defeating,offer,word__offer,-0.025171,1,FAIL
mask_wendys_brand,self-defeating,offer,char__offer,-0.017676,2,FAIL
mask_wendys_brand,self-defeating,offer,word__to offer,-0.008496,3,FAIL
mask_brand_product,aggressive,wendy,word__wendysspicynuggs,-0.024026,1,FAIL
mask_brand_product,aggressive,wendy,word__verified wendysspicynuggs,-0.01661,2,FAIL
mask_brand_product,aggressive,wendys,word__wendysspicynuggs,-0.024026,1,FAIL
mask_brand_product,aggressive,wendys,word__verified wendysspicynuggs,-0.01661,2,FAIL
mask_brand_product,aggressive,wendy,word__wendysspicynuggs,-0.024026,1,FAIL
mask_brand_product,aggressive,wendy,word__verified wendysspicynuggs,-0.01661,2,FAIL
mask_brand_product,aggressive,wendys,word__wendysspicynuggs,-0.024026,1,FAIL
mask_brand_product,aggressive,wendys,word__verified wendysspicynuggs,-0.01661,2,FAIL
mask_brand_product,aggressive,nuggs,word__wendysspicynuggs,-0.024026,1,FAIL
mask_brand_product,aggressive,nuggs,word__verified wendysspicynuggs,-0.01661,2,FAIL
mask_brand_product,aggressive,burger king,word__burger king,0.105499,1,FAIL
mask_brand_product,aggressive,mcdonald,word__mcdonald,0.107543,1,FAIL
mask_brand_product,aggressive,mcdonald,word__mcdonald announced,0.068903,2,FAIL
mask_brand_product,aggressive,clown,word__clowns,0.075162,1,FAIL
mask_brand_product,aggressive,roast,word__nationalroastday,0.330203,1,FAIL
mask_brand_product,aggressive,roast,char__roast,0.162773,2,FAIL
mask_brand_product,aggressive,roast,word__roasting,0.115046,3,FAIL
mask_brand_product,aggressive,roasting,word__roasting,0.115046,1,FAIL
mask_brand_product,aggressive,free,word__enjoy free,0.068851,1,FAIL
mask_brand_product,aggressive,free,word__free,-0.044745,2,FAIL
mask_brand_product,aggressive,free,word__free drink,-0.023851,3,FAIL
mask_brand_product,aggressive,app,word__happy,-0.089075,1,FAIL
mask_brand_product,aggressive,app,word__happening,0.076036,2,FAIL
mask_brand_product,aggressive,app,word__apply,-0.067423,3,FAIL
mask_brand_product,aggressive,drive thru,word__drive thru,0.042645,1,FAIL
mask_brand_product,aggressive,breakfast,word__breakfast,-0.100665,1,FAIL
mask_brand_product,aggressive,breakfast,word__breakfast url,0.045967,2,FAIL
mask_brand_product,aggressive,breakfast,word__product_token breakfast,-0.029827,3,FAIL
mask_brand_product,aggressive,fries,word__fries in,0.115618,1,FAIL
mask_brand_product,aggressive,fries,word__french fries,0.056876,2,FAIL
mask_brand_product,aggressive,fries,word__fries,0.022553,3,FAIL
mask_brand_product,aggressive,chicken sandwich,word__chicken sandwich,-0.031314,1,FAIL
mask_brand_product,aggressive,deal,word__deals,-0.049324,1,FAIL
mask_brand_product,aggressive,deal,word__dealer,0.036326,2,FAIL
mask_brand_product,aggressive,deal,word__the deals,-0.027412,3,FAIL
mask_brand_product,aggressive,offer,word__offer,0.013496,1,FAIL
mask_brand_product,aggressive,offer,word__to offer,-0.010764,2,FAIL
mask_brand_product,aggressive,offer,word__offering,-0.010254,3,FAIL
mask_brand_product,affiliative,wendy,word__wendysspicynuggs,-0.034042,1,FAIL
mask_brand_product,affiliative,wendy,word__verified wendysspicynuggs,-0.024358,2,FAIL
mask_brand_product,affiliative,wendys,word__wendysspicynuggs,-0.034042,1,FAIL
mask_brand_product,affiliative,wendys,word__verified wendysspicynuggs,-0.024358,2,FAIL
mask_brand_product,affiliative,wendy,word__wendysspicynuggs,-0.034042,1,FAIL
mask_brand_product,affiliative,wendy,word__verified wendysspicynuggs,-0.024358,2,FAIL
mask_brand_product,affiliative,wendys,word__wendysspicynuggs,-0.034042,1,FAIL
mask_brand_product,affiliative,wendys,word__verified wendysspicynuggs,-0.024358,2,FAIL
mask_brand_product,affiliative,nuggs,word__wendysspicynuggs,-0.034042,1,FAIL
mask_brand_product,affiliative,nuggs,word__verified wendysspicynuggs,-0.024358,2,FAIL
mask_brand_product,affiliative,burger king,word__burger king,-0.033029,1,FAIL
mask_brand_product,affiliative,mcdonald,word__mcdonald,-0.035272,1,FAIL
mask_brand_product,affiliative,mcdonald,word__mcdonald announced,-0.02214,2,FAIL
mask_brand_product,affiliative,clown,word__clowns,-0.008935,1,FAIL
mask_brand_product,affiliative,roast,word__nationalroastday,-0.093009,1,FAIL
mask_brand_product,affiliative,roast,char__roast,-0.048535,2,FAIL
mask_brand_product,affiliative,roast,word__roasting,-0.027765,3,FAIL
mask_brand_product,affiliative,roasting,word__roasting,-0.027765,1,FAIL
mask_brand_product,affiliative,free,word__free product_token,0.040057,1,FAIL
mask_brand_product,affiliative,free,word__free drink,-0.0359,2,FAIL
mask_brand_product,affiliative,free,word__freedom,0.034811,3,FAIL
mask_brand_product,affiliative,app,word__happy,0.12343,1,FAIL
mask_brand_product,affiliative,app,char__happ,0.085423,2,FAIL
mask_brand_product,affiliative,app,char__ happ,0.082693,3,FAIL
mask_brand_product,affiliative,drive thru,word__drive thru,0.008348,1,FAIL
mask_brand_product,affiliative,breakfast,word__with breakfast,0.031983,1,FAIL
mask_brand_product,affiliative,breakfast,word__off breakfast,0.031665,2,FAIL
mask_brand_product,affiliative,breakfast,word__breakfast sandwich,-0.030075,3,FAIL
mask_brand_product,affiliative,fries,word__free fries,0.027876,1,FAIL
mask_brand_product,affiliative,fries,word__soggy fries,-0.027343,2,FAIL
mask_brand_product,affiliative,fries,word__fries for,0.027004,3,FAIL
mask_brand_product,affiliative,chicken sandwich,word__chicken sandwich,0.011171,1,FAIL
mask_brand_product,affiliative,deal,char__ deal,-0.013113,1,FAIL
mask_brand_product,affiliative,deal,word__big deal,-0.012631,2,FAIL
mask_brand_product,affiliative,deal,word__the deals,-0.011357,3,FAIL
mask_brand_product,affiliative,offer,char__offer,0.012468,1,FAIL
mask_brand_product,affiliative,offer,word__offering,0.005073,2,FAIL
mask_brand_product,affiliative,offer,word__offer,-0.003973,3,FAIL
mask_brand_product,self-enhancing,wendy,word__wendysspicynuggs,0.056266,1,FAIL
mask_brand_product,self-enhancing,wendy,word__verified wendysspicynuggs,0.039303,2,FAIL
mask_brand_product,self-enhancing,wendys,word__wendysspicynuggs,0.056266,1,FAIL
mask_brand_product,self-enhancing,wendys,word__verified wendysspicynuggs,0.039303,2,FAIL
mask_brand_product,self-enhancing,wendy,word__wendysspicynuggs,0.056266,1,FAIL
mask_brand_product,self-enhancing,wendy,word__verified wendysspicynuggs,0.039303,2,FAIL
mask_brand_product,self-enhancing,wendys,word__wendysspicynuggs,0.056266,1,FAIL
mask_brand_product,self-enhancing,wendys,word__verified wendysspicynuggs,0.039303,2,FAIL
mask_brand_product,self-enhancing,nuggs,word__wendysspicynuggs,0.056266,1,FAIL
mask_brand_product,self-enhancing,nuggs,word__verified wendysspicynuggs,0.039303,2,FAIL
mask_brand_product,self-enhancing,burger king,word__burger king,-0.030427,1,FAIL
mask_brand_product,self-enhancing,mcdonald,word__mcdonald,-0.026511,1,FAIL
mask_brand_product,self-enhancing,mcdonald,word__mcdonald announced,-0.017698,2,FAIL
mask_brand_product,self-enhancing,clown,word__clowns,-0.030141,1,FAIL
mask_brand_product,self-enhancing,roast,word__nationalroastday,-0.113854,1,FAIL
mask_brand_product,self-enhancing,roast,word__roasted,0.048649,2,FAIL
mask_brand_product,self-enhancing,roast,char__roast,-0.045204,3,FAIL
mask_brand_product,self-enhancing,roasting,word__roasting,-0.036148,1,FAIL
mask_brand_product,self-enhancing,free,word__free drink,0.056721,1,FAIL
mask_brand_product,self-enhancing,free,word__free product_token,-0.041753,2,FAIL
mask_brand_product,self-enhancing,free,word__free,0.041334,3,FAIL
mask_brand_product,self-enhancing,app,word__happy,-0.072056,1,FAIL
mask_brand_product,self-enhancing,app,char__ happ,-0.05304,2,FAIL
mask_brand_product,self-enhancing,app,char__happ,-0.052489,3,FAIL
mask_brand_product,self-enhancing,drive thru,word__drive thru,-0.057075,1,FAIL
mask_brand_product,self-enhancing,breakfast,word__breakfast,0.104156,1,FAIL
mask_brand_product,self-enhancing,breakfast,word__breakfast sandwich,0.048719,2,FAIL
mask_brand_product,self-enhancing,breakfast,word__product_token breakfast,0.044441,3,FAIL
mask_brand_product,self-enhancing,fries,word__fries,-0.069113,1,FAIL
mask_brand_product,self-enhancing,fries,word__soggy fries,0.049522,2,FAIL
mask_brand_product,self-enhancing,fries,word__french fries,-0.046981,3,FAIL
mask_brand_product,self-enhancing,chicken sandwich,word__chicken sandwich,0.013769,1,FAIL
mask_brand_product,self-enhancing,deal,word__deals,0.045292,1,FAIL
mask_brand_product,self-enhancing,deal,word__the deals,0.035136,2,FAIL
mask_brand_product,self-enhancing,deal,word__big deal,0.019682,3,FAIL
mask_brand_product,self-enhancing,offer,word__to offer,0.006516,1,FAIL
mask_brand_product,self-enhancing,offer,char__offer,-0.006248,2,FAIL
mask_brand_product,self-enhancing,offer,word__offering,0.001771,3,FAIL
mask_brand_product,self-defeating,wendy,word__wendysspicynuggs,-0.020903,1,FAIL
mask_brand_product,self-defeating,wendy,word__verified wendysspicynuggs,-0.01408,2,FAIL
mask_brand_product,self-defeating,wendys,word__wendysspicynuggs,-0.020903,1,FAIL
mask_brand_product,self-defeating,wendys,word__verified wendysspicynuggs,-0.01408,2,FAIL
mask_brand_product,self-defeating,wendy,word__wendysspicynuggs,-0.020903,1,FAIL
mask_brand_product,self-defeating,wendy,word__verified wendysspicynuggs,-0.01408,2,FAIL
mask_brand_product,self-defeating,wendys,word__wendysspicynuggs,-0.020903,1,FAIL
mask_brand_product,self-defeating,wendys,word__verified wendysspicynuggs,-0.01408,2,FAIL
mask_brand_product,self-defeating,nuggs,word__wendysspicynuggs,-0.020903,1,FAIL
mask_brand_product,self-defeating,nuggs,word__verified wendysspicynuggs,-0.01408,2,FAIL
mask_brand_product,self-defeating,burger king,word__burger king,-0.016841,1,FAIL
mask_brand_product,self-defeating,mcdonald,word__mcdonald,-0.016098,1,FAIL
mask_brand_product,self-defeating,mcdonald,word__mcdonald announced,-0.009981,2,FAIL
mask_brand_product,self-defeating,clown,word__clowns,-0.016871,1,FAIL
mask_brand_product,self-defeating,roast,word__nationalroastday,-0.069175,1,FAIL
mask_brand_product,self-defeating,roast,char__roast,-0.058336,2,FAIL
mask_brand_product,self-defeating,roast,word__roast,-0.043129,3,FAIL
mask_brand_product,self-defeating,roasting,word__roasting,-0.021288,1,FAIL
mask_brand_product,self-defeating,free,word__free pc,0.180998,1,FAIL
mask_brand_product,self-defeating,free,word__for free,0.171872,2,FAIL
mask_brand_product,self-defeating,free,word__free product_token,-0.041566,3,FAIL
mask_brand_product,self-defeating,app,word__product_token app,0.09123,1,FAIL
mask_brand_product,self-defeating,app,word__happy,-0.065928,2,FAIL
mask_brand_product,self-defeating,app,word__apply,-0.055952,3,FAIL
mask_brand_product,self-defeating,drive thru,word__drive thru,0.103063,1,FAIL
mask_brand_product,self-defeating,breakfast,word__breakfast,-0.112731,1,FAIL
mask_brand_product,self-defeating,breakfast,word__product_token breakfast,-0.025495,2,FAIL
mask_brand_product,self-defeating,breakfast,word__breakfast biscuit,-0.022808,3,FAIL
mask_brand_product,self-defeating,fries,word__fries,0.174551,1,FAIL
mask_brand_product,self-defeating,fries,word__the fries,0.140687,2,FAIL
mask_brand_product,self-defeating,fries,word__french fries,0.118159,3,FAIL
mask_brand_product,self-defeating,chicken sandwich,word__chicken sandwich,-0.023292,1,FAIL
mask_brand_product,self-defeating,deal,word__deal,0.062377,1,FAIL
mask_brand_product,self-defeating,deal,word__deals,-0.035748,2,FAIL
mask_brand_product,self-defeating,deal,word__the deals,-0.020554,3,FAIL
mask_brand_product,self-defeating,offer,word__offer,-0.02533,1,FAIL
mask_brand_product,self-defeating,offer,char__offer,-0.017596,2,FAIL
mask_brand_product,self-defeating,offer,word__to offer,-0.008474,3,FAIL
mask_brand_product_competitor,aggressive,wendy,word__wendysspicynuggs,-0.024345,1,FAIL
mask_brand_product_competitor,aggressive,wendy,word__verified wendysspicynuggs,-0.016741,2,FAIL
mask_brand_product_competitor,aggressive,wendys,word__wendysspicynuggs,-0.024345,1,FAIL
mask_brand_product_competitor,aggressive,wendys,word__verified wendysspicynuggs,-0.016741,2,FAIL
mask_brand_product_competitor,aggressive,wendy,word__wendysspicynuggs,-0.024345,1,FAIL
mask_brand_product_competitor,aggressive,wendy,word__verified wendysspicynuggs,-0.016741,2,FAIL
mask_brand_product_competitor,aggressive,wendys,word__wendysspicynuggs,-0.024345,1,FAIL
mask_brand_product_competitor,aggressive,wendys,word__verified wendysspicynuggs,-0.016741,2,FAIL
mask_brand_product_competitor,aggressive,nuggs,word__wendysspicynuggs,-0.024345,1,FAIL
mask_brand_product_competitor,aggressive,nuggs,word__verified wendysspicynuggs,-0.016741,2,FAIL
mask_brand_product_competitor,aggressive,clown,word__clowns,0.075866,1,FAIL
mask_brand_product_competitor,aggressive,roast,word__nationalroastday,0.329149,1,FAIL
mask_brand_product_competitor,aggressive,roast,char__roast,0.128689,2,FAIL
mask_brand_product_competitor,aggressive,roast,word__roasted,-0.035,3,FAIL
mask_brand_product_competitor,aggressive,free,word__enjoy free,0.068478,1,FAIL
mask_brand_product_competitor,aggressive,free,word__free,-0.045097,2,FAIL
mask_brand_product_competitor,aggressive,free,word__free drink,-0.02389,3,FAIL
mask_brand_product_competitor,aggressive,app,word__happy,-0.088407,1,FAIL
mask_brand_product_competitor,aggressive,app,word__happening,0.07634,2,FAIL
mask_brand_product_competitor,aggressive,app,word__apply,-0.066784,3,FAIL
mask_brand_product_competitor,aggressive,drive thru,word__drive thru,0.043281,1,FAIL
mask_brand_product_competitor,aggressive,breakfast,word__breakfast,-0.100396,1,FAIL
mask_brand_product_competitor,aggressive,breakfast,word__breakfast url,0.046294,2,FAIL
mask_brand_product_competitor,aggressive,breakfast,word__product_token breakfast,-0.030237,3,FAIL
mask_brand_product_competitor,aggressive,fries,word__fries in,0.114917,1,FAIL
mask_brand_product_competitor,aggressive,fries,word__french fries,0.059438,2,FAIL
mask_brand_product_competitor,aggressive,fries,word__fries,0.021954,3,FAIL
mask_brand_product_competitor,aggressive,chicken sandwich,word__chicken sandwich,-0.031064,1,FAIL
mask_brand_product_competitor,aggressive,deal,word__deals,-0.048978,1,FAIL
mask_brand_product_competitor,aggressive,deal,word__dealer,0.036554,2,FAIL
mask_brand_product_competitor,aggressive,deal,word__the deals,-0.027289,3,FAIL
mask_brand_product_competitor,aggressive,offer,word__offer,0.014035,1,FAIL
mask_brand_product_competitor,aggressive,offer,word__to offer,-0.010663,2,FAIL
mask_brand_product_competitor,aggressive,offer,word__offering,-0.010195,3,FAIL
mask_brand_product_competitor,affiliative,wendy,word__wendysspicynuggs,-0.033905,1,FAIL
mask_brand_product_competitor,affiliative,wendy,word__verified wendysspicynuggs,-0.024297,2,FAIL
mask_brand_product_competitor,affiliative,wendys,word__wendysspicynuggs,-0.033905,1,FAIL
mask_brand_product_competitor,affiliative,wendys,word__verified wendysspicynuggs,-0.024297,2,FAIL
mask_brand_product_competitor,affiliative,wendy,word__wendysspicynuggs,-0.033905,1,FAIL
mask_brand_product_competitor,affiliative,wendy,word__verified wendysspicynuggs,-0.024297,2,FAIL
mask_brand_product_competitor,affiliative,wendys,word__wendysspicynuggs,-0.033905,1,FAIL
mask_brand_product_competitor,affiliative,wendys,word__verified wendysspicynuggs,-0.024297,2,FAIL
mask_brand_product_competitor,affiliative,nuggs,word__wendysspicynuggs,-0.033905,1,FAIL
mask_brand_product_competitor,affiliative,nuggs,word__verified wendysspicynuggs,-0.024297,2,FAIL
mask_brand_product_competitor,affiliative,clown,word__clowns,-0.008987,1,FAIL
mask_brand_product_competitor,affiliative,roast,word__nationalroastday,-0.09246,1,FAIL
mask_brand_product_competitor,affiliative,roast,char__roast,-0.04377,2,FAIL
mask_brand_product_competitor,affiliative,roast,word__roasted,-0.020506,3,FAIL
mask_brand_product_competitor,affiliative,free,word__free product_token,0.040387,1,FAIL
mask_brand_product_competitor,affiliative,free,word__free drink,-0.035881,2,FAIL
mask_brand_product_competitor,affiliative,free,word__freedom,0.034752,3,FAIL
mask_brand_product_competitor,affiliative,app,word__happy,0.123159,1,FAIL
mask_brand_product_competitor,affiliative,app,char__happ,0.085339,2,FAIL
mask_brand_product_competitor,affiliative,app,char__ happ,0.082631,3,FAIL
mask_brand_product_competitor,affiliative,drive thru,word__drive thru,0.008268,1,FAIL
mask_brand_product_competitor,affiliative,breakfast,word__with breakfast,0.031973,1,FAIL
mask_brand_product_competitor,affiliative,breakfast,word__off breakfast,0.031616,2,FAIL
mask_brand_product_competitor,affiliative,breakfast,word__breakfast sandwich,-0.030104,3,FAIL
mask_brand_product_competitor,affiliative,fries,word__free fries,0.027867,1,FAIL
mask_brand_product_competitor,affiliative,fries,word__soggy fries,-0.027352,2,FAIL
mask_brand_product_competitor,affiliative,fries,word__fries for,0.026979,3,FAIL
mask_brand_product_competitor,affiliative,chicken sandwich,word__chicken sandwich,0.011093,1,FAIL
mask_brand_product_competitor,affiliative,deal,char__ deal,-0.013232,1,FAIL
mask_brand_product_competitor,affiliative,deal,word__big deal,-0.012635,2,FAIL
mask_brand_product_competitor,affiliative,deal,word__the deals,-0.011396,3,FAIL
mask_brand_product_competitor,affiliative,offer,char__offer,0.012405,1,FAIL
mask_brand_product_competitor,affiliative,offer,word__offering,0.005047,2,FAIL
mask_brand_product_competitor,affiliative,offer,word__offer,-0.004028,3,FAIL
mask_brand_product_competitor,self-enhancing,wendy,word__wendysspicynuggs,0.056575,1,FAIL
mask_brand_product_competitor,self-enhancing,wendy,word__verified wendysspicynuggs,0.039449,2,FAIL
mask_brand_product_competitor,self-enhancing,wendys,word__wendysspicynuggs,0.056575,1,FAIL
mask_brand_product_competitor,self-enhancing,wendys,word__verified wendysspicynuggs,0.039449,2,FAIL
mask_brand_product_competitor,self-enhancing,wendy,word__wendysspicynuggs,0.056575,1,FAIL
mask_brand_product_competitor,self-enhancing,wendy,word__verified wendysspicynuggs,0.039449,2,FAIL
mask_brand_product_competitor,self-enhancing,wendys,word__wendysspicynuggs,0.056575,1,FAIL
mask_brand_product_competitor,self-enhancing,wendys,word__verified wendysspicynuggs,0.039449,2,FAIL
mask_brand_product_competitor,self-enhancing,nuggs,word__wendysspicynuggs,0.056575,1,FAIL
mask_brand_product_competitor,self-enhancing,nuggs,word__verified wendysspicynuggs,0.039449,2,FAIL
mask_brand_product_competitor,self-enhancing,clown,word__clowns,-0.030199,1,FAIL
mask_brand_product_competitor,self-enhancing,roast,word__nationalroastday,-0.113629,1,FAIL
mask_brand_product_competitor,self-enhancing,roast,word__roasted,0.048381,2,FAIL
mask_brand_product_competitor,self-enhancing,roast,char__roast,-0.033373,3,FAIL
mask_brand_product_competitor,self-enhancing,free,word__free drink,0.056818,1,FAIL
mask_brand_product_competitor,self-enhancing,free,word__free,0.041779,2,FAIL
mask_brand_product_competitor,self-enhancing,free,word__free product_token,-0.041328,3,FAIL
mask_brand_product_competitor,self-enhancing,app,word__happy,-0.072258,1,FAIL
mask_brand_product_competitor,self-enhancing,app,char__ happ,-0.05326,2,FAIL
mask_brand_product_competitor,self-enhancing,app,char__happ,-0.052726,3,FAIL
mask_brand_product_competitor,self-enhancing,drive thru,word__drive thru,-0.057084,1,FAIL
mask_brand_product_competitor,self-enhancing,breakfast,word__breakfast,0.104435,1,FAIL
mask_brand_product_competitor,self-enhancing,breakfast,word__breakfast sandwich,0.048702,2,FAIL
mask_brand_product_competitor,self-enhancing,breakfast,word__product_token breakfast,0.044803,3,FAIL
mask_brand_product_competitor,self-enhancing,fries,word__fries,-0.069825,1,FAIL
mask_brand_product_competitor,self-enhancing,fries,word__soggy fries,0.049537,2,FAIL
mask_brand_product_competitor,self-enhancing,fries,word__french fries,-0.048298,3,FAIL
mask_brand_product_competitor,self-enhancing,chicken sandwich,word__chicken sandwich,0.013753,1,FAIL
mask_brand_product_competitor,self-enhancing,deal,word__deals,0.045174,1,FAIL
mask_brand_product_competitor,self-enhancing,deal,word__the deals,0.035076,2,FAIL
mask_brand_product_competitor,self-enhancing,deal,word__big deal,0.019699,3,FAIL
mask_brand_product_competitor,self-enhancing,offer,word__to offer,0.006453,1,FAIL
mask_brand_product_competitor,self-enhancing,offer,char__offer,-0.006284,2,FAIL
mask_brand_product_competitor,self-enhancing,offer,word__offering,0.001761,3,FAIL
mask_brand_product_competitor,self-defeating,wendy,word__wendysspicynuggs,-0.020734,1,FAIL
mask_brand_product_competitor,self-defeating,wendy,word__verified wendysspicynuggs,-0.013996,2,FAIL
mask_brand_product_competitor,self-defeating,wendys,word__wendysspicynuggs,-0.020734,1,FAIL
mask_brand_product_competitor,self-defeating,wendys,word__verified wendysspicynuggs,-0.013996,2,FAIL
mask_brand_product_competitor,self-defeating,wendy,word__wendysspicynuggs,-0.020734,1,FAIL
mask_brand_product_competitor,self-defeating,wendy,word__verified wendysspicynuggs,-0.013996,2,FAIL
mask_brand_product_competitor,self-defeating,wendys,word__wendysspicynuggs,-0.020734,1,FAIL
mask_brand_product_competitor,self-defeating,wendys,word__verified wendysspicynuggs,-0.013996,2,FAIL
