fortune_rank,firm_name,target_report_year,status,error_type,error_message,sec_cik,sec_company_name,sec_match_score,sec_filing_url,local_report_path,attempted_at
37,Comcast,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
37,Comcast,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
38,Wells Fargo,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
38,Wells Fargo,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
38,Wells Fargo,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
39,Morgan Stanley,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
39,Morgan Stanley,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
39,Morgan Stanley,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
40,Valero Energy,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
40,Valero Energy,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
40,Valero Energy,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
41,Dell Technologies,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
41,Dell Technologies,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
41,Dell Technologies,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
42,Target,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
42,Target,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
42,Target,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
43,Tesla,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
43,Tesla,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
43,Tesla,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
44,Walt Disney,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
44,Walt Disney,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
44,Walt Disney,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
45,Johnson & Johnson,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
45,Johnson & Johnson,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
45,Johnson & Johnson,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
46,PepsiCo,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
46,PepsiCo,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
46,PepsiCo,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
47,Boeing,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
47,Boeing,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
47,Boeing,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
48,UPS,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
48,UPS,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
48,UPS,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
49,RTX,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
49,RTX,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
49,RTX,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
50,FedEx,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
50,FedEx,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
50,FedEx,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
51,Progressive,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
51,Progressive,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
51,Progressive,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
52,Lowe's,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
52,Lowe's,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
52,Lowe's,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
53,Energy Transfer,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
53,Energy Transfer,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
53,Energy Transfer,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
54,Procter & Gamble,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
54,Procter & Gamble,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
54,Procter & Gamble,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
55,Sysco,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
55,Sysco,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
55,Sysco,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
56,American Express,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
56,American Express,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
56,American Express,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
57,Albertsons,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
57,Albertsons,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
57,Albertsons,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
58,Archer Daniels Midland,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
58,Archer Daniels Midland,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
58,Archer Daniels Midland,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
59,MetLife,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
59,MetLife,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
59,MetLife,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
60,HCA Healthcare,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
60,HCA Healthcare,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
60,HCA Healthcare,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
61,Lockheed Martin,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
61,Lockheed Martin,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
61,Lockheed Martin,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
62,New York Life Insurance,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
62,New York Life Insurance,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
62,New York Life Insurance,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
63,Capital One Financial,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
63,Capital One Financial,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
63,Capital One Financial,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
64,Allstate,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
64,Allstate,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
64,Allstate,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
65,Caterpillar,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
65,Caterpillar,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
65,Caterpillar,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
66,IBM,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
66,IBM,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
66,IBM,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
67,Eli Lilly,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
67,Eli Lilly,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
67,Eli Lilly,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
68,Merck,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
68,Merck,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
68,Merck,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
69,Nationwide,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
69,Nationwide,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
69,Nationwide,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
70,Broadcom,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
70,Broadcom,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
70,Broadcom,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
71,Delta Air Lines,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
71,Delta Air Lines,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
71,Delta Air Lines,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
72,Publix Super Markets,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
72,Publix Super Markets,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
72,Publix Super Markets,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
73,Pfizer,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
73,Pfizer,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
73,Pfizer,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
