fortune_rank,firm_name,target_report_year,status,error_type,error_message,sec_cik,sec_company_name,sec_match_score,sec_filing_url,local_report_path,attempted_at
74,TD Synnex,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
74,TD Synnex,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
74,TD Synnex,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
75,ConocoPhillips,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
75,ConocoPhillips,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
75,ConocoPhillips,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
76,Galaxy Digital,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
76,Galaxy Digital,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
76,Galaxy Digital,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
77,AbbVie,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
77,AbbVie,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
77,AbbVie,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
78,Prudential Financial,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
78,Prudential Financial,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
78,Prudential Financial,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
79,TJX,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
79,TJX,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
79,TJX,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
80,Performance Food Group,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
80,Performance Food Group,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
80,Performance Food Group,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
81,United Airlines Holdings,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
81,United Airlines Holdings,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
81,United Airlines Holdings,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
82,Oracle,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
82,Oracle,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
82,Oracle,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
83,Cisco Systems,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
83,Cisco Systems,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
83,Cisco Systems,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
84,HP,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
84,HP,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
84,HP,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
85,Charter Communications,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
85,Charter Communications,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
85,Charter Communications,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
86,American Airlines Group,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
86,American Airlines Group,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
86,American Airlines Group,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
87,Tyson Foods,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
87,Tyson Foods,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
87,Tyson Foods,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
88,Intel,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
88,Intel,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
88,Intel,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
89,Enterprise Products Partners,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
89,Enterprise Products Partners,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
89,Enterprise Products Partners,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
90,Ingram Micro Holding,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
90,Ingram Micro Holding,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
90,Ingram Micro Holding,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
91,General Dynamics,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
91,General Dynamics,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
91,General Dynamics,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
92,Uber Technologies,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
92,Uber Technologies,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
92,Uber Technologies,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
93,USAA,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
93,USAA,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
93,USAA,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
94,TIAA,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
94,TIAA,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
94,TIAA,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
95,Liberty Mutual Insurance Group,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
95,Liberty Mutual Insurance Group,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
95,Liberty Mutual Insurance Group,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
96,Travelers,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
96,Travelers,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
96,Travelers,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
97,Bristol-Myers Squibb,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
97,Bristol-Myers Squibb,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
97,Bristol-Myers Squibb,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
98,Coca-Cola,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
98,Coca-Cola,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
98,Coca-Cola,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
99,Nike,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
99,Nike,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
99,Nike,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
100,Massachusetts Mutual Life,2025,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
100,Massachusetts Mutual Life,2024,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
100,Massachusetts Mutual Life,2023,sec_source_fetch_failed,RuntimeError,SEC source fetch failed before CIK matching: RuntimeError: Request failed after 3 attempts: https://www.sec.gov/files/company_tickers.json: HTTP Error 403: Forbidden,,,0.00,,,2026-06-10T10:21:49+00:00
