total_firm_month_observations,number_of_firms,number_of_months,aggressive_intensity_mean,aggressive_intensity_sd,aggressive_intensity_min,aggressive_intensity_max,aggressive_intensity_p25,aggressive_intensity_median,aggressive_intensity_p75,mean_log1p_engagement_mean,mean_log1p_engagement_sd
3769,99,133,0.031124,0.086750,0.000000,1.000000,0.000000,0.000000,0.000000,3.790351,1.783332
