fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
81,United Airlines Holdings,1,primary,@united,https://x.com/united,data/raw/fortune_x_2025_ranked/081_united_airlines_holdings/accounts/01_primary_united,true,success,15,,,2026-06-12T17:10:18.608025+00:00,2026-06-12T17:10:24.683577+00:00
