company_name,quarter,post_count,aggressive_count,aggressive_intensity,aggressive_intensity_sq,mean_log1p_engagement
McKesson,2026-Q1,29,0,0.0,0.0,1.189308
McKesson,2025-Q1,23,0,0.0,0.0,1.968398
McKesson,2025-Q2,22,0,0.0,0.0,2.114796
McKesson,2023-Q4,40,0,0.0,0.0,2.055117
McKesson,2024-Q4,22,0,0.0,0.0,2.28176
Exxon Mobil,2020-Q2,49,0,0.0,0.0,4.675141
Exxon Mobil,2023-Q2,29,0,0.0,0.0,3.841989
Exxon Mobil,2019-Q2,50,0,0.0,0.0,4.447887
Exxon Mobil,2022-Q2,18,0,0.0,0.0,4.17254
Exxon Mobil,2019-Q3,30,1,0.033333333333,0.001111111111,5.371226
Exxon Mobil,2020-Q3,28,0,0.0,0.0,4.384479
Exxon Mobil,2022-Q4,31,0,0.0,0.0,3.715133
Exxon Mobil,2021-Q4,32,0,0.0,0.0,3.717885
Exxon Mobil,2019-Q4,30,0,0.0,0.0,4.945583
Exxon Mobil,2023-Q1,26,0,0.0,0.0,3.966022
Exxon Mobil,2021-Q1,23,0,0.0,0.0,4.257161
Exxon Mobil,2020-Q1,34,1,0.029411764706,0.000865051903,4.366295
Exxon Mobil,2022-Q1,41,0,0.0,0.0,3.706232
Exxon Mobil,2021-Q3,24,0,0.0,0.0,4.534904
Exxon Mobil,2023-Q3,27,0,0.0,0.0,4.058421
Exxon Mobil,2022-Q3,34,0,0.0,0.0,3.77119
Exxon Mobil,2021-Q2,19,0,0.0,0.0,4.372344
Exxon Mobil,2019-Q1,10,0,0.0,0.0,4.515485
Exxon Mobil,2020-Q4,26,0,0.0,0.0,4.760064
Exxon Mobil,2023-Q4,21,0,0.0,0.0,4.903362
Cencora,2024-Q2,39,0,0.0,0.0,1.313844
Cencora,2023-Q2,43,0,0.0,0.0,1.119585
Cencora,2024-Q3,34,0,0.0,0.0,1.524814
Cencora,2023-Q3,45,0,0.0,0.0,0.964635
Cencora,2022-Q3,68,0,0.0,0.0,1.410702
Cencora,2023-Q4,42,0,0.0,0.0,1.02317
Cencora,2024-Q4,25,0,0.0,0.0,1.654425
Cencora,2025-Q4,7,0,0.0,0.0,1.62382
Cencora,2024-Q1,41,0,0.0,0.0,1.063869
Cencora,2023-Q1,45,0,0.0,0.0,1.750556
Cencora,2026-Q1,7,0,0.0,0.0,1.179032
Cencora,2025-Q1,17,0,0.0,0.0,1.829701
Cencora,2026-Q2,7,0,0.0,0.0,0.908015
Cencora,2025-Q2,10,0,0.0,0.0,1.840025
Cencora,2022-Q4,43,0,0.0,0.0,1.418678
Cencora,2025-Q3,6,0,0.0,0.0,1.949208
Microsoft,2025-Q2,90,0,0.0,0.0,6.079618
Microsoft,2026-Q2,144,0,0.0,0.0,5.685124
Microsoft,2025-Q3,70,1,0.014285714286,0.000204081633,6.154543
Microsoft,2025-Q4,149,3,0.020134228188,0.000405387145,5.631253
Microsoft,2024-Q4,57,0,0.0,0.0,5.685468
Microsoft,2026-Q1,49,0,0.0,0.0,6.518661
Microsoft,2025-Q1,111,1,0.009009009009,8.1162243e-05,5.683628
JPMorgan Chase,2022-Q2,66,0,0.0,0.0,3.941784
JPMorgan Chase,2025-Q2,24,1,0.041666666667,0.001736111111,4.306785
JPMorgan Chase,2024-Q2,2,0,0.0,0.0,6.576792
JPMorgan Chase,2023-Q2,53,1,0.018867924528,0.000355998576,4.277373
JPMorgan Chase,2026-Q2,47,0,0.0,0.0,3.983058
JPMorgan Chase,2025-Q3,49,2,0.040816326531,0.001665972511,4.017195
JPMorgan Chase,2023-Q3,36,0,0.0,0.0,4.417962
JPMorgan Chase,2021-Q3,83,3,0.036144578313,0.001306430541,3.720907
JPMorgan Chase,2022-Q4,54,0,0.0,0.0,3.977719
JPMorgan Chase,2021-Q4,66,0,0.0,0.0,3.821316
JPMorgan Chase,2025-Q4,46,1,0.021739130435,0.000472589792,4.042128
JPMorgan Chase,2022-Q1,73,0,0.0,0.0,3.857046
JPMorgan Chase,2026-Q1,41,1,0.024390243902,0.000594883998,4.28021
JPMorgan Chase,2023-Q1,74,0,0.0,0.0,4.139503
JPMorgan Chase,2024-Q1,1,0,0.0,0.0,6.953684
JPMorgan Chase,2024-Q3,1,0,0.0,0.0,7.060476
JPMorgan Chase,2022-Q3,36,0,0.0,0.0,4.047015
JPMorgan Chase,2021-Q2,60,3,0.05,0.0025,3.571033
JPMorgan Chase,2023-Q4,25,0,0.0,0.0,4.932204
JPMorgan Chase,2024-Q4,1,0,0.0,0.0,6.453625
JPMorgan Chase,2025-Q1,1,0,0.0,0.0,6.486161
Cigna Group,2022-Q2,92,0,0.0,0.0,1.870664
Cigna Group,2023-Q2,45,0,0.0,0.0,2.308925
Cigna Group,2022-Q3,81,1,0.012345679012,0.00015241579,1.701476
Cigna Group,2022-Q4,90,0,0.0,0.0,1.854315
Cigna Group,2021-Q4,99,0,0.0,0.0,1.928839
Cigna Group,2023-Q1,65,0,0.0,0.0,1.880153
Cigna Group,2022-Q1,87,0,0.0,0.0,2.003683
Cigna Group,2023-Q3,15,0,0.0,0.0,0.331321
Cigna Group,2023-Q4,12,0,0.0,0.0,1.373561
Cardinal Health,2023-Q2,118,0,0.0,0.0,2.060273
Cardinal Health,2024-Q2,52,0,0.0,0.0,1.964467
Cardinal Health,2024-Q3,50,0,0.0,0.0,2.409371
Cardinal Health,2023-Q3,66,0,0.0,0.0,1.815374
Cardinal Health,2023-Q4,47,0,0.0,0.0,1.878936
Cardinal Health,2024-Q1,72,0,0.0,0.0,1.48378
Cardinal Health,2023-Q1,88,0,0.0,0.0,2.120576
Cardinal Health,2024-Q4,21,0,0.0,0.0,2.354841
Cardinal Health,2026-Q2,1,0,0.0,0.0,1.94591
Cardinal Health,2026-Q1,1,0,0.0,0.0,1.609438
Cardinal Health,2025-Q1,1,0,0.0,0.0,2.772589
Cardinal Health,2025-Q2,1,0,0.0,0.0,3.218876
Cardinal Health,2025-Q4,1,0,0.0,0.0,2.833213
Cardinal Health,2025-Q3,1,0,0.0,0.0,3.178054
Nvidia,2026-Q2,403,3,0.007444168734,5.5415648e-05,5.54281
Nvidia,2025-Q3,161,1,0.006211180124,3.8578759e-05,5.286071
Nvidia,2025-Q4,202,0,0.0,0.0,5.710588
Nvidia,2026-Q1,300,2,0.006666666667,4.4444444e-05,5.285158
Nvidia,2025-Q2,65,0,0.0,0.0,4.82758
Nvidia,2016-Q3,1,0,0.0,0.0,5.31812
Meta Platforms,2024-Q2,28,2,0.071428571429,0.005102040816,5.437752
Meta Platforms,2023-Q2,13,0,0.0,0.0,6.391687
Meta Platforms,2024-Q3,33,2,0.060606060606,0.003673094582,5.230981
Meta Platforms,2023-Q1,16,1,0.0625,0.00390625,5.858981
Meta Platforms,2024-Q1,8,0,0.0,0.0,6.514565
Meta Platforms,2025-Q4,2,0,0.0,0.0,6.487279
Meta Platforms,2024-Q4,16,1,0.0625,0.00390625,6.119337
Meta Platforms,2026-Q1,4,0,0.0,0.0,7.033654
Meta Platforms,2026-Q2,6,0,0.0,0.0,6.370195
Meta Platforms,2025-Q2,8,0,0.0,0.0,6.38567
Meta Platforms,2025-Q3,6,0,0.0,0.0,7.802111
Meta Platforms,2023-Q4,4,0,0.0,0.0,5.823011
Meta Platforms,2025-Q1,3,0,0.0,0.0,6.950676
Meta Platforms,2023-Q3,4,1,0.25,0.0625,7.890496
Elevance Health,2022-Q2,63,1,0.015873015873,0.000251952633,2.361052
Elevance Health,2023-Q2,21,0,0.0,0.0,2.089851
Elevance Health,2022-Q3,119,0,0.0,0.0,1.723779
Elevance Health,2021-Q3,55,0,0.0,0.0,2.784273
Elevance Health,2022-Q4,55,0,0.0,0.0,2.318508
Elevance Health,2021-Q4,75,0,0.0,0.0,2.064496
Elevance Health,2022-Q1,81,1,0.012345679012,0.00015241579,2.062814
Elevance Health,2023-Q1,27,0,0.0,0.0,1.967903
Elevance Health,2021-Q2,93,0,0.0,0.0,2.983004
Elevance Health,2025-Q4,1,0,0.0,0.0,2.197225
Elevance Health,2023-Q3,11,0,0.0,0.0,2.38898
Elevance Health,2024-Q1,7,0,0.0,0.0,2.132135
Elevance Health,2023-Q4,2,0,0.0,0.0,2.84518
Elevance Health,2024-Q4,2,0,0.0,0.0,3.519392
Centene,2023-Q2,56,0,0.0,0.0,1.909978
Centene,2026-Q2,12,0,0.0,0.0,0.667861
Centene,2025-Q2,24,0,0.0,0.0,1.625798
Centene,2024-Q2,41,0,0.0,0.0,2.004734
Centene,2024-Q3,27,0,0.0,0.0,1.723608
Centene,2023-Q3,51,0,0.0,0.0,1.784706
Centene,2023-Q4,40,0,0.0,0.0,2.146402
Centene,2022-Q4,17,0,0.0,0.0,1.630336
Centene,2024-Q1,31,0,0.0,0.0,1.943788
Centene,2026-Q1,17,0,0.0,0.0,1.122879
Centene,2025-Q1,25,0,0.0,0.0,1.330288
Centene,2023-Q1,61,0,0.0,0.0,1.921946
Centene,2024-Q4,29,0,0.0,0.0,1.423995
Centene,2025-Q4,17,0,0.0,0.0,1.485836
Centene,2025-Q3,17,0,0.0,0.0,1.619306
Bank of America,2023-Q2,181,10,0.055248618785,0.003052409878,3.595355
Bank of America,2026-Q2,26,1,0.038461538462,0.001479289941,4.319383
Bank of America,2023-Q3,138,18,0.130434782609,0.017013232514,3.64208
Bank of America,2022-Q3,79,2,0.025316455696,0.000640922929,3.842847
Bank of America,2025-Q4,35,0,0.0,0.0,3.982849
Bank of America,2023-Q1,133,8,0.06015037594,0.003618067726,3.70679
Bank of America,2026-Q1,10,0,0.0,0.0,4.463924
Bank of America,2025-Q1,13,0,0.0,0.0,4.947755
Bank of America,2025-Q3,20,0,0.0,0.0,4.760027
Bank of America,2025-Q2,30,2,0.066666666667,0.004444444444,4.695853
Bank of America,2023-Q4,68,5,0.073529411765,0.005406574394,4.401485
Bank of America,2022-Q4,97,9,0.092783505155,0.008608778829,3.825647
Bank of America,2024-Q4,9,0,0.0,0.0,5.001837
Chevron,2022-Q2,56,0,0.0,0.0,3.725689
Chevron,2024-Q2,54,0,0.0,0.0,3.656134
Chevron,2023-Q2,87,0,0.0,0.0,3.828944
Chevron,2025-Q3,33,0,0.0,0.0,4.21091
Chevron,2024-Q3,40,0,0.0,0.0,4.229547
Chevron,2023-Q3,54,0,0.0,0.0,4.231645
Chevron,2022-Q3,35,1,0.028571428571,0.000816326531,3.556121
Chevron,2022-Q4,71,1,0.014084507042,0.000198373339,3.895373
Chevron,2024-Q1,45,0,0.0,0.0,3.865367
Chevron,2026-Q1,24,0,0.0,0.0,4.125662
Chevron,2023-Q1,69,1,0.014492753623,0.000210039908,3.335005
Chevron,2025-Q1,33,0,0.0,0.0,4.136936
Chevron,2025-Q2,26,0,0.0,0.0,4.498104
Chevron,2026-Q2,41,0,0.0,0.0,3.394867
Chevron,2022-Q1,36,0,0.0,0.0,3.528944
Chevron,2024-Q4,39,0,0.0,0.0,4.13893
Chevron,2023-Q4,38,1,0.026315789474,0.000692520776,3.818312
Chevron,2025-Q4,24,0,0.0,0.0,4.165948
Ford Motor,2023-Q2,118,2,0.016949152542,0.000287273772,5.154394
Ford Motor,2026-Q2,32,1,0.03125,0.0009765625,5.091354
Ford Motor,2025-Q2,35,2,0.057142857143,0.003265306122,5.021042
Ford Motor,2024-Q2,85,2,0.023529411765,0.000553633218,4.790845
Ford Motor,2022-Q2,84,3,0.035714285714,0.001275510204,5.556729
Ford Motor,2022-Q3,140,5,0.035714285714,0.001275510204,5.459983
Ford Motor,2023-Q3,54,1,0.018518518519,0.000342935528,5.515951
Ford Motor,2024-Q3,48,0,0.0,0.0,5.230069
Ford Motor,2023-Q4,46,0,0.0,0.0,5.051957
Ford Motor,2024-Q4,20,1,0.05,0.0025,5.894667
Ford Motor,2022-Q4,169,3,0.01775147929,0.000315115017,5.013011
Ford Motor,2024-Q1,57,0,0.0,0.0,5.498102
Ford Motor,2023-Q1,175,10,0.057142857143,0.003265306122,5.312728
Ford Motor,2026-Q1,29,1,0.034482758621,0.001189060642,5.13671
Ford Motor,2025-Q3,22,4,0.181818181818,0.03305785124,5.968982
Ford Motor,2025-Q1,17,0,0.0,0.0,4.792364
Ford Motor,2025-Q4,14,3,0.214285714286,0.045918367347,5.442567
Ford Motor,2021-Q4,1,0,0.0,0.0,4.343805
General Motors,2021-Q2,107,1,0.009345794393,8.7343873e-05,3.707217
General Motors,2022-Q2,104,2,0.019230769231,0.000369822485,4.221836
General Motors,2022-Q3,118,2,0.016949152542,0.000287273772,4.38023
General Motors,2021-Q3,86,0,0.0,0.0,4.116551
General Motors,2021-Q4,91,0,0.0,0.0,4.076006
General Motors,2024-Q1,5,0,0.0,0.0,5.114036
General Motors,2022-Q1,93,0,0.0,0.0,4.420779
General Motors,2025-Q1,3,0,0.0,0.0,5.134949
General Motors,2021-Q1,23,0,0.0,0.0,4.075917
General Motors,2022-Q4,28,2,0.071428571429,0.005102040816,5.159617
General Motors,2024-Q3,7,0,0.0,0.0,4.792155
General Motors,2023-Q4,2,0,0.0,0.0,3.738802
General Motors,2024-Q4,4,0,0.0,0.0,4.114274
General Motors,2023-Q2,7,0,0.0,0.0,6.017039
General Motors,2024-Q2,6,0,0.0,0.0,5.09756
General Motors,2023-Q3,10,0,0.0,0.0,4.567364
Citigroup,2025-Q2,37,0,0.0,0.0,2.820109
Citigroup,2024-Q2,69,0,0.0,0.0,2.987348
Citigroup,2024-Q3,47,0,0.0,0.0,2.420744
Citigroup,2025-Q3,59,0,0.0,0.0,2.848187
Citigroup,2026-Q2,59,0,0.0,0.0,2.373266
Citigroup,2025-Q1,30,0,0.0,0.0,2.365334
Citigroup,2024-Q4,50,0,0.0,0.0,2.117625
Citigroup,2025-Q4,29,0,0.0,0.0,2.618885
Citigroup,2026-Q1,23,0,0.0,0.0,3.133406
Home Depot,2017-Q2,106,0,0.0,0.0,0.052603
Home Depot,2016-Q3,214,0,0.0,0.0,0.016195
Home Depot,2017-Q3,1,0,0.0,0.0,1.609438
Home Depot,2016-Q4,228,2,0.008771929825,7.6946753e-05,0.016179
Home Depot,2024-Q1,15,0,0.0,0.0,4.037355
Home Depot,2017-Q1,160,0,0.0,0.0,0.032859
Home Depot,2018-Q1,4,0,0.0,0.0,2.572901
Home Depot,2020-Q3,8,0,0.0,0.0,4.553338
Home Depot,2016-Q2,62,1,0.016129032258,0.000260145682,0.051259
Home Depot,2021-Q2,4,0,0.0,0.0,4.235568
Home Depot,2021-Q1,2,0,0.0,0.0,4.219616
Home Depot,2021-Q4,9,0,0.0,0.0,3.637379
Home Depot,2022-Q1,4,1,0.25,0.0625,4.674348
Home Depot,2020-Q1,4,0,0.0,0.0,6.404695
Home Depot,2018-Q2,1,0,0.0,0.0,4.762174
Home Depot,2019-Q3,2,0,0.0,0.0,4.374153
Home Depot,2023-Q4,31,0,0.0,0.0,3.816383
Home Depot,2023-Q3,48,5,0.104166666667,0.010850694444,4.545878
Home Depot,2024-Q2,23,0,0.0,0.0,4.443001
Home Depot,2023-Q2,22,1,0.045454545455,0.002066115702,4.592392
Home Depot,2024-Q4,38,1,0.026315789474,0.000692520776,3.980463
Home Depot,2022-Q3,126,14,0.111111111111,0.012345679012,4.404423
Home Depot,2025-Q3,23,2,0.086956521739,0.007561436673,4.241567
Home Depot,2024-Q3,51,8,0.156862745098,0.0246059208,4.699515
Home Depot,2023-Q1,7,0,0.0,0.0,4.702212
Home Depot,2025-Q1,11,0,0.0,0.0,3.508073
Home Depot,2022-Q2,58,2,0.034482758621,0.001189060642,3.943336
Home Depot,2025-Q2,9,0,0.0,0.0,4.199677
Home Depot,2026-Q2,43,0,0.0,0.0,3.215813
Home Depot,2026-Q1,15,1,0.066666666667,0.004444444444,3.49931
Home Depot,2022-Q4,52,2,0.038461538462,0.001479289941,4.377648
Home Depot,2025-Q4,15,0,0.0,0.0,4.38527
Home Depot,2021-Q3,1,0,0.0,0.0,5.556828
Fannie Mae,2023-Q2,23,0,0.0,0.0,2.43263
Fannie Mae,2022-Q2,35,0,0.0,0.0,2.113992
Fannie Mae,2022-Q3,38,2,0.052631578947,0.002770083102,2.151688
Fannie Mae,2021-Q4,30,0,0.0,0.0,2.242241
Fannie Mae,2025-Q1,10,0,0.0,0.0,3.108906
Fannie Mae,2024-Q1,12,0,0.0,0.0,2.766684
Fannie Mae,2022-Q1,20,0,0.0,0.0,2.302913
Fannie Mae,2021-Q3,42,0,0.0,0.0,2.248152
Fannie Mae,2025-Q3,87,0,0.0,0.0,2.437007
Fannie Mae,2023-Q3,16,0,0.0,0.0,2.106751
Fannie Mae,2026-Q2,35,0,0.0,0.0,2.383023
Fannie Mae,2024-Q2,10,0,0.0,0.0,2.734233
Fannie Mae,2025-Q2,76,0,0.0,0.0,3.039129
Fannie Mae,2021-Q2,11,0,0.0,0.0,1.610535
Fannie Mae,2022-Q4,13,0,0.0,0.0,2.230432
Fannie Mae,2024-Q4,17,0,0.0,0.0,2.502268
Fannie Mae,2023-Q4,18,0,0.0,0.0,2.488573
Fannie Mae,2026-Q1,43,0,0.0,0.0,1.961484
Fannie Mae,2024-Q3,10,0,0.0,0.0,2.690921
Fannie Mae,2025-Q4,56,0,0.0,0.0,2.76245
Kroger,2022-Q2,41,6,0.146341463415,0.021415823914,2.91558
Kroger,2020-Q2,33,1,0.030303030303,0.000918273646,4.510676
Kroger,2019-Q2,57,2,0.035087719298,0.001231148046,3.01011
Kroger,2023-Q2,14,0,0.0,0.0,2.43887
Kroger,2019-Q3,59,3,0.050847457627,0.002585463947,3.161057
Kroger,2022-Q3,48,5,0.104166666667,0.010850694444,3.151236
Kroger,2020-Q3,42,0,0.0,0.0,3.300206
Kroger,2024-Q3,8,0,0.0,0.0,3.783497
Kroger,2023-Q3,15,0,0.0,0.0,3.001733
Kroger,2021-Q3,38,6,0.157894736842,0.024930747922,3.593732
Kroger,2020-Q4,80,5,0.0625,0.00390625,3.141414
Kroger,2019-Q4,40,6,0.15,0.0225,3.067119
Kroger,2018-Q4,81,5,0.061728395062,0.003810394757,3.161465
Kroger,2019-Q1,58,2,0.034482758621,0.001189060642,3.376354
Kroger,2021-Q1,26,0,0.0,0.0,3.767113
Kroger,2020-Q1,48,5,0.104166666667,0.010850694444,4.261688
Kroger,2024-Q1,6,0,0.0,0.0,2.856078
Kroger,2022-Q1,34,7,0.205882352941,0.042387543253,3.500273
Kroger,2017-Q2,1,0,0.0,0.0,10.952121
Kroger,2021-Q2,17,2,0.117647058824,0.01384083045,3.50848
Kroger,2024-Q2,10,0,0.0,0.0,3.123066
Kroger,2021-Q4,35,5,0.142857142857,0.020408163265,3.58429
Kroger,2023-Q4,9,0,0.0,0.0,3.423566
Kroger,2018-Q3,57,4,0.070175438596,0.004924592182,2.719465
Kroger,2023-Q1,12,1,0.083333333333,0.006944444444,2.54397
Kroger,2025-Q1,2,0,0.0,0.0,5.613787
Kroger,2022-Q4,14,2,0.142857142857,0.020408163265,2.802455
Kroger,2024-Q4,2,0,0.0,0.0,4.547128
Kroger,2017-Q4,1,0,0.0,0.0,7.422971
Verizon Communications,2026-Q1,18,0,0.0,0.0,7.592484
Verizon Communications,2025-Q1,6,0,0.0,0.0,5.942213
Verizon Communications,2026-Q2,4,0,0.0,0.0,5.8355
Verizon Communications,2025-Q2,2,0,0.0,0.0,5.274418
Verizon Communications,2025-Q4,2,0,0.0,0.0,5.287502
Verizon Communications,2024-Q4,11,0,0.0,0.0,4.457074
Verizon Communications,2025-Q3,2,0,0.0,0.0,5.319128
Phillips 66,2022-Q2,49,0,0.0,0.0,2.022504
Phillips 66,2021-Q2,111,0,0.0,0.0,1.733581
Phillips 66,2021-Q3,39,0,0.0,0.0,2.03675
Phillips 66,2022-Q3,36,0,0.0,0.0,2.211649
Phillips 66,2020-Q3,59,0,0.0,0.0,2.427619
Phillips 66,2021-Q4,50,0,0.0,0.0,1.827032
Phillips 66,2020-Q4,153,0,0.0,0.0,1.911201
Phillips 66,2022-Q1,31,0,0.0,0.0,2.003191
Phillips 66,2021-Q1,104,0,0.0,0.0,2.0225
Phillips 66,2020-Q2,34,0,0.0,0.0,1.901552
Phillips 66,2022-Q4,16,0,0.0,0.0,3.009363
Phillips 66,2025-Q2,2,0,0.0,0.0,1.732868
Marathon Petroleum,2025-Q2,77,3,0.038961038961,0.001517962557,1.930765
Marathon Petroleum,2026-Q2,65,2,0.030769230769,0.000946745562,1.500235
Marathon Petroleum,2025-Q3,68,1,0.014705882353,0.000216262976,1.855755
Marathon Petroleum,2025-Q4,77,0,0.0,0.0,1.865523
Marathon Petroleum,2026-Q1,49,1,0.020408163265,0.000416493128,1.916792
Marathon Petroleum,2025-Q1,43,0,0.0,0.0,1.968363
StoneX Group,2026-Q2,163,0,0.0,0.0,0.725813
StoneX Group,2025-Q3,187,3,0.016042780749,0.000257370814,0.901336
StoneX Group,2025-Q4,276,0,0.0,0.0,0.68464
StoneX Group,2026-Q1,225,2,0.008888888889,7.9012346e-05,0.781336
StoneX Group,2025-Q2,1,0,0.0,0.0,5.198497
State Farm Insurance,2026-Q2,34,1,0.029411764706,0.000865051903,3.530465
State Farm Insurance,2025-Q2,20,1,0.05,0.0025,4.40534
State Farm Insurance,2025-Q3,24,1,0.041666666667,0.001736111111,4.287906
State Farm Insurance,2026-Q1,45,8,0.177777777778,0.031604938272,4.024661
State Farm Insurance,2025-Q4,18,0,0.0,0.0,4.428919
State Farm Insurance,2025-Q1,7,0,0.0,0.0,4.23896
Freddie Mac,2026-Q2,48,0,0.0,0.0,1.629929
Freddie Mac,2025-Q3,73,0,0.0,0.0,2.042369
Freddie Mac,2025-Q4,53,0,0.0,0.0,2.385502
Freddie Mac,2026-Q1,46,0,0.0,0.0,2.381945
Humana,2023-Q2,103,0,0.0,0.0,1.205001
Humana,2023-Q3,141,6,0.042553191489,0.001810774106,1.310803
Humana,2023-Q4,144,1,0.006944444444,4.8225309e-05,1.347858
Humana,2022-Q4,232,4,0.01724137931,0.000297265161,1.274076
Humana,2023-Q1,97,2,0.020618556701,0.00042512488,1.471676
Humana,2024-Q1,33,0,0.0,0.0,2.288044
Humana,2024-Q2,2,0,0.0,0.0,3.601703
Humana,2024-Q3,6,0,0.0,0.0,4.701222
AT&T,2026-Q2,148,14,0.094594594595,0.008948137327,4.01254
AT&T,2024-Q2,52,1,0.019230769231,0.000369822485,4.463168
AT&T,2025-Q2,101,8,0.079207920792,0.006273894716,4.036645
AT&T,2023-Q3,65,9,0.138461538462,0.019171597633,4.671025
AT&T,2025-Q3,119,13,0.109243697479,0.011934185439,4.420834
AT&T,2024-Q3,51,2,0.039215686275,0.00153787005,4.635918
AT&T,2025-Q4,60,4,0.066666666667,0.004444444444,5.216095
AT&T,2024-Q4,63,15,0.238095238095,0.056689342404,4.506737
AT&T,2026-Q1,121,11,0.090909090909,0.00826446281,4.043133
AT&T,2025-Q1,63,1,0.015873015873,0.000251952633,4.196549
AT&T,2024-Q1,63,2,0.031746031746,0.001007810532,4.85831
AT&T,2022-Q1,1,0,0.0,0.0,5.365976
AT&T,2023-Q4,30,3,0.1,0.01,5.459545
Goldman Sachs Group,2025-Q2,71,1,0.014084507042,0.000198373339,3.989065
Goldman Sachs Group,2024-Q2,123,0,0.0,0.0,3.667534
Goldman Sachs Group,2026-Q2,76,0,0.0,0.0,3.820391
Goldman Sachs Group,2025-Q3,76,0,0.0,0.0,4.393904
Goldman Sachs Group,2024-Q3,80,0,0.0,0.0,3.718459
Goldman Sachs Group,2025-Q4,92,0,0.0,0.0,4.19988
Goldman Sachs Group,2023-Q4,126,0,0.0,0.0,3.519384
