company_name,quarter,post_count,aggressive_count,aggressive_intensity,aggressive_intensity_sq,mean_log1p_engagement
Kroger,2019-Q3,2,0,0.0,0.0,2.970085
General Motors,2022-Q3,3,0,0.0,0.0,4.627611
Prudential Financial,2020-Q1,2,0,0.0,0.0,2.302585
Walmart,2024-Q1,4,0,0.0,0.0,5.476966
Cencora,2022-Q3,2,0,0.0,0.0,1.242453
Humana,2024-Q1,1,0,0.0,0.0,1.791759
TD Synnex,2022-Q1,4,1,0.25,0.0625,1.41574
Cigna Group,2022-Q3,1,0,0.0,0.0,2.197225
CVS Health,2022-Q3,1,0,0.0,0.0,1.94591
Tesla,2025-Q4,12,3,0.25,0.0625,8.99314
PepsiCo,2022-Q3,2,0,0.0,0.0,2.481422
TD Synnex,2022-Q4,1,0,0.0,0.0,1.791759
Publix Super Markets,2026-Q1,2,0,0.0,0.0,3.575351
AbbVie,2025-Q2,6,0,0.0,0.0,1.277156
Caterpillar,2022-Q2,4,0,0.0,0.0,2.727496
McKesson,2022-Q4,1,0,0.0,0.0,1.94591
Ford Motor,2026-Q1,2,0,0.0,0.0,6.495284
Merck,2021-Q2,3,0,0.0,0.0,2.912912
Liberty Mutual Insurance Group,2018-Q4,1,0,0.0,0.0,4.828314
Cencora,2023-Q1,6,0,0.0,0.0,1.472244
Elevance Health,2022-Q2,5,0,0.0,0.0,2.462761
Ingram Micro Holding,2026-Q1,3,0,0.0,0.0,0.462098
Progressive,2024-Q2,1,0,0.0,0.0,7.040536
HP,2026-Q1,3,0,0.0,0.0,6.100218
Phillips 66,2020-Q4,4,0,0.0,0.0,1.575654
RTX,2024-Q3,1,0,0.0,0.0,5.700444
Galaxy Digital,2018-Q3,2,0,0.0,0.0,4.829815
Fannie Mae,2024-Q3,1,0,0.0,0.0,2.944439
USAA,2023-Q4,3,0,0.0,0.0,6.503502
Travelers,2022-Q3,3,0,0.0,0.0,1.691725
HP,2023-Q4,1,0,0.0,0.0,4.143135
Kroger,2022-Q2,1,0,0.0,0.0,3.850148
Verizon Communications,2026-Q1,1,0,0.0,0.0,9.994744
MetLife,2022-Q2,1,0,0.0,0.0,1.386294
Caterpillar,2023-Q2,3,0,0.0,0.0,4.206078
Target,2022-Q1,4,0,0.0,0.0,6.95481
Caterpillar,2022-Q4,2,0,0.0,0.0,4.055664
Caterpillar,2023-Q3,2,0,0.0,0.0,5.262113
TD Synnex,2024-Q1,2,0,0.0,0.0,0.0
Liberty Mutual Insurance Group,2018-Q3,3,0,0.0,0.0,2.5269
Phillips 66,2022-Q1,1,0,0.0,0.0,1.609438
ConocoPhillips,2022-Q2,3,0,0.0,0.0,1.983548
MetLife,2022-Q4,5,1,0.2,0.04,1.430923
Home Depot,2025-Q4,1,0,0.0,0.0,2.995732
Bristol-Myers Squibb,2024-Q1,3,0,0.0,0.0,2.190294
Tyson Foods,2023-Q1,2,0,0.0,0.0,2.714673
PepsiCo,2022-Q2,1,0,0.0,0.0,3.433987
Chevron,2024-Q2,2,0,0.0,0.0,3.074234
Phillips 66,2021-Q4,1,0,0.0,0.0,1.386294
Morgan Stanley,2022-Q3,3,0,0.0,0.0,3.060784
New York Life Insurance,2023-Q3,1,0,0.0,0.0,3.78419
Capital One Financial,2025-Q1,1,0,0.0,0.0,6.464588
IBM,2025-Q3,3,0,0.0,0.0,7.181317
HCA Healthcare,2023-Q4,3,0,0.0,0.0,1.858649
Broadcom,2026-Q2,1,0,0.0,0.0,1.386294
Albertsons,2019-Q2,1,0,0.0,0.0,4.077537
Ford Motor,2022-Q3,4,0,0.0,0.0,6.396295
TJX,2017-Q4,1,0,0.0,0.0,2.995732
Ingram Micro Holding,2024-Q3,4,0,0.0,0.0,0.51986
Centene,2025-Q2,2,0,0.0,0.0,1.589027
Target,2022-Q4,1,1,1.0,1.0,5.768321
Progressive,2025-Q1,3,1,0.333333333333,0.111111111111,2.280182
Goldman Sachs Group,2024-Q3,2,0,0.0,0.0,3.857562
Bank of America,2022-Q4,1,0,0.0,0.0,3.871201
Nvidia,2025-Q3,6,0,0.0,0.0,5.284863
American Airlines Group,2025-Q4,1,0,0.0,0.0,7.675082
American Express,2022-Q3,2,0,0.0,0.0,4.23084
Delta Air Lines,2025-Q2,3,0,0.0,0.0,6.828418
Kroger,2019-Q1,2,0,0.0,0.0,5.472562
American Express,2025-Q1,1,0,0.0,0.0,4.663439
Centene,2025-Q1,1,0,0.0,0.0,1.386294
Nationwide,2024-Q3,2,0,0.0,0.0,2.484907
Comcast,2025-Q3,2,0,0.0,0.0,3.965642
Walmart,2025-Q4,1,0,0.0,0.0,4.85203
UPS,2026-Q1,2,0,0.0,0.0,3.503348
General Dynamics,2022-Q1,4,0,0.0,0.0,1.268793
HCA Healthcare,2024-Q1,2,0,0.0,0.0,2.393746
Eli Lilly,2022-Q2,3,0,0.0,0.0,2.488742
FedEx,2025-Q3,1,0,0.0,0.0,2.772589
TIAA,2022-Q3,2,0,0.0,0.0,1.666102
Publix Super Markets,2022-Q3,5,1,0.2,0.04,3.986821
Cigna Group,2022-Q1,2,0,0.0,0.0,2.393746
Marathon Petroleum,2025-Q3,1,0,0.0,0.0,1.609438
TD Synnex,2023-Q2,2,0,0.0,0.0,0.549306
Delta Air Lines,2025-Q1,1,0,0.0,0.0,3.135494
General Motors,2022-Q1,3,0,0.0,0.0,8.112585
Centene,2024-Q2,3,0,0.0,0.0,1.670212
Bristol-Myers Squibb,2023-Q2,2,0,0.0,0.0,2.012676
HCA Healthcare,2026-Q1,2,0,0.0,0.0,2.047172
New York Life Insurance,2022-Q1,4,0,0.0,0.0,2.5599
Tyson Foods,2022-Q3,1,0,0.0,0.0,2.197225
Ingram Micro Holding,2024-Q1,1,0,0.0,0.0,0.0
Archer Daniels Midland,2022-Q1,3,0,0.0,0.0,3.516121
Bristol-Myers Squibb,2025-Q2,1,0,0.0,0.0,3.433987
Eli Lilly,2025-Q1,1,0,0.0,0.0,4.330733
Humana,2023-Q1,3,0,0.0,0.0,2.177929
Ingram Micro Holding,2023-Q4,4,0,0.0,0.0,1.023586
ConocoPhillips,2024-Q1,4,0,0.0,0.0,2.208511
HCA Healthcare,2024-Q3,2,0,0.0,0.0,1.242453
AT&T,2023-Q4,1,0,0.0,0.0,4.983607
Centene,2023-Q2,3,0,0.0,0.0,1.805367
Johnson & Johnson,2021-Q1,5,0,0.0,0.0,5.815825
Centene,2024-Q4,1,0,0.0,0.0,1.386294
Massachusetts Mutual Life,2022-Q2,2,0,0.0,0.0,5.64703
United Airlines Holdings,2025-Q2,1,0,0.0,0.0,7.280697
Prudential Financial,2021-Q2,1,0,0.0,0.0,2.484907
Walmart,2026-Q2,1,0,0.0,0.0,4.174387
Freddie Mac,2025-Q3,5,0,0.0,0.0,1.99609
Boeing,2022-Q3,1,0,0.0,0.0,6.49224
TJX,2024-Q4,1,0,0.0,0.0,5.846439
Kroger,2020-Q2,1,0,0.0,0.0,4.290459
United Airlines Holdings,2024-Q4,3,0,0.0,0.0,7.271605
Capital One Financial,2023-Q4,1,0,0.0,0.0,7.998671
Lockheed Martin,2024-Q4,4,0,0.0,0.0,7.313011
Centene,2025-Q3,1,0,0.0,0.0,1.609438
CVS Health,2021-Q2,1,0,0.0,0.0,1.386294
Ingram Micro Holding,2025-Q1,1,0,0.0,0.0,1.098612
Tesla,2025-Q1,1,0,0.0,0.0,9.691346
Delta Air Lines,2024-Q1,1,0,0.0,0.0,6.635947
PepsiCo,2023-Q1,2,0,0.0,0.0,3.60762
New York Life Insurance,2022-Q3,2,0,0.0,0.0,2.124248
TD Synnex,2021-Q3,1,0,0.0,0.0,1.791759
Johnson & Johnson,2021-Q3,4,0,0.0,0.0,2.501691
Publix Super Markets,2024-Q4,1,0,0.0,0.0,6.200509
FedEx,2023-Q2,2,0,0.0,0.0,4.230946
Exxon Mobil,2022-Q1,1,0,0.0,0.0,2.890372
Travelers,2022-Q1,4,0,0.0,0.0,1.268793
Morgan Stanley,2023-Q3,1,0,0.0,0.0,3.178054
Prudential Financial,2020-Q2,1,0,0.0,0.0,3.401197
Amazon,2024-Q4,3,0,0.0,0.0,5.404393
Microsoft,2025-Q2,2,0,0.0,0.0,8.269513
Progressive,2025-Q2,1,0,0.0,0.0,8.38845
Allstate,2021-Q1,1,1,1.0,1.0,3.178054
Walmart,2023-Q4,3,1,0.333333333333,0.111111111111,4.523144
Walmart,2025-Q2,3,1,0.333333333333,0.111111111111,5.510245
Lowe's,2022-Q2,1,0,0.0,0.0,3.555348
Cencora,2024-Q4,1,0,0.0,0.0,1.609438
Chevron,2023-Q3,3,0,0.0,0.0,4.356152
Lockheed Martin,2024-Q3,1,0,0.0,0.0,5.393628
AbbVie,2026-Q1,1,0,0.0,0.0,1.098612
Freddie Mac,2026-Q1,2,0,0.0,0.0,2.656603
McKesson,2023-Q2,1,0,0.0,0.0,2.302585
Albertsons,2022-Q2,1,0,0.0,0.0,2.079442
Ingram Micro Holding,2023-Q2,3,0,0.0,0.0,1.805367
Target,2020-Q2,3,0,0.0,0.0,7.803829
Sysco,2024-Q4,2,0,0.0,0.0,1.151292
American Airlines Group,2024-Q2,1,0,0.0,0.0,5.991465
Albertsons,2018-Q2,1,0,0.0,0.0,0.0
Eli Lilly,2021-Q1,4,0,0.0,0.0,3.419665
Massachusetts Mutual Life,2020-Q4,1,0,0.0,0.0,1.386294
American Airlines Group,2026-Q2,3,0,0.0,0.0,5.68046
Nationwide,2025-Q1,1,0,0.0,0.0,4.442651
Sysco,2024-Q2,1,0,0.0,0.0,3.044522
Intel,2026-Q2,5,0,0.0,0.0,6.724799
Delta Air Lines,2025-Q4,1,0,0.0,0.0,3.73767
Albertsons,2019-Q1,1,0,0.0,0.0,2.639057
Valero Energy,2022-Q2,1,0,0.0,0.0,3.496508
Elevance Health,2021-Q3,2,0,0.0,0.0,1.791759
Uber Technologies,2025-Q1,3,1,0.333333333333,0.111111111111,4.914067
Liberty Mutual Insurance Group,2020-Q1,1,0,0.0,0.0,3.78419
Tyson Foods,2019-Q4,2,0,0.0,0.0,1.039721
Cardinal Health,2023-Q1,2,0,0.0,0.0,1.777674
State Farm Insurance,2025-Q1,1,0,0.0,0.0,4.007333
Prudential Financial,2020-Q4,2,0,0.0,0.0,2.158744
Boeing,2020-Q4,1,0,0.0,0.0,7.605392
Coca-Cola,2022-Q1,1,0,0.0,0.0,5.111988
Microsoft,2026-Q1,3,0,0.0,0.0,6.365245
General Motors,2021-Q3,2,0,0.0,0.0,3.694164
General Dynamics,2026-Q1,1,0,0.0,0.0,2.564949
Chevron,2023-Q2,2,0,0.0,0.0,3.198465
Cigna Group,2023-Q1,2,0,0.0,0.0,0.693147
IBM,2025-Q4,3,0,0.0,0.0,4.774784
Bristol-Myers Squibb,2022-Q3,1,0,0.0,0.0,1.791759
Delta Air Lines,2022-Q1,9,0,0.0,0.0,5.712693
Albertsons,2020-Q4,2,0,0.0,0.0,2.178354
Massachusetts Mutual Life,2022-Q3,2,1,0.5,0.25,0.346573
Coca-Cola,2022-Q2,3,0,0.0,0.0,4.954903
Kroger,2023-Q3,1,0,0.0,0.0,2.302585
Intel,2026-Q1,2,0,0.0,0.0,4.715941
New York Life Insurance,2021-Q3,1,0,0.0,0.0,1.791759
Travelers,2023-Q3,1,0,0.0,0.0,1.098612
Dell Technologies,2025-Q3,2,1,0.5,0.25,4.016018
Bristol-Myers Squibb,2022-Q1,4,0,0.0,0.0,1.919002
General Motors,2021-Q4,4,0,0.0,0.0,4.660035
Chevron,2025-Q2,1,0,0.0,0.0,3.135494
McKesson,2025-Q2,1,0,0.0,0.0,1.609438
Kroger,2018-Q3,1,0,0.0,0.0,3.850148
PepsiCo,2021-Q4,5,0,0.0,0.0,1.99609
Kroger,2021-Q2,1,0,0.0,0.0,1.791759
Sysco,2023-Q4,1,0,0.0,0.0,2.772589
Fannie Mae,2025-Q4,2,0,0.0,0.0,2.393746
JPMorgan Chase,2021-Q3,2,0,0.0,0.0,3.688255
State Farm Insurance,2025-Q2,2,0,0.0,0.0,6.252006
PepsiCo,2022-Q4,3,0,0.0,0.0,4.131542
Lockheed Martin,2026-Q2,3,0,0.0,0.0,7.295648
Home Depot,2022-Q1,1,0,0.0,0.0,3.951244
United Airlines Holdings,2024-Q3,1,1,1.0,1.0,6.72022
Uber Technologies,2024-Q4,4,0,0.0,0.0,4.467604
Charter Communications,2024-Q4,1,0,0.0,0.0,2.079442
Merck,2025-Q2,3,0,0.0,0.0,3.472722
Walmart,2024-Q2,4,1,0.25,0.0625,4.507788
Meta Platforms,2026-Q1,1,0,0.0,0.0,7.271009
Delta Air Lines,2021-Q3,3,0,0.0,0.0,7.434442
HCA Healthcare,2025-Q2,2,0,0.0,0.0,2.221325
Home Depot,2022-Q2,1,0,0.0,0.0,4.143135
Exxon Mobil,2020-Q4,2,0,0.0,0.0,5.901067
Bristol-Myers Squibb,2025-Q1,2,0,0.0,0.0,3.036522
Publix Super Markets,2022-Q2,2,0,0.0,0.0,4.890942
Boeing,2024-Q2,1,0,0.0,0.0,7.772332
RTX,2020-Q4,1,0,0.0,0.0,2.484907
Johnson & Johnson,2021-Q4,4,0,0.0,0.0,2.19535
Chevron,2024-Q4,1,0,0.0,0.0,4.955827
Delta Air Lines,2021-Q4,2,0,0.0,0.0,5.707882
Uber Technologies,2026-Q2,3,0,0.0,0.0,3.80971
Meta Platforms,2024-Q1,1,0,0.0,0.0,6.559615
Prudential Financial,2022-Q2,1,0,0.0,0.0,2.197225
CVS Health,2021-Q4,2,0,0.0,0.0,2.596478
FedEx,2025-Q4,1,0,0.0,0.0,3.610918
Charter Communications,2022-Q1,1,0,0.0,0.0,1.609438
IBM,2023-Q4,1,0,0.0,0.0,4.26268
Lowe's,2021-Q2,3,1,0.333333333333,0.111111111111,3.186905
State Farm Insurance,2026-Q1,1,0,0.0,0.0,3.465736
Kroger,2020-Q1,2,0,0.0,0.0,5.215438
Dell Technologies,2026-Q2,5,0,0.0,0.0,5.132992
Lowe's,2021-Q3,2,0,0.0,0.0,5.104124
UPS,2025-Q4,2,0,0.0,0.0,4.161561
Home Depot,2023-Q4,1,0,0.0,0.0,4.804021
Home Depot,2024-Q4,1,0,0.0,0.0,2.564949
Merck,2020-Q4,2,0,0.0,0.0,3.2354
Wells Fargo,2025-Q3,1,0,0.0,0.0,4.204693
General Motors,2023-Q2,1,0,0.0,0.0,4.343805
Delta Air Lines,2024-Q4,1,0,0.0,0.0,5.860786
Publix Super Markets,2024-Q1,2,0,0.0,0.0,4.054612
Travelers,2023-Q4,1,0,0.0,0.0,2.397895
Merck,2026-Q1,1,0,0.0,0.0,4.127134
Archer Daniels Midland,2021-Q1,1,0,0.0,0.0,2.772589
FedEx,2022-Q4,5,0,0.0,0.0,4.822774
Cisco Systems,2026-Q1,1,0,0.0,0.0,2.302585
Goldman Sachs Group,2023-Q3,2,1,0.5,0.25,4.233161
United Airlines Holdings,2026-Q1,2,0,0.0,0.0,6.185314
United Airlines Holdings,2025-Q3,1,1,1.0,1.0,5.529429
New York Life Insurance,2021-Q4,3,0,0.0,0.0,2.428274
JPMorgan Chase,2023-Q4,2,0,0.0,0.0,5.149687
Fannie Mae,2024-Q2,1,0,0.0,0.0,2.772589
Travelers,2023-Q1,2,0,0.0,0.0,1.700598
Procter & Gamble,2022-Q3,2,1,0.5,0.25,1.956012
American Express,2025-Q2,1,0,0.0,0.0,4.543295
RTX,2025-Q2,2,0,0.0,0.0,2.673554
General Motors,2021-Q1,1,0,0.0,0.0,3.610918
McKesson,2024-Q4,1,0,0.0,0.0,1.94591
American Airlines Group,2025-Q1,1,0,0.0,0.0,5.135798
American Express,2021-Q2,2,0,0.0,0.0,3.759575
Cencora,2024-Q1,2,0,0.0,0.0,1.151292
FedEx,2023-Q4,1,0,0.0,0.0,4.934474
American Express,2022-Q1,1,0,0.0,0.0,3.951244
TIAA,2022-Q4,2,0,0.0,0.0,1.242453
TD Synnex,2023-Q4,1,0,0.0,0.0,1.386294
MetLife,2022-Q1,1,0,0.0,0.0,1.791759
Nationwide,2022-Q1,2,0,0.0,0.0,4.237143
Meta Platforms,2025-Q3,2,0,0.0,0.0,7.730645
Procter & Gamble,2023-Q1,2,0,0.0,0.0,4.716542
AbbVie,2024-Q3,3,0,0.0,0.0,1.425555
FedEx,2024-Q3,1,0,0.0,0.0,5.117994
JPMorgan Chase,2026-Q1,1,0,0.0,0.0,4.624973
American Airlines Group,2023-Q4,1,0,0.0,0.0,4.60517
StoneX Group,2025-Q3,6,0,0.0,0.0,1.028964
Phillips 66,2022-Q4,2,0,0.0,0.0,2.841789
Bristol-Myers Squibb,2024-Q2,1,0,0.0,0.0,3.091042
TD Synnex,2022-Q3,2,0,0.0,0.0,1.242454
Prudential Financial,2019-Q1,1,1,1.0,1.0,6.466145
HP,2023-Q2,3,0,0.0,0.0,3.944278
Cardinal Health,2023-Q3,2,0,0.0,0.0,1.700598
Goldman Sachs Group,2026-Q1,1,0,0.0,0.0,3.555348
Lowe's,2022-Q4,1,0,0.0,0.0,3.332205
AT&T,2025-Q4,2,0,0.0,0.0,8.521408
HP,2025-Q2,1,0,0.0,0.0,5.710427
Fannie Mae,2023-Q3,2,0,0.0,0.0,1.868835
Cardinal Health,2023-Q2,1,0,0.0,0.0,3.044522
Elevance Health,2023-Q1,1,0,0.0,0.0,1.386294
Walt Disney,2024-Q1,2,0,0.0,0.0,6.783037
Prudential Financial,2021-Q3,2,0,0.0,0.0,2.65906
Bank of America,2025-Q1,1,0,0.0,0.0,3.871201
Lowe's,2024-Q2,2,0,0.0,0.0,3.481122
IBM,2026-Q1,2,0,0.0,0.0,4.236934
Meta Platforms,2025-Q2,1,0,0.0,0.0,7.831617
Freddie Mac,2025-Q4,2,0,0.0,0.0,2.596478
Comcast,2026-Q2,1,0,0.0,0.0,1.098612
Tyson Foods,2020-Q4,1,0,0.0,0.0,2.397895
Archer Daniels Midland,2020-Q4,2,0,0.0,0.0,2.047173
McKesson,2026-Q2,1,0,0.0,0.0,0.0
UnitedHealth Group,2025-Q1,1,0,0.0,0.0,3.555348
CVS Health,2022-Q1,1,0,0.0,0.0,2.772589
Delta Air Lines,2022-Q3,1,0,0.0,0.0,6.579251
Meta Platforms,2024-Q2,5,0,0.0,0.0,5.40735
Lowe's,2024-Q3,1,0,0.0,0.0,4.276666
Oracle,2026-Q2,2,0,0.0,0.0,4.771259
RTX,2024-Q2,1,0,0.0,0.0,3.610918
Morgan Stanley,2024-Q3,1,0,0.0,0.0,3.931826
RTX,2023-Q2,1,0,0.0,0.0,4.49981
IBM,2023-Q2,1,0,0.0,0.0,4.532599
Goldman Sachs Group,2026-Q2,1,0,0.0,0.0,3.663562
Fannie Mae,2026-Q2,1,0,0.0,0.0,1.098612
Home Depot,2025-Q2,1,0,0.0,0.0,5.187386
Citigroup,2025-Q2,2,0,0.0,0.0,2.954041
State Farm Insurance,2026-Q2,2,0,0.0,0.0,3.243081
Microsoft,2025-Q3,2,0,0.0,0.0,6.763008
Archer Daniels Midland,2021-Q3,3,0,0.0,0.0,2.26598
Morgan Stanley,2024-Q4,2,0,0.0,0.0,3.87055
Pfizer,2022-Q2,1,0,0.0,0.0,4.356709
Ingram Micro Holding,2024-Q2,5,0,0.0,0.0,1.585465
Chevron,2024-Q3,2,0,0.0,0.0,3.79035
Citigroup,2026-Q1,1,0,0.0,0.0,2.833213
Oracle,2025-Q2,1,0,0.0,0.0,5.545177
Ford Motor,2025-Q4,1,0,0.0,0.0,5.198497
Comcast,2024-Q1,1,0,0.0,0.0,6.206576
Charter Communications,2025-Q2,3,0,0.0,0.0,1.460675
AbbVie,2026-Q2,1,0,0.0,0.0,1.386294
Citigroup,2025-Q3,2,0,0.0,0.0,4.31526
UnitedHealth Group,2022-Q3,1,0,0.0,0.0,2.397895
Amazon,2025-Q2,1,0,0.0,0.0,6.257668
ConocoPhillips,2021-Q2,2,0,0.0,0.0,1.386294
HCA Healthcare,2025-Q4,1,0,0.0,0.0,0.0
IBM,2025-Q1,1,0,0.0,0.0,5.181784
General Dynamics,2023-Q3,1,1,1.0,1.0,2.639057
Liberty Mutual Insurance Group,2019-Q4,1,0,0.0,0.0,2.197225
Kroger,2020-Q3,1,0,0.0,0.0,2.833213
MetLife,2023-Q2,1,0,0.0,0.0,2.302585
Archer Daniels Midland,2020-Q3,1,0,0.0,0.0,2.197225
TD Synnex,2025-Q3,1,0,0.0,0.0,1.609438
ConocoPhillips,2022-Q1,1,0,0.0,0.0,2.397895
Merck,2024-Q4,1,0,0.0,0.0,3.332205
Massachusetts Mutual Life,2020-Q1,3,0,0.0,0.0,1.723494
Home Depot,2024-Q3,1,0,0.0,0.0,5.293305
Johnson & Johnson,2024-Q2,1,0,0.0,0.0,3.713572
McKesson,2024-Q3,1,0,0.0,0.0,2.079442
PepsiCo,2023-Q2,1,0,0.0,0.0,4.382027
Goldman Sachs Group,2024-Q1,1,0,0.0,0.0,3.433987
Amazon,2024-Q3,1,0,0.0,0.0,4.51086
FedEx,2024-Q4,2,0,0.0,0.0,5.323498
Centene,2024-Q1,3,0,0.0,0.0,2.384872
Broadcom,2025-Q2,1,0,0.0,0.0,2.944439
Elevance Health,2022-Q1,1,0,0.0,0.0,4.812184
USAA,2023-Q1,2,0,0.0,0.0,4.66027
McKesson,2025-Q3,2,0,0.0,0.0,2.552973
Humana,2023-Q2,1,0,0.0,0.0,1.386294
Phillips 66,2022-Q2,1,0,0.0,0.0,2.197225
ConocoPhillips,2023-Q4,1,0,0.0,0.0,2.302585
Liberty Mutual Insurance Group,2022-Q4,1,0,0.0,0.0,2.397895
HP,2023-Q3,1,0,0.0,0.0,3.988984
Wells Fargo,2025-Q2,1,0,0.0,0.0,4.158883
Chevron,2024-Q1,1,0,0.0,0.0,4.158883
ConocoPhillips,2025-Q3,1,0,0.0,0.0,2.302585
Bristol-Myers Squibb,2026-Q2,1,0,0.0,0.0,2.772589
Chevron,2022-Q2,1,0,0.0,0.0,4.143135
Capital One Financial,2023-Q1,1,1,1.0,1.0,7.246368
American Airlines Group,2024-Q1,2,0,0.0,0.0,5.126579
Massachusetts Mutual Life,2022-Q1,1,0,0.0,0.0,0.693147
AbbVie,2024-Q1,1,0,0.0,0.0,0.693147
Allstate,2023-Q4,1,0,0.0,0.0,4.204693
Valero Energy,2022-Q3,1,0,0.0,0.0,0.693147
IBM,2025-Q2,1,0,0.0,0.0,4.158883
Citigroup,2025-Q4,1,0,0.0,0.0,3.637586
Bristol-Myers Squibb,2024-Q4,1,0,0.0,0.0,3.465736
FedEx,2025-Q1,1,0,0.0,0.0,2.995732
American Express,2022-Q4,2,0,0.0,0.0,3.936418
Broadcom,2026-Q1,1,0,0.0,0.0,3.526361
Boeing,2021-Q2,1,0,0.0,0.0,4.70048
Goldman Sachs Group,2025-Q1,1,0,0.0,0.0,3.73767
UnitedHealth Group,2026-Q2,1,0,0.0,0.0,3.401197
Galaxy Digital,2018-Q4,1,0,0.0,0.0,0.693147
Cardinal Health,2024-Q1,1,0,0.0,0.0,0.693147
USAA,2024-Q2,3,0,0.0,0.0,6.08825
Bank of America,2026-Q1,1,0,0.0,0.0,5.459586
Ford Motor,2024-Q4,1,0,0.0,0.0,7.094235
General Dynamics,2023-Q1,1,0,0.0,0.0,2.564949
Delta Air Lines,2023-Q1,1,0,0.0,0.0,6.124683
Sysco,2023-Q1,1,0,0.0,0.0,2.197225
Fannie Mae,2024-Q4,1,0,0.0,0.0,2.639057
MetLife,2020-Q4,1,0,0.0,0.0,2.772589
Bristol-Myers Squibb,2023-Q4,1,0,0.0,0.0,1.94591
American Express,2024-Q4,1,0,0.0,0.0,3.332205
TJX,2019-Q4,1,0,0.0,0.0,3.178054
RTX,2021-Q3,1,0,0.0,0.0,4.290459
Elevance Health,2022-Q4,1,0,0.0,0.0,2.397895
Boeing,2022-Q1,1,0,0.0,0.0,5.42495
Eli Lilly,2024-Q4,1,0,0.0,0.0,3.135494
Goldman Sachs Group,2024-Q4,1,0,0.0,0.0,3.871201
Exxon Mobil,2022-Q3,1,0,0.0,0.0,3.583519
Procter & Gamble,2023-Q4,1,0,0.0,0.0,4.025352
USAA,2024-Q3,1,1,1.0,1.0,2.70805
Sysco,2025-Q3,1,0,0.0,0.0,2.302585
RTX,2022-Q3,1,0,0.0,0.0,6.704414
General Motors,2022-Q4,1,0,0.0,0.0,5.673323
Meta Platforms,2024-Q3,1,0,0.0,0.0,5.590987
General Motors,2025-Q1,1,0,0.0,0.0,6.49224
TJX,2017-Q3,1,0,0.0,0.0,3.258097
General Dynamics,2026-Q2,1,0,0.0,0.0,0.693147
RTX,2023-Q4,1,0,0.0,0.0,3.295837
Boeing,2021-Q1,1,0,0.0,0.0,4.990433
Phillips 66,2020-Q2,1,0,0.0,0.0,2.484907
Capital One Financial,2022-Q2,1,0,0.0,0.0,4.174387
FedEx,2026-Q1,1,1,1.0,1.0,3.806662
Chevron,2025-Q1,1,0,0.0,0.0,3.583519
Oracle,2024-Q3,1,0,0.0,0.0,4.043051
Sysco,2023-Q2,1,0,0.0,0.0,2.079442
Charter Communications,2025-Q1,1,0,0.0,0.0,1.098612
State Farm Insurance,2025-Q4,1,0,0.0,0.0,4.043051
Wendy's,2019-Q4,10,2,0.2,0.04,8.440467
Wendy's,2020-Q1,17,4,0.235294117647,0.055363321799,9.49475
Wendy's,2020-Q2,31,3,0.096774193548,0.009365244537,8.106481
Wendy's,2020-Q3,25,5,0.2,0.04,8.064486
Wendy's,2026-Q2,35,3,0.085714285714,0.007346938776,5.994318
Wendy's,2026-Q1,37,3,0.081081081081,0.006574141709,6.865385
Wendy's,2025-Q4,10,3,0.3,0.09,6.634558
Wendy's,2025-Q3,6,0,0.0,0.0,6.930728
Wendy's,2025-Q2,13,1,0.076923076923,0.005917159763,8.477986
Wendy's,2025-Q1,16,3,0.1875,0.03515625,7.402574
Wendy's,2024-Q4,17,0,0.0,0.0,7.826151
Wendy's,2024-Q3,27,2,0.074074074074,0.00548696845,6.303154
Wendy's,2024-Q2,19,6,0.315789473684,0.09972299169,7.366103
Wendy's,2024-Q1,16,2,0.125,0.015625,7.295581
Wendy's,2023-Q4,7,0,0.0,0.0,8.176486
Wendy's,2023-Q3,9,0,0.0,0.0,7.655348
Wendy's,2023-Q2,24,4,0.166666666667,0.027777777778,6.708396
Wendy's,2023-Q1,15,2,0.133333333333,0.017777777778,8.405545
Wendy's,2022-Q4,23,3,0.130434782609,0.017013232514,7.721584
Wendy's,2022-Q3,33,8,0.242424242424,0.058769513315,7.404079
Wendy's,2022-Q2,14,2,0.142857142857,0.020408163265,8.130601
Wendy's,2022-Q1,32,8,0.25,0.0625,7.382526
Wendy's,2021-Q4,21,5,0.238095238095,0.056689342404,8.600287
Wendy's,2021-Q3,26,5,0.192307692308,0.036982248521,7.156615
Wendy's,2021-Q2,20,6,0.3,0.09,8.141514
Wendy's,2021-Q1,32,10,0.3125,0.09765625,8.153998
Wendy's,2020-Q4,30,5,0.166666666667,0.027777777778,7.761276
