source_file,candidate_id,brand,tweet_url,status_id,text_hash,humor_presence,humor_type,normalized_label,include_candidate,exclusion_reason,duplicate_with_existing,duplicate_key
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1198285151702118400,Wendy's,https://x.com/Wendys/status/1198285151702118400,1198285151702118400,23080ade6eecd4ba7549,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1198285151702118400
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1198363148094328832,Wendy's,https://x.com/Wendys/status/1198363148094328832,1198363148094328832,f7d7354716c286f89997,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1198363148094328832
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1198858858267127809,Wendy's,https://x.com/Wendys/status/1198858858267127809,1198858858267127809,d5ca0762c95de72712bf,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1198858858267127809
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1202638489126342657,Wendy's,https://x.com/Wendys/status/1202638489126342657,1202638489126342657,8ad730e937ba6bdfe3d7,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1202638489126342657
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1205531387975090177,Wendy's,https://x.com/Wendys/status/1205531387975090177,1205531387975090177,f810d7c4e2025c136ccc,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1205531387975090177
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1205577307810910209,Wendy's,https://x.com/Wendys/status/1205577307810910209,1205577307810910209,856230a14bf6f3037214,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1205577307810910209
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1205932906406920194,Wendy's,https://x.com/Wendys/status/1205932906406920194,1205932906406920194,6e01865dd979e6d5ec74,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1205932906406920194
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1205941546538938368,Wendy's,https://x.com/Wendys/status/1205941546538938368,1205941546538938368,25756b79012db1dc3101,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1205941546538938368
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1206433794796015617,Wendy's,https://x.com/Wendys/status/1206433794796015617,1206433794796015617,3f06e7ea1661d066de24,,none,,false,excluded_presence,false,
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1207030238447898625,Wendy's,https://x.com/Wendys/status/1207030238447898625,1207030238447898625,da415b0c3a4e1cb61f8e,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1207030238447898625
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1207700570213101585,Wendy's,https://x.com/Wendys/status/1207700570213101585,1207700570213101585,1ac5bb81882678aef8e2,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1207700570213101585
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1216801098608017413,Wendy's,https://x.com/Wendys/status/1216801098608017413,1216801098608017413,c971039d2710cbd68186,1,self_defeating,4,false,duplicate_with_wendys_candidate,false,status_id:1216801098608017413
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1216894246021713920,Wendy's,https://x.com/Wendys/status/1216894246021713920,1216894246021713920,12947a9a0862789af7b5,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1216894246021713920
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1217123276549427201,Wendy's,https://x.com/Wendys/status/1217123276549427201,1217123276549427201,951aa29b123bef565196,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1217123276549427201
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1220437845388730370,Wendy's,https://x.com/Wendys/status/1220437845388730370,1220437845388730370,d2caa88bb83eb129c219,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1220437845388730370
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1221885535737864192,Wendy's,https://x.com/Wendys/status/1221885535737864192,1221885535737864192,666faac6125a22e86d92,0,aggressive,0,false,duplicate_with_wendys_candidate,false,status_id:1221885535737864192
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1224794757559455746,Wendy's,https://x.com/Wendys/status/1224794757559455746,1224794757559455746,a618968c87d14c62a827,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1224794757559455746
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1228371313938567174,Wendy's,https://x.com/Wendys/status/1228371313938567174,1228371313938567174,56dcf902599e1d73b17b,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1228371313938567174
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1228373033167048705,Wendy's,https://x.com/Wendys/status/1228373033167048705,1228373033167048705,ba7971b5156dc5bccc1f,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1228373033167048705
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1229264235387129856,Wendy's,https://x.com/Wendys/status/1229264235387129856,1229264235387129856,ccd6c8701952c7877ca6,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1229264235387129856
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1233494419925585924,Wendy's,https://x.com/Wendys/status/1233494419925585924,1233494419925585924,5fd6e9452f4dcaefbb5e,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1233494419925585924
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1234275836905369603,Wendy's,https://x.com/Wendys/status/1234275836905369603,1234275836905369603,cb26e581539cc4398767,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1234275836905369603
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1234448367230627840,Wendy's,https://x.com/Wendys/status/1234448367230627840,1234448367230627840,94b2dd4ca2d97fad8db9,1,self_enhancing,3,false,duplicate_with_wendys_candidate,false,status_id:1234448367230627840
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1235705290755960832,Wendy's,https://x.com/Wendys/status/1235705290755960832,1235705290755960832,4b9fda9ceb6a24bccd99,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1235705290755960832
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1236305605188636672,Wendy's,https://x.com/Wendys/status/1236305605188636672,1236305605188636672,0029df7216935486661e,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1236305605188636672
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1237012795327238144,Wendy's,https://x.com/Wendys/status/1237012795327238144,1237012795327238144,2fa0fbf5ec88e018139a,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1237012795327238144
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1237741943809028096,Wendy's,https://x.com/Wendys/status/1237741943809028096,1237741943809028096,6606fceda899616dfaec,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1237741943809028096
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1242894464760328192,Wendy's,https://x.com/Wendys/status/1242894464760328192,1242894464760328192,df181fb3d5a0ec2280fe,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1242894464760328192
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1247262166392221698,Wendy's,https://x.com/Wendys/status/1247262166392221698,1247262166392221698,b44f7d241f4ff86d87a5,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1247262166392221698
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1247574856784379906,Wendy's,https://x.com/Wendys/status/1247574856784379906,1247574856784379906,adefc3959c6cd474615d,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1247574856784379906
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1248677421588586496,Wendy's,https://x.com/Wendys/status/1248677421588586496,1248677421588586496,b2c05a4a94ba580d387c,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1248677421588586496
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1248679862384185347,Wendy's,https://x.com/Wendys/status/1248679862384185347,1248679862384185347,d228f132489034079abb,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1248679862384185347
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1248693897263448071,Wendy's,https://x.com/Wendys/status/1248693897263448071,1248693897263448071,9e410114912d0090bfcb,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1248693897263448071
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1248698613045366785,Wendy's,https://x.com/Wendys/status/1248698613045366785,1248698613045366785,471712ed2616c5c6a480,1,aggressive,1,false,duplicate_with_wendys_candidate,false,status_id:1248698613045366785
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1250053580716990467,Wendy's,https://x.com/Wendys/status/1250053580716990467,1250053580716990467,3c8869bc08e626a16f94,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1250053580716990467
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1252250012676997123,Wendy's,https://x.com/Wendys/status/1252250012676997123,1252250012676997123,35196b66a9897f0d2b5d,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1252250012676997123
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1252355382657216512,Wendy's,https://x.com/Wendys/status/1252355382657216512,1252355382657216512,9daefd85158873cf11ee,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1252355382657216512
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1252379047335608320,Wendy's,https://x.com/Wendys/status/1252379047335608320,1252379047335608320,eff3e74e13700ed4deeb,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1252379047335608320
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1252980092113993730,Wendy's,https://x.com/Wendys/status/1252980092113993730,1252980092113993730,7d502a382b096094facd,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1252980092113993730
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1253342185157607433,Wendy's,https://x.com/Wendys/status/1253342185157607433,1253342185157607433,381e5ad83788a244ba90,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1253342185157607433
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1254067898349428737,Wendy's,https://x.com/Wendys/status/1254067898349428737,1254067898349428737,f91695cf16462dd5d595,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1254067898349428737
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1254757690321932288,Wendy's,https://x.com/Wendys/status/1254757690321932288,1254757690321932288,da3b27e46349391af53d,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1254757690321932288
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1255888429910577153,Wendy's,https://x.com/Wendys/status/1255888429910577153,1255888429910577153,0207301dcb3557b4d35b,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1255888429910577153
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1255937272907776001,Wendy's,https://x.com/Wendys/status/1255937272907776001,1255937272907776001,2c7a0f791347c2eff6ff,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1255937272907776001
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1256297367860625414,Wendy's,https://x.com/Wendys/status/1256297367860625414,1256297367860625414,29c83de33117bddfddc2,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1256297367860625414
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1256977275754610688,Wendy's,https://x.com/Wendys/status/1256977275754610688,1256977275754610688,126e9994aebd5fbb47b5,0,none,0,false,duplicate_with_wendys_candidate,false,status_id:1256977275754610688
data/derived/humor/human_labels/wendys_human_label_raw_linked.csv,benchmark:wendys:1257082671118913537,Wendy's,https://x.com/Wendys/status/1257082671118913537,1257082671118913537,3ae76dacf61fb6180fd7,1,affiliative,2,false,duplicate_with_wendys_candidate,false,status_id:1257082671118913537
