tweet_id,company_name,source_x_handle,period,year,month,log_total_engagement,humor_type,aggressive_humor,affiliative_humor,self_enhancing_humor,self_defeating_humor,non_humorous,text_length,hashtag_count,mention_count,h2_sample_inclusion_flag
1981407777219293555,Amazon,@amazon,2025-10,2025,10,4.584967,non_humorous,0,0,0,0,1,23,0,0,1
1983930014694289478,Amazon,@amazon,2025-10,2025,10,6.232448,non_humorous,0,0,0,0,1,290,0,0,1
1983932066803699722,Amazon,@amazon,2025-10,2025,10,4.584967,non_humorous,0,0,0,0,1,23,0,0,1
1963575042052137059,Amazon,@amazon,2025-09,2025,09,5.921578,non_humorous,0,0,0,0,1,331,0,1,1
1963601783453782134,Amazon,@amazon,2025-09,2025,09,4.356709,non_humorous,0,0,0,0,1,47,0,2,1
1831690863266742335,Amazon,@amazon,2024-09,2024,09,5.521461,non_humorous,0,0,0,0,1,349,1,1,1
1831690865393254906,Amazon,@amazon,2024-09,2024,09,4.094345,non_humorous,0,0,0,0,1,23,0,0,1
1702276083716915643,Amazon,@amazon,2023-09,2023,09,4.204693,non_humorous,0,0,0,0,1,23,0,0,1
1707490583948792122,Amazon,@amazon,2023-09,2023,09,4.727388,non_humorous,0,0,0,0,1,23,0,0,1
2041503453629800467,Amazon,@amazon,2026-04,2026,04,5.308268,non_humorous,0,0,0,0,1,412,0,1,1
2041560342908825742,Amazon,@amazon,2026-04,2026,04,5.164786,non_humorous,0,0,0,0,1,565,0,2,1
2044023890192576541,Amazon,@amazon,2026-04,2026,04,7.393263,non_humorous,0,0,0,0,1,316,0,1,1
2044026981361013124,Amazon,@amazon,2026-04,2026,04,5.648974,non_humorous,0,0,0,0,1,23,0,0,1
2044070133900161357,Amazon,@amazon,2026-04,2026,04,5.468060,non_humorous,0,0,0,0,1,140,0,2,1
2044084686062805109,Amazon,@amazon,2026-04,2026,04,4.644391,non_humorous,0,0,0,0,1,23,0,0,1
2046667922047983640,Amazon,@amazon,2026-04,2026,04,4.343805,non_humorous,0,0,0,0,1,23,0,0,1
2048955705667764239,Amazon,@amazon,2026-04,2026,04,6.063785,non_humorous,0,0,0,0,1,399,0,0,1
2049159665859104786,Amazon,@amazon,2026-04,2026,04,3.526361,non_humorous,0,0,0,0,1,23,0,0,1
2049159968126087462,Amazon,@amazon,2026-04,2026,04,4.382027,non_humorous,0,0,0,0,1,107,1,1,1
