company_name,period,post_count,humor_post_count,aggressive_humor_post_count,aggressive_humor_usage_intensity,aggressive_humor_usage_intensity_sq,mean_log_total_engagement,mean_total_engagement,median_total_engagement,mean_text_length,mean_hashtag_count,mean_mention_count,h3_sample_inclusion_flag
Kroger,2022-11,3,2,0,0.0,0.0,2.677561,14.333333,13.0,134.6667,0.0,0.3333,1
Kroger,2023-11,1,0,0,0.0,0.0,3.258097,25.0,25.0,54.0,0.0,0.0,1
Kroger,2024-06,2,0,0,0.0,0.0,3.236946,24.5,24.5,249.0,0.0,0.5,1
Kroger,2024-05,2,0,0,0.0,0.0,3.178054,25.0,25.0,153.0,0.0,0.0,1
Kroger,2024-09,1,1,0,0.0,0.0,3.713572,40.0,40.0,213.0,0.0,0.0,1
Kroger,2024-04,1,1,0,0.0,0.0,2.564949,12.0,12.0,148.0,0.0,0.0,1
Kroger,2017-10,1,1,0,0.0,0.0,7.422971,1673.0,1673.0,67.0,0.0,0.0,1
Kroger,2021-04,1,0,0,0.0,0.0,4.317488,74.0,74.0,305.0,0.0,1.0,1
Verizon Communications,2026-01,11,0,0,0.0,0.0,6.961529,5389.363636,1394.0,219.8182,0.0,0.4545,1
Verizon Communications,2026-04,2,1,0,0.0,0.0,6.786823,3357.5,3357.5,121.0,0.5,0.0,1
Verizon Communications,2025-02,2,2,0,0.0,0.0,6.399097,691.5,691.5,160.0,1.5,0.5,1
Verizon Communications,2025-10,2,0,0,0.0,0.0,5.287502,486.0,486.0,220.5,0.0,1.5,1
Verizon Communications,2024-11,1,0,0,0.0,0.0,3.091042,21.0,21.0,140.0,0.0,1.0,1
Verizon Communications,2025-07,2,0,0,0.0,0.0,5.319128,441.0,441.0,186.5,0.0,0.5,1
Verizon Communications,2024-10,4,1,0,0.0,0.0,4.21251,89.25,88.5,184.25,0.75,0.25,1
Phillips 66,2022-04,16,3,0,0.0,0.0,2.012368,14.9375,5.0,226.1875,0.3125,0.125,1
Phillips 66,2021-04,39,6,0,0.0,0.0,1.761995,6.153846,5.0,212.5641,0.3077,0.7692,1
Phillips 66,2022-08,9,2,0,0.0,0.0,2.183515,8.222222,7.0,252.6667,0.1111,0.0,1
Phillips 66,2021-08,5,0,0,0.0,0.0,1.986415,6.6,6.0,221.4,0.2,0.0,1
Phillips 66,2020-08,10,0,0,0.0,0.0,2.119677,15.7,5.5,219.6,0.1,1.2,1
Phillips 66,2021-12,6,2,0,0.0,0.0,2.328919,10.5,10.0,213.0,0.3333,0.5,1
Phillips 66,2020-12,20,1,0,0.0,0.0,1.70694,5.35,5.0,215.3,0.2,0.3,1
Phillips 66,2022-02,8,1,0,0.0,0.0,2.241787,18.625,8.0,211.75,0.125,0.125,1
Phillips 66,2022-01,8,0,0,0.0,0.0,2.230858,9.625,8.5,228.625,0.5,0.5,1
Phillips 66,2021-01,33,2,0,0.0,0.0,1.954754,11.272727,6.0,202.7576,0.4242,0.9091,1
Phillips 66,2022-07,12,0,0,0.0,0.0,2.017295,7.0,6.5,227.0,0.1667,0.0833,1
Phillips 66,2020-07,18,3,0,0.0,0.0,2.127658,32.333333,8.5,199.0,0.3889,0.2778,1
Phillips 66,2021-07,7,1,0,0.0,0.0,2.252405,10.285714,7.0,231.5714,0.7143,0.8571,1
Phillips 66,2022-06,13,1,0,0.0,0.0,2.002963,7.384615,6.0,235.3077,0.3077,0.5385,1
Phillips 66,2021-06,13,1,0,0.0,0.0,1.569441,4.923077,4.0,235.5385,0.1538,0.3846,1
Phillips 66,2020-06,8,0,0,0.0,0.0,1.87136,6.375,6.5,234.25,0.125,0.75,1
Phillips 66,2021-03,24,1,0,0.0,0.0,2.283243,22.125,8.0,242.7083,0.3333,1.2083,1
Phillips 66,2020-05,8,1,0,0.0,0.0,2.176041,9.0,8.0,206.5,0.375,0.875,1
Phillips 66,2021-05,16,1,0,0.0,0.0,1.712543,5.5,4.5,216.9375,0.8125,0.8125,1
Phillips 66,2021-11,10,1,0,0.0,0.0,1.616748,5.1,3.5,243.6,1.1,0.7,1
Phillips 66,2020-11,26,3,0,0.0,0.0,1.858797,6.961538,5.0,216.6923,0.8462,1.1154,1
Phillips 66,2021-10,13,4,0,0.0,0.0,1.715011,5.615385,5.0,202.3077,0.3077,0.3846,1
Phillips 66,2022-10,8,1,0,0.0,0.0,2.713319,17.0,13.5,239.25,0.25,0.25,1
Phillips 66,2020-10,47,4,0,0.0,0.0,2.095077,22.234043,6.0,209.9574,0.4681,0.8723,1
Phillips 66,2021-09,15,0,0,0.0,0.0,1.761184,6.266667,5.0,218.4,0.1333,0.2,1
Phillips 66,2020-04,1,1,0,0.0,0.0,2.197225,8.0,8.0,245.0,0.0,2.0,1
Phillips 66,2021-02,12,0,0,0.0,0.0,2.264145,14.666667,7.0,219.8333,0.5,1.0,1
Phillips 66,2022-03,11,1,0,0.0,0.0,1.539727,5.545455,4.0,235.8182,0.0,0.0,1
Phillips 66,2022-05,9,1,0,0.0,0.0,2.295627,10.777778,9.0,246.5556,0.3333,0.2222,1
Phillips 66,2022-11,3,0,0,0.0,0.0,3.654684,44.666667,37.0,216.6667,0.3333,0.3333,1
Phillips 66,2022-09,5,0,0,0.0,0.0,2.215441,9.4,7.0,232.6,0.0,0.2,1
Phillips 66,2025-04,2,2,0,0.0,0.0,1.732868,8.0,8.0,174.0,0.5,1.5,1
Phillips 66,2020-09,9,2,0,0.0,0.0,1.979479,9.222222,5.0,216.4444,1.1111,1.0,1
Marathon Petroleum,2025-04,18,5,0,0.0,0.0,1.781396,5.5,5.0,281.0,2.0,0.2222,1
Marathon Petroleum,2025-08,11,0,0,0.0,0.0,1.869768,6.090909,6.0,247.0,1.7273,0.0,1
Marathon Petroleum,2026-02,10,0,0,0.0,0.0,1.907765,6.1,6.0,271.2,2.2,0.0,1
Marathon Petroleum,2026-01,11,2,0,0.0,0.0,2.13819,8.181818,7.0,211.5455,0.9091,0.7273,1
Marathon Petroleum,2025-07,12,2,0,0.0,0.0,2.040906,8.833333,8.0,268.4167,2.0,0.1667,1
Marathon Petroleum,2026-06,9,0,0,0.0,0.0,1.519699,4.111111,3.0,243.7778,0.6667,0.1111,1
Marathon Petroleum,2025-06,14,3,0,0.0,0.0,1.925442,6.214286,6.5,284.7143,2.2143,0.4286,1
Marathon Petroleum,2026-03,11,3,0,0.0,0.0,1.725056,5.0,5.0,243.1818,0.7273,0.0909,1
Marathon Petroleum,2025-03,13,4,0,0.0,0.0,1.859121,6.230769,7.0,280.3077,1.1538,0.3077,1
Marathon Petroleum,2026-05,12,1,0,0.0,0.0,1.403111,4.0,4.5,161.75,0.75,0.0833,1
Marathon Petroleum,2025-05,16,1,0,0.0,0.0,2.044327,7.5,8.0,309.3125,1.625,0.1875,1
Marathon Petroleum,2025-11,21,3,0,0.0,0.0,2.086067,18.666667,6.0,346.0952,2.1905,0.0476,1
Marathon Petroleum,2025-10,22,1,0,0.0,0.0,1.814787,5.590909,5.0,243.6364,1.5455,0.3636,1
Marathon Petroleum,2025-09,13,3,0,0.0,0.0,1.861918,5.769231,6.0,254.2308,1.7692,0.3077,1
Marathon Petroleum,2026-04,7,3,0,0.0,0.0,1.629016,4.571429,4.0,277.0,1.5714,0.2857,1
Marathon Petroleum,2025-12,7,0,0,0.0,0.0,1.61139,4.571429,4.0,386.7143,2.2857,0.1429,1
Marathon Petroleum,2025-02,8,1,0,0.0,0.0,2.133259,7.625,7.0,290.5,2.125,0.25,1
StoneX Group,2026-04,46,1,0,0.0,0.0,0.710458,1.5,1.0,260.5217,0.7391,0.3478,1
StoneX Group,2025-08,47,2,0,0.0,0.0,0.821914,2.106383,1.0,260.8511,1.7447,0.2553,1
StoneX Group,2025-12,46,2,0,0.0,0.0,0.561519,1.0,1.0,226.7609,0.9348,0.2174,1
StoneX Group,2026-02,32,2,0,0.0,0.0,1.113632,2.53125,2.0,342.7812,1.1875,0.1875,1
StoneX Group,2026-01,62,2,0,0.0,0.0,0.587725,1.225806,1.0,273.2258,1.3065,0.2258,1
StoneX Group,2026-06,14,1,0,0.0,0.0,0.70156,1.714286,1.0,245.3571,0.7143,0.2143,1
StoneX Group,2026-03,37,1,0,0.0,0.0,0.859701,1.945946,1.0,292.6486,0.9459,0.2973,1
StoneX Group,2026-05,37,1,0,0.0,0.0,0.722534,1.486486,1.0,312.027,0.7568,0.2973,1
StoneX Group,2025-11,53,0,0,0.0,0.0,0.618909,1.169811,1.0,301.6792,1.7736,0.1698,1
StoneX Group,2025-10,73,2,0,0.0,0.0,0.691005,1.410959,1.0,250.8904,1.1507,0.1507,1
StoneX Group,2025-09,61,3,0,0.0,0.0,1.003387,2.196721,2.0,247.5738,1.6721,0.2131,1
StoneX Group,2025-05,1,0,0,0.0,0.0,5.198497,180.0,180.0,257.0,3.0,0.0,1
State Farm Insurance,2025-04,4,3,0,0.0,0.0,4.814929,530.75,61.0,148.0,0.5,1.0,1
State Farm Insurance,2025-08,2,1,0,0.0,0.0,4.345741,108.0,108.0,177.5,0.0,1.0,1
State Farm Insurance,2026-02,18,16,0,0.0,0.0,4.73163,859.555556,48.5,94.4444,0.2222,0.3333,1
State Farm Insurance,2025-07,8,6,0,0.0,0.0,4.671527,327.75,67.0,145.875,0.75,0.25,1
State Farm Insurance,2026-06,2,2,0,0.0,0.0,4.698659,284.0,284.0,61.0,0.0,0.0,1
State Farm Insurance,2026-03,9,8,0,0.0,0.0,3.751867,243.333333,19.0,89.6667,0.0,0.4444,1
State Farm Insurance,2026-05,7,5,0,0.0,0.0,2.454479,12.428571,13.0,119.2857,0.0,0.1429,1
State Farm Insurance,2025-09,6,6,0,0.0,0.0,4.530738,520.666667,53.0,136.0,0.0,1.1667,1
State Farm Insurance,2026-04,5,5,0,0.0,0.0,2.513609,11.8,11.0,85.6,0.0,0.4,1
State Farm Insurance,2025-06,3,1,0,0.0,0.0,3.126188,31.666667,33.0,211.3333,0.3333,0.6667,1
State Farm Insurance,2025-10,7,7,0,0.0,0.0,4.376651,101.857143,77.0,138.5714,0.0,1.0,1
State Farm Insurance,2026-01,1,1,0,0.0,0.0,3.367296,28.0,28.0,57.0,0.0,0.0,1
State Farm Insurance,2025-11,2,1,0,0.0,0.0,4.523146,95.0,95.0,161.5,0.0,1.0,1
State Farm Insurance,2025-03,4,4,0,0.0,0.0,4.251319,105.25,47.5,150.75,0.25,0.75,1
State Farm Insurance,2025-12,3,3,0,0.0,0.0,4.509937,108.0,63.0,82.0,0.0,0.3333,1
Freddie Mac,2026-04,15,0,0,0.0,0.0,1.814586,12.2,5.0,188.9333,0.0,0.0,1
Freddie Mac,2025-08,22,0,0,0.0,0.0,2.058371,9.5,6.0,239.3636,0.0,0.0455,1
Freddie Mac,2025-12,14,0,0,0.0,0.0,2.709635,15.357143,14.5,202.6429,0.0,0.0,1
Freddie Mac,2026-02,17,0,0,0.0,0.0,2.825114,39.235294,11.0,212.4118,0.0,0.0,1
Freddie Mac,2026-01,12,0,0,0.0,0.0,1.927254,7.25,6.5,195.25,0.0,0.0,1
Freddie Mac,2025-07,18,0,0,0.0,0.0,2.324038,18.111111,8.0,218.5,0.0556,0.1667,1
Freddie Mac,2026-06,7,0,0,0.0,0.0,1.772683,11.285714,5.0,203.7143,0.1429,0.0,1
Freddie Mac,2026-03,15,0,0,0.0,0.0,2.308752,10.0,9.0,211.7333,0.0,0.0667,1
Freddie Mac,2026-05,18,0,0,0.0,0.0,1.608726,4.944444,5.0,197.0,0.0,0.0556,1
Freddie Mac,2025-10,21,0,0,0.0,0.0,2.3821,30.47619,9.0,221.7619,0.0,0.0952,1
Freddie Mac,2025-09,23,0,0,0.0,0.0,1.893121,7.043478,5.0,239.7391,0.0,0.0,1
Freddie Mac,2025-11,17,0,0,0.0,0.0,2.133847,11.647059,6.0,215.8824,0.0,0.0,1
Humana,2023-04,30,2,0,0.0,0.0,1.289396,3.4,2.0,216.6667,0.4667,0.1667,1
Humana,2023-08,37,5,0,0.0,0.0,1.02647,2.27027,2.0,215.6757,0.5676,0.0541,1
Humana,2023-12,24,1,0,0.0,0.0,1.43232,3.75,3.0,217.4167,0.125,0.0417,1
Humana,2022-12,37,5,0,0.0,0.0,1.446725,4.459459,3.0,212.5135,0.1892,0.1892,1
Humana,2023-02,28,3,0,0.0,0.0,1.393346,3.857143,3.0,217.9286,0.5,0.25,1
Humana,2023-06,31,3,0,0.0,0.0,1.25759,2.935484,3.0,205.3871,0.3226,0.1935,1
Humana,2023-03,30,0,0,0.0,0.0,1.335534,4.866667,3.0,195.2,0.3,0.0667,1
Humana,2024-03,5,0,0,0.0,0.0,3.124566,22.2,22.0,212.4,0.0,0.0,1
Humana,2023-05,25,1,0,0.0,0.0,1.041491,2.32,2.0,213.84,0.4,0.08,1
Humana,2023-11,41,1,0,0.0,0.0,1.03174,2.341463,2.0,216.8537,0.4634,0.0732,1
Humana,2022-11,49,5,0,0.0,0.0,1.12885,2.693878,2.0,222.0612,0.2041,0.2449,1
Humana,2023-10,39,2,0,0.0,0.0,1.539318,4.410256,4.0,216.5641,0.2564,0.0769,1
Humana,2022-10,83,8,0,0.0,0.0,1.234353,3.060241,2.0,212.1928,0.1807,0.1566,1
Humana,2023-09,33,7,0,0.0,0.0,1.349025,3.151515,3.0,204.2121,0.4242,0.1212,1
Humana,2023-01,15,1,0,0.0,0.0,1.865562,8.8,4.0,206.4667,0.3333,0.1333,1
Humana,2023-07,25,3,0,0.0,0.0,1.425449,3.72,3.0,210.16,0.64,0.04,1
Humana,2024-05,2,0,0,0.0,0.0,3.601703,37.0,37.0,253.0,0.0,0.0,1
Humana,2024-02,7,0,0,0.0,0.0,2.15958,8.857143,6.0,269.2857,0.4286,0.0,1
Humana,2024-01,13,1,0,0.0,0.0,1.945383,7.307692,5.0,180.1538,0.0,0.0,1
Humana,2024-07,6,0,0,0.0,0.0,4.701222,161.166667,96.5,259.1667,0.5,1.8333,1
AT&T,2026-04,38,28,0,0.0,0.0,4.54252,921.710526,41.5,158.8947,0.6579,1.1842,1
AT&T,2024-04,16,10,0,0.0,0.0,4.840067,478.375,74.5,129.0,1.5625,0.9375,1
AT&T,2025-04,6,5,0,0.0,0.0,3.966834,126.833333,47.5,94.8333,0.1667,0.6667,1
AT&T,2023-08,12,7,0,0.0,0.0,4.478979,117.5,103.5,126.6667,0.0,0.3333,1
AT&T,2025-12,11,10,0,0.0,0.0,5.571114,561.909091,404.0,106.9091,0.2727,0.2727,1
AT&T,2024-12,16,15,0,0.0,0.0,4.034087,58.1875,50.0,126.4375,1.125,0.0,1
AT&T,2026-02,24,17,0,0.0,0.0,4.286772,5588.041667,36.0,156.9583,0.7917,0.5,1
AT&T,2025-02,8,7,0,0.0,0.0,4.50972,196.375,73.5,127.625,0.875,0.5,1
AT&T,2024-02,16,4,0,0.0,0.0,5.426012,497.5,161.0,138.5625,2.0,1.3125,1
AT&T,2024-01,16,13,0,0.0,0.0,3.635617,49.5,48.0,114.0,1.75,1.6875,1
AT&T,2025-01,19,14,0,0.0,0.0,3.95531,120.105263,40.0,126.3684,0.7368,1.3158,1
AT&T,2026-01,12,9,0,0.0,0.0,4.668418,971.583333,45.5,183.0,0.5,0.5,1
AT&T,2024-07,12,10,0,0.0,0.0,4.297432,82.916667,73.5,204.25,1.4167,1.3333,1
AT&T,2023-07,5,4,0,0.0,0.0,4.271301,82.6,80.0,108.2,0.0,0.2,1
AT&T,2025-07,20,8,0,0.0,0.0,4.500504,324.05,44.0,187.3,0.5,0.75,1
AT&T,2026-06,4,3,0,0.0,0.0,3.889807,167.25,51.0,143.0,0.0,0.75,1
AT&T,2024-06,6,0,0,0.0,0.0,3.611107,43.5,37.0,242.5,2.1667,1.1667,1
AT&T,2025-06,8,5,0,0.0,0.0,4.010283,162.625,33.0,154.125,1.0,0.75,1
AT&T,2026-03,17,13,0,0.0,0.0,3.716027,421.941176,24.0,153.2941,0.0588,0.1765,1
AT&T,2024-03,4,2,0,0.0,0.0,5.263513,278.25,126.0,168.0,0.75,0.75,1
AT&T,2026-05,24,19,0,0.0,0.0,4.169201,914.5,25.0,124.75,0.75,1.2917,1
AT&T,2025-05,26,24,0,0.0,0.0,4.20047,239.576923,37.5,113.1154,0.8077,0.6923,1
AT&T,2025-11,10,8,0,0.0,0.0,5.322606,3500.8,80.5,132.2,0.2,0.3,1
AT&T,2023-11,10,6,0,0.0,0.0,5.459594,1603.9,111.0,115.7,0.5,0.4,1
AT&T,2024-11,14,13,0,0.0,0.0,3.96841,58.642857,50.5,151.7143,1.5714,0.7143,1
AT&T,2024-10,6,4,0,0.0,0.0,5.355122,347.833333,135.5,104.6667,1.1667,0.8333,1
AT&T,2024-09,11,5,0,0.0,0.0,5.147273,498.0,70.0,182.4545,1.8182,1.0,1
AT&T,2023-09,9,5,0,0.0,0.0,5.067286,311.888889,111.0,148.0,0.6667,0.6667,1
AT&T,2025-08,16,15,1,0.0625,0.00390625,4.442841,188.375,62.0,123.0625,0.5,0.6875,1
AT&T,2023-12,4,4,0,0.0,0.0,5.018557,181.0,124.5,129.5,0.5,0.5,1
AT&T,2025-03,7,4,0,0.0,0.0,3.954584,60.0,43.0,192.4286,0.4286,1.2857,1
AT&T,2023-10,6,3,0,0.0,0.0,5.668564,693.666667,238.0,137.1667,0.6667,0.8333,1
AT&T,2025-09,24,22,0,0.0,0.0,3.799528,100.166667,35.5,104.875,1.0833,0.9583,1
AT&T,2024-08,2,1,0,0.0,0.0,4.528595,97.5,97.5,299.5,2.5,0.5,1
AT&T,2025-10,7,4,0,0.0,0.0,4.76753,365.285714,79.0,158.1429,0.2857,0.2857,1
AT&T,2024-05,2,2,0,0.0,0.0,4.328564,75.0,75.0,279.0,1.5,1.0,1
Goldman Sachs Group,2025-04,15,0,0,0.0,0.0,4.242429,81.333333,75.0,228.0667,0.0,0.2,1
Goldman Sachs Group,2024-04,21,2,0,0.0,0.0,3.818993,54.142857,48.0,210.1429,0.1429,0.1429,1
Goldman Sachs Group,2026-04,29,0,0,0.0,0.0,3.885165,107.103448,53.0,246.2414,0.0,0.2069,1
Goldman Sachs Group,2025-08,14,0,0,0.0,0.0,4.777335,170.0,132.5,242.7143,0.0,0.6429,1
Goldman Sachs Group,2024-08,12,0,0,0.0,0.0,3.796044,49.25,40.5,212.3333,0.3333,0.0833,1
Goldman Sachs Group,2025-12,21,1,0,0.0,0.0,4.217648,175.0,62.0,230.0476,0.0,0.6667,1
Goldman Sachs Group,2023-12,19,1,0,0.0,0.0,3.601459,40.052632,40.0,205.6842,0.2105,0.3684,1
Goldman Sachs Group,2025-02,21,1,0,0.0,0.0,3.719551,51.333333,44.0,232.4762,0.0,0.1429,1
Goldman Sachs Group,2024-02,28,0,0,0.0,0.0,3.586022,46.392857,37.0,188.3571,0.1786,0.4286,1
Goldman Sachs Group,2024-01,36,0,0,0.0,0.0,3.470156,35.638889,35.5,188.1389,0.1111,0.3611,1
Goldman Sachs Group,2026-01,23,0,0,0.0,0.0,4.731029,219.086957,90.0,255.3478,0.0,0.087,1
Goldman Sachs Group,2025-01,10,0,0,0.0,0.0,4.0844,64.2,50.5,206.8,0.0,0.1,1
Goldman Sachs Group,2025-07,21,0,0,0.0,0.0,4.335327,95.666667,81.0,196.9524,0.0,0.2381,1
Goldman Sachs Group,2024-07,20,0,0,0.0,0.0,3.679746,45.0,47.5,217.25,0.15,0.05,1
Goldman Sachs Group,2026-06,11,0,0,0.0,0.0,4.064356,62.636364,60.0,268.5455,0.0,0.0909,1
Goldman Sachs Group,2025-06,20,0,0,0.0,0.0,4.298971,79.25,76.5,264.25,0.0,0.2,1
Goldman Sachs Group,2024-06,26,1,0,0.0,0.0,3.782774,53.461538,42.5,217.4615,0.3846,0.1538,1
Goldman Sachs Group,2024-03,27,1,1,0.037037037037,0.001371742112,3.512373,39.851852,38.0,191.8148,0.1852,0.2593,1
Goldman Sachs Group,2025-03,17,0,0,0.0,0.0,4.341949,84.352941,74.0,245.1765,0.0,0.1765,1
Goldman Sachs Group,2026-05,23,2,0,0.0,0.0,4.013681,69.869565,59.0,271.6522,0.0,0.3913,1
Goldman Sachs Group,2025-05,20,0,0,0.0,0.0,3.787034,51.1,53.0,220.2,0.0,0.3,1
Goldman Sachs Group,2024-05,37,0,0,0.0,0.0,3.693941,48.648649,44.0,205.5676,0.2162,0.5405,1
Goldman Sachs Group,2024-11,19,0,0,0.0,0.0,4.051211,70.947368,71.0,237.5263,0.1579,0.8421,1
Goldman Sachs Group,2023-11,29,0,0,0.0,0.0,3.561351,43.344828,37.0,189.4828,0.3103,0.2414,1
Goldman Sachs Group,2025-11,22,0,0,0.0,0.0,4.185026,89.045455,75.0,221.7727,0.0455,0.3182,1
Goldman Sachs Group,2025-10,31,0,0,0.0,0.0,4.331087,102.935484,105.0,212.9355,0.0,0.3871,1
Goldman Sachs Group,2024-10,21,2,0,0.0,0.0,3.563629,42.428571,35.0,205.2381,0.3333,0.381,1
Goldman Sachs Group,2023-10,32,0,0,0.0,0.0,3.317456,39.46875,27.0,163.75,0.125,0.4062,1
Goldman Sachs Group,2025-09,20,0,0,0.0,0.0,4.670014,119.9,129.5,255.5,0.0,0.5,1
Goldman Sachs Group,2024-09,22,2,0,0.0,0.0,3.635486,55.0,38.5,202.5,0.1818,0.7273,1
Goldman Sachs Group,2023-09,24,0,0,0.0,0.0,3.734961,50.708333,37.5,195.5,0.2083,0.375,1
Goldman Sachs Group,2024-12,4,0,0,0.0,0.0,3.510338,39.75,40.0,145.5,0.0,1.0,1
Goldman Sachs Group,2026-02,4,0,0,0.0,0.0,4.677855,119.0,100.5,285.25,0.0,0.0,1
Goldman Sachs Group,2026-03,22,0,0,0.0,0.0,4.421079,127.090909,87.0,240.8182,0.0,0.0909,1
Goldman Sachs Group,2023-08,5,0,0,0.0,0.0,3.059586,26.0,18.0,184.8,0.0,2.6,1
Comcast,2026-04,23,6,0,0.0,0.0,3.919665,1268.869565,28.0,219.5217,0.2174,0.6087,1
Comcast,2024-04,21,5,0,0.0,0.0,3.419854,153.428571,18.0,201.8571,1.1429,0.9524,1
Comcast,2025-04,20,6,0,0.0,0.0,3.827541,215.1,25.0,222.15,0.05,0.35,1
Comcast,2025-08,16,6,0,0.0,0.0,4.730337,2322.5625,34.0,203.8125,0.0,0.5625,1
Comcast,2024-08,24,11,0,0.0,0.0,4.136769,2501.916667,21.0,216.4583,1.0833,0.75,1
Comcast,2025-12,17,9,0,0.0,0.0,4.362187,407.529412,44.0,229.5294,0.3529,0.5294,1
Comcast,2024-12,9,1,0,0.0,0.0,2.740255,15.777778,18.0,265.3333,0.2222,0.7778,1
Comcast,2024-02,29,6,0,0.0,0.0,3.001594,158.827586,11.0,234.5862,0.6552,0.5517,1
Comcast,2026-02,11,6,0,0.0,0.0,3.36563,186.545455,33.0,185.7273,0.2727,1.1818,1
Comcast,2025-02,36,10,0,0.0,0.0,3.525649,266.0,20.5,225.4722,0.2778,0.4167,1
Comcast,2026-01,20,16,0,0.0,0.0,4.885749,3025.8,126.0,155.5,0.3,0.45,1
Comcast,2024-07,37,22,0,0.0,0.0,5.163018,1819.540541,172.0,157.7297,1.0,0.9459,1
Comcast,2025-06,20,7,0,0.0,0.0,3.97688,10461.9,14.5,211.25,0.4,0.6,1
Comcast,2024-06,16,5,0,0.0,0.0,4.132278,487.1875,24.5,205.25,0.4375,0.5625,1
Comcast,2026-06,8,6,0,0.0,0.0,2.944087,90.625,21.5,179.75,0.25,0.625,1
Comcast,2024-03,19,2,0,0.0,0.0,3.519186,569.157895,20.0,243.0,0.4737,0.7895,1
Comcast,2026-03,33,8,0,0.0,0.0,4.096138,1226.666667,30.0,247.4545,0.1515,1.1515,1
Comcast,2025-03,25,4,0,0.0,0.0,3.651862,392.72,23.0,239.84,0.12,0.4,1
Comcast,2025-05,28,12,0,0.0,0.0,4.91445,3738.107143,23.5,220.3214,0.1071,0.5,1
Comcast,2024-05,27,5,0,0.0,0.0,3.056024,373.444444,11.0,247.0,0.6296,0.4444,1
Comcast,2026-05,15,10,0,0.0,0.0,3.554927,183.066667,18.0,192.5333,0.3333,0.6,1
Comcast,2024-11,14,3,0,0.0,0.0,3.39423,69.928571,18.5,238.7143,1.0,0.5714,1
Comcast,2025-11,30,12,0,0.0,0.0,4.583247,4764.6,31.5,212.2667,0.2333,0.4333,1
Comcast,2025-10,34,14,0,0.0,0.0,4.72378,2828.470588,20.5,172.9118,0.2647,0.2353,1
Comcast,2024-10,18,5,0,0.0,0.0,3.094837,217.944444,18.0,245.1111,0.6667,0.6667,1
Comcast,2024-09,26,2,0,0.0,0.0,2.553047,72.615385,8.0,237.1154,0.5385,0.8846,1
Comcast,2025-01,17,2,0,0.0,0.0,3.239745,150.470588,19.0,229.8235,0.2353,0.9412,1
Comcast,2025-07,18,7,0,0.0,0.0,3.890529,316.944444,23.0,188.6111,0.2222,0.5556,1
Comcast,2025-09,13,10,0,0.0,0.0,5.246802,13840.538462,43.0,130.6154,0.4615,0.3846,1
Comcast,2024-01,3,1,0,0.0,0.0,4.210773,688.0,14.0,238.0,0.3333,1.0,1
Wells Fargo,2025-08,1,0,0,0.0,0.0,4.26268,70.0,70.0,201.0,1.0,0.0,1
Wells Fargo,2023-08,5,1,0,0.0,0.0,3.725005,64.2,39.0,195.4,0.0,0.4,1
Wells Fargo,2024-12,8,4,0,0.0,0.0,3.613466,38.25,36.5,222.375,0.5,0.5,1
Wells Fargo,2023-12,6,2,0,0.0,0.0,3.889742,52.166667,42.0,197.0,1.0,0.5,1
Wells Fargo,2024-02,2,2,0,0.0,0.0,3.852631,47.5,47.5,143.0,0.5,0.0,1
Wells Fargo,2025-02,3,0,0,0.0,0.0,4.359874,84.666667,58.0,213.6667,0.3333,0.0,1
Wells Fargo,2024-01,1,1,0,0.0,0.0,3.871201,47.0,47.0,132.0,0.0,0.0,1
Wells Fargo,2025-07,4,3,0,0.0,0.0,4.490296,92.25,85.0,264.0,0.0,1.25,1
Wells Fargo,2025-06,9,6,0,0.0,0.0,3.801174,53.666667,49.0,194.7778,0.0,0.0,1
Wells Fargo,2024-03,2,1,0,0.0,0.0,4.172491,64.0,64.0,204.0,0.5,2.0,1
Wells Fargo,2024-05,8,5,0,0.0,0.0,3.110849,22.5,21.5,209.0,0.625,0.75,1
Wells Fargo,2025-05,3,1,0,0.0,0.0,3.684,39.666667,34.0,220.6667,0.6667,0.0,1
Wells Fargo,2025-11,1,1,0,0.0,0.0,1.791759,5.0,5.0,144.0,0.0,3.0,1
Wells Fargo,2023-10,8,3,0,0.0,0.0,3.820574,61.125,50.0,223.125,0.375,0.625,1
Wells Fargo,2024-09,2,1,0,0.0,0.0,3.332204,52.0,52.0,138.0,0.0,1.5,1
Wells Fargo,2025-09,1,1,0,0.0,0.0,4.290459,72.0,72.0,213.0,0.0,0.0,1
Wells Fargo,2023-09,6,1,0,0.0,0.0,3.505385,34.666667,34.5,201.8333,0.1667,0.0,1
Wells Fargo,2026-04,1,0,0,0.0,0.0,4.584967,97.0,97.0,287.0,0.0,0.0,1
Wells Fargo,2024-04,5,3,0,0.0,0.0,2.869345,18.4,14.0,75.2,0.4,0.6,1
Wells Fargo,2025-01,2,0,0,0.0,0.0,4.03326,55.5,55.5,203.5,0.0,0.0,1
Wells Fargo,2023-07,6,6,0,0.0,0.0,3.935527,64.166667,47.0,156.5,0.3333,0.1667,1
Wells Fargo,2024-07,2,2,0,0.0,0.0,3.760117,42.0,42.0,119.0,0.0,0.0,1
Wells Fargo,2026-06,1,1,0,0.0,0.0,2.772589,15.0,15.0,292.0,0.0,0.0,1
Wells Fargo,2023-06,8,4,0,0.0,0.0,3.483451,36.0,32.5,160.625,0.125,0.25,1
Wells Fargo,2025-03,2,1,0,0.0,0.0,6.231229,2608.5,2608.5,110.0,1.0,1.5,1
