company_name,period,source_x_handle_count,source_x_handle_list,total_posts,humor_count,humor_share,log_humor_count,humor_presence_any,humor_share_ambiguity_as_zero,humor_share_ambiguity_excluded,humor_share_ambiguity_as_missing,ambiguity_rate,high_ambiguity_flag
Centene,2025-06,1,@centene,7,3,0.428571,1.386294,1,0.428571,1.0,,0.571429,1
Centene,2025-07,1,@centene,4,0,0.0,0.0,0,0.0,,,1.0,1
Centene,2025-08,1,@centene,8,0,0.0,0.0,0,0.0,0.0,,0.625,1
Centene,2025-09,1,@centene,5,1,0.2,0.693147,1,0.2,1.0,,0.8,1
Centene,2025-10,1,@centene,5,2,0.4,1.098612,1,0.4,0.5,0.4,0.2,0
Centene,2025-11,1,@centene,7,0,0.0,0.0,0,0.0,0.0,,0.571429,1
Centene,2025-12,1,@centene,5,1,0.2,0.693147,1,0.2,0.333333,0.2,0.4,0
Centene,2026-01,1,@centene,4,1,0.25,0.693147,1,0.25,0.333333,0.25,0.25,0
Centene,2026-02,1,@centene,6,1,0.166667,0.693147,1,0.166667,0.25,0.166667,0.333333,0
Centene,2026-03,1,@centene,7,2,0.285714,1.098612,1,0.285714,0.5,0.285714,0.428571,0
Centene,2026-04,1,@centene,8,3,0.375,1.386294,1,0.375,0.75,,0.5,1
Centene,2026-05,1,@centene,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Centene,2026-06,1,@centene,1,0,0.0,0.0,0,0.0,,,1.0,1
Charter Communications,2022-03,1,@CharterNewsroom,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2022-04,1,@CharterNewsroom,10,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0
Charter Communications,2022-05,1,@CharterNewsroom,9,0,0.0,0.0,0,0.0,0.0,0.0,0.111111,0
Charter Communications,2022-06,1,@CharterNewsroom,10,2,0.2,1.098612,1,0.2,0.222222,0.2,0.1,0
Charter Communications,2022-07,1,@CharterNewsroom,8,1,0.125,0.693147,1,0.125,0.142857,0.125,0.125,0
Charter Communications,2022-08,1,@CharterNewsroom,15,2,0.133333,1.098612,1,0.133333,0.153846,0.133333,0.133333,0
Charter Communications,2022-09,1,@CharterNewsroom,17,2,0.117647,1.098612,1,0.117647,0.142857,0.117647,0.176471,0
Charter Communications,2022-10,1,@CharterNewsroom,7,1,0.142857,0.693147,1,0.142857,0.166667,0.142857,0.142857,0
Charter Communications,2022-11,1,@CharterNewsroom,9,0,0.0,0.0,0,0.0,0.0,0.0,0.222222,0
Charter Communications,2022-12,1,@CharterNewsroom,8,2,0.25,1.098612,1,0.25,0.4,0.25,0.375,0
Charter Communications,2023-01,1,@CharterNewsroom,7,0,0.0,0.0,0,0.0,0.0,0.0,0.142857,0
Charter Communications,2023-02,1,@CharterNewsroom,6,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2023-03,1,@CharterNewsroom,13,1,0.076923,0.693147,1,0.076923,0.083333,0.076923,0.076923,0
Charter Communications,2023-04,1,@CharterNewsroom,7,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2023-05,1,@CharterNewsroom,11,1,0.090909,0.693147,1,0.090909,0.1,0.090909,0.090909,0
Charter Communications,2023-06,1,@CharterNewsroom,15,2,0.133333,1.098612,1,0.133333,0.153846,0.133333,0.133333,0
Charter Communications,2023-07,1,@CharterNewsroom,8,0,0.0,0.0,0,0.0,0.0,0.0,0.125,0
Charter Communications,2023-08,1,@CharterNewsroom,9,1,0.111111,0.693147,1,0.111111,0.111111,0.111111,0.0,0
Charter Communications,2023-09,1,@CharterNewsroom,18,3,0.166667,1.386294,1,0.166667,0.2,0.166667,0.166667,0
Charter Communications,2023-10,1,@CharterNewsroom,9,0,0.0,0.0,0,0.0,0.0,0.0,0.111111,0
Charter Communications,2023-11,1,@CharterNewsroom,3,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Charter Communications,2023-12,1,@CharterNewsroom,5,0,0.0,0.0,0,0.0,0.0,0.0,0.2,0
Charter Communications,2024-01,1,@CharterNewsroom,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2024-02,1,@CharterNewsroom,8,1,0.125,0.693147,1,0.125,0.125,0.125,0.0,0
Charter Communications,2024-03,1,@CharterNewsroom,7,0,0.0,0.0,0,0.0,0.0,,0.571429,1
Charter Communications,2024-04,1,@CharterNewsroom,4,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2024-05,1,@CharterNewsroom,6,0,0.0,0.0,0,0.0,0.0,0.0,0.333333,0
Charter Communications,2024-06,1,@CharterNewsroom,9,1,0.111111,0.693147,1,0.111111,0.142857,0.111111,0.222222,0
Charter Communications,2024-07,1,@CharterNewsroom,4,0,0.0,0.0,0,0.0,0.0,,0.5,1
Charter Communications,2024-08,1,@CharterNewsroom,7,0,0.0,0.0,0,0.0,0.0,0.0,0.285714,0
Charter Communications,2024-09,1,@CharterNewsroom,10,2,0.2,1.098612,1,0.2,0.25,0.2,0.2,0
Charter Communications,2024-10,1,@CharterNewsroom,11,0,0.0,0.0,0,0.0,0.0,0.0,0.272727,0
Charter Communications,2024-11,1,@CharterNewsroom,10,0,0.0,0.0,0,0.0,0.0,,0.5,1
Charter Communications,2024-12,1,@CharterNewsroom,8,0,0.0,0.0,0,0.0,0.0,,0.625,1
Charter Communications,2025-01,1,@CharterNewsroom,12,2,0.166667,1.098612,1,0.166667,0.5,,0.666667,1
Charter Communications,2025-02,1,@CharterNewsroom,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Charter Communications,2025-03,1,@CharterNewsroom,12,1,0.083333,0.693147,1,0.083333,0.090909,0.083333,0.083333,0
Charter Communications,2025-04,1,@CharterNewsroom,12,2,0.166667,1.098612,1,0.166667,0.285714,0.166667,0.416667,0
Charter Communications,2025-05,1,@CharterNewsroom,21,3,0.142857,1.386294,1,0.142857,0.25,0.142857,0.428571,0
Charter Communications,2025-06,1,@CharterNewsroom,19,1,0.052632,0.693147,1,0.052632,0.090909,0.052632,0.421053,0
Charter Communications,2025-07,1,@CharterNewsroom,22,2,0.090909,1.098612,1,0.090909,0.166667,0.090909,0.454545,0
Charter Communications,2025-08,1,@CharterNewsroom,17,3,0.176471,1.386294,1,0.176471,0.272727,0.176471,0.352941,0
Charter Communications,2025-09,1,@CharterNewsroom,10,0,0.0,0.0,0,0.0,0.0,0.0,0.3,0
Charter Communications,2025-10,1,@CharterNewsroom,22,3,0.136364,1.386294,1,0.136364,0.375,,0.636364,1
Charter Communications,2025-11,1,@CharterNewsroom,20,3,0.15,1.386294,1,0.15,0.333333,,0.55,1
Charter Communications,2025-12,1,@CharterNewsroom,26,6,0.230769,1.94591,1,0.230769,0.5,,0.538462,1
Charter Communications,2026-01,1,@CharterNewsroom,28,5,0.178571,1.791759,1,0.178571,0.3125,0.178571,0.428571,0
Charter Communications,2026-02,1,@CharterNewsroom,33,11,0.333333,2.484907,1,0.333333,0.5,0.333333,0.333333,0
Charter Communications,2026-03,1,@CharterNewsroom,25,10,0.4,2.397895,1,0.4,0.555556,0.4,0.28,0
Charter Communications,2026-04,1,@CharterNewsroom,24,4,0.166667,1.609438,1,0.166667,0.285714,0.166667,0.416667,0
Charter Communications,2026-05,1,@CharterNewsroom,29,6,0.206897,1.94591,1,0.206897,0.3,0.206897,0.310345,0
Charter Communications,2026-06,1,@CharterNewsroom,16,2,0.125,1.098612,1,0.125,0.285714,,0.5625,1
Chevron,2022-02,1,@chevron,8,3,0.375,1.386294,1,0.375,0.6,0.375,0.375,0
Chevron,2022-03,1,@chevron,28,7,0.25,2.079442,1,0.25,0.4375,0.25,0.428571,0
Chevron,2022-04,1,@chevron,26,3,0.115385,1.386294,1,0.115385,0.142857,0.115385,0.192308,0
Chevron,2022-05,1,@chevron,8,1,0.125,0.693147,1,0.125,0.2,0.125,0.375,0
Chevron,2022-06,1,@chevron,22,3,0.136364,1.386294,1,0.136364,0.272727,,0.5,1
Chevron,2022-07,1,@chevron,11,0,0.0,0.0,0,0.0,0.0,0.0,0.090909,0
Chevron,2022-08,1,@chevron,19,0,0.0,0.0,0,0.0,0.0,0.0,0.368421,0
Chevron,2022-09,1,@chevron,5,1,0.2,0.693147,1,0.2,0.5,,0.6,1
Chevron,2022-10,1,@chevron,24,4,0.166667,1.609438,1,0.166667,0.266667,0.166667,0.375,0
Chevron,2022-11,1,@chevron,20,3,0.15,1.386294,1,0.15,0.214286,0.15,0.3,0
Chevron,2022-12,1,@chevron,27,4,0.148148,1.609438,1,0.148148,0.266667,0.148148,0.444444,0
Chevron,2023-01,1,@chevron,31,1,0.032258,0.693147,1,0.032258,0.055556,0.032258,0.419355,0
Chevron,2023-02,1,@chevron,23,2,0.086957,1.098612,1,0.086957,0.125,0.086957,0.304348,0
Chevron,2023-03,1,@chevron,15,3,0.2,1.386294,1,0.2,0.428571,,0.533333,1
Chevron,2023-04,1,@chevron,37,2,0.054054,1.098612,1,0.054054,0.08,0.054054,0.324324,0
Chevron,2023-05,1,@chevron,30,1,0.033333,0.693147,1,0.033333,0.055556,0.033333,0.4,0
Chevron,2023-06,1,@chevron,20,2,0.1,1.098612,1,0.1,0.2,,0.5,1
Chevron,2023-07,1,@chevron,19,0,0.0,0.0,0,0.0,0.0,0.0,0.368421,0
Chevron,2023-08,1,@chevron,22,3,0.136364,1.386294,1,0.136364,0.230769,0.136364,0.409091,0
Chevron,2023-09,1,@chevron,13,0,0.0,0.0,0,0.0,0.0,0.0,0.384615,0
Chevron,2023-10,1,@chevron,17,0,0.0,0.0,0,0.0,0.0,0.0,0.294118,0
Chevron,2023-11,1,@chevron,15,2,0.133333,1.098612,1,0.133333,0.285714,,0.533333,1
Chevron,2023-12,1,@chevron,6,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Chevron,2024-01,1,@chevron,11,0,0.0,0.0,0,0.0,0.0,,0.727273,1
Chevron,2024-02,1,@chevron,18,1,0.055556,0.693147,1,0.055556,0.076923,0.055556,0.277778,0
Chevron,2024-03,1,@chevron,16,1,0.0625,0.693147,1,0.0625,0.142857,,0.5625,1
Chevron,2024-04,1,@chevron,22,1,0.045455,0.693147,1,0.045455,0.076923,0.045455,0.409091,0
Chevron,2024-05,1,@chevron,19,1,0.052632,0.693147,1,0.052632,0.090909,0.052632,0.421053,0
Chevron,2024-06,1,@chevron,13,1,0.076923,0.693147,1,0.076923,0.25,,0.692308,1
Chevron,2024-07,1,@chevron,8,1,0.125,0.693147,1,0.125,0.333333,,0.625,1
Chevron,2024-08,1,@chevron,17,0,0.0,0.0,0,0.0,0.0,0.0,0.470588,0
Chevron,2024-09,1,@chevron,15,0,0.0,0.0,0,0.0,0.0,0.0,0.466667,0
Chevron,2024-10,1,@chevron,15,1,0.066667,0.693147,1,0.066667,0.111111,0.066667,0.4,0
Chevron,2024-11,1,@chevron,14,0,0.0,0.0,0,0.0,0.0,0.0,0.357143,0
Chevron,2024-12,1,@chevron,10,1,0.1,0.693147,1,0.1,0.5,,0.8,1
Chevron,2025-01,1,@chevron,14,3,0.214286,1.386294,1,0.214286,0.272727,0.214286,0.214286,0
Chevron,2025-02,1,@chevron,8,0,0.0,0.0,0,0.0,0.0,,0.625,1
Chevron,2025-03,1,@chevron,11,1,0.090909,0.693147,1,0.090909,0.142857,0.090909,0.363636,0
Chevron,2025-04,1,@chevron,10,2,0.2,1.098612,1,0.2,0.285714,0.2,0.3,0
Chevron,2025-05,1,@chevron,10,2,0.2,1.098612,1,0.2,0.333333,0.2,0.4,0
Chevron,2025-06,1,@chevron,6,2,0.333333,1.098612,1,0.333333,1.0,,0.666667,1
Chevron,2025-07,1,@chevron,14,1,0.071429,0.693147,1,0.071429,0.25,,0.714286,1
Chevron,2025-08,1,@chevron,11,3,0.272727,1.386294,1,0.272727,0.375,0.272727,0.272727,0
Chevron,2025-09,1,@chevron,8,1,0.125,0.693147,1,0.125,0.166667,0.125,0.25,0
Chevron,2025-10,1,@chevron,6,0,0.0,0.0,0,0.0,0.0,0.0,0.166667,0
Chevron,2025-11,1,@chevron,9,1,0.111111,0.693147,1,0.111111,0.125,0.111111,0.111111,0
Chevron,2025-12,1,@chevron,9,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Chevron,2026-01,1,@chevron,6,1,0.166667,0.693147,1,0.166667,0.25,0.166667,0.333333,0
Chevron,2026-02,1,@chevron,8,0,0.0,0.0,0,0.0,0.0,0.0,0.125,0
Chevron,2026-03,1,@chevron,10,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0
Chevron,2026-04,1,@chevron,15,0,0.0,0.0,0,0.0,0.0,,0.533333,1
Chevron,2026-05,1,@chevron,14,1,0.071429,0.693147,1,0.071429,0.111111,0.071429,0.357143,0
Chevron,2026-06,1,@chevron,12,0,0.0,0.0,0,0.0,0.0,,0.75,1
Cigna Group,2021-10,1,@Cigna,1,0,0.0,0.0,0,0.0,,,1.0,1
Cigna Group,2021-11,1,@Cigna,65,8,0.123077,2.197225,1,0.123077,0.307692,,0.6,1
Cigna Group,2021-12,1,@Cigna,33,7,0.212121,2.079442,1,0.212121,0.466667,,0.545455,1
Cigna Group,2022-01,1,@Cigna,16,3,0.1875,1.386294,1,0.1875,0.428571,,0.5625,1
Cigna Group,2022-02,1,@Cigna,33,5,0.151515,1.791759,1,0.151515,0.3125,,0.515152,1
Cigna Group,2022-03,1,@Cigna,38,7,0.184211,2.079442,1,0.184211,0.466667,,0.605263,1
Cigna Group,2022-04,1,@Cigna,24,10,0.416667,2.397895,1,0.416667,0.769231,0.416667,0.458333,0
Cigna Group,2022-05,1,@Cigna,46,4,0.086957,1.609438,1,0.086957,0.210526,,0.586957,1
Cigna Group,2022-06,1,@Cigna,22,4,0.181818,1.609438,1,0.181818,0.363636,,0.5,1
Cigna Group,2022-07,1,@Cigna,22,1,0.045455,0.693147,1,0.045455,0.090909,,0.5,1
Cigna Group,2022-08,1,@Cigna,31,5,0.16129,1.791759,1,0.16129,0.3125,0.16129,0.483871,0
Cigna Group,2022-09,1,@Cigna,28,9,0.321429,2.302585,1,0.321429,0.6,0.321429,0.464286,0
Cigna Group,2022-10,1,@Cigna,31,6,0.193548,1.94591,1,0.193548,0.352941,0.193548,0.451613,0
Cigna Group,2022-11,1,@Cigna,45,5,0.111111,1.791759,1,0.111111,0.3125,,0.644444,1
Cigna Group,2022-12,1,@Cigna,14,3,0.214286,1.386294,1,0.214286,0.6,,0.642857,1
Cigna Group,2023-01,1,@Cigna,16,4,0.25,1.609438,1,0.25,0.666667,,0.625,1
Cigna Group,2023-02,2,@Cigna; @TheCignaGroup,22,3,0.136364,1.386294,1,0.136364,0.3,,0.545455,1
Cigna Group,2023-03,2,@Cigna; @TheCignaGroup,27,4,0.148148,1.609438,1,0.148148,0.363636,,0.592593,1
Cigna Group,2023-04,2,@Cigna; @TheCignaGroup,16,1,0.0625,0.693147,1,0.0625,0.166667,,0.625,1
Cigna Group,2023-05,2,@Cigna; @TheCignaGroup,23,0,0.0,0.0,0,0.0,0.0,,0.565217,1
Cigna Group,2023-06,1,@TheCignaGroup,6,3,0.5,1.386294,1,0.5,0.75,0.5,0.333333,0
Cigna Group,2023-07,1,@TheCignaGroup,6,1,0.166667,0.693147,1,0.166667,0.333333,,0.5,1
Cigna Group,2023-08,1,@TheCignaGroup,6,2,0.333333,1.098612,1,0.333333,0.4,0.333333,0.166667,0
Cigna Group,2023-09,1,@TheCignaGroup,3,1,0.333333,0.693147,1,0.333333,1.0,,0.666667,1
Cigna Group,2023-10,1,@TheCignaGroup,6,0,0.0,0.0,0,0.0,,,1.0,1
Cigna Group,2023-11,1,@TheCignaGroup,5,0,0.0,0.0,0,0.0,0.0,,0.8,1
Cigna Group,2023-12,1,@TheCignaGroup,1,0,0.0,0.0,0,0.0,,,1.0,1
Cisco Systems,2024-10,1,@Cisco,65,8,0.123077,2.197225,1,0.123077,0.173913,0.123077,0.292308,0
Cisco Systems,2024-11,1,@Cisco,43,2,0.046512,1.098612,1,0.046512,0.090909,0.046512,0.488372,0
Cisco Systems,2024-12,1,@Cisco,34,3,0.088235,1.386294,1,0.088235,0.136364,0.088235,0.352941,0
Cisco Systems,2025-01,1,@Cisco,32,3,0.09375,1.386294,1,0.09375,0.157895,0.09375,0.40625,0
Cisco Systems,2025-02,1,@Cisco,35,2,0.057143,1.098612,1,0.057143,0.095238,0.057143,0.4,0
Cisco Systems,2025-03,1,@Cisco,44,6,0.136364,1.94591,1,0.136364,0.25,0.136364,0.454545,0
Cisco Systems,2025-04,1,@Cisco,42,3,0.071429,1.386294,1,0.071429,0.125,0.071429,0.428571,0
Cisco Systems,2025-05,1,@Cisco,62,2,0.032258,1.098612,1,0.032258,0.055556,0.032258,0.419355,0
Cisco Systems,2025-06,1,@Cisco,44,1,0.022727,0.693147,1,0.022727,0.045455,,0.5,1
Cisco Systems,2025-07,1,@Cisco,37,5,0.135135,1.791759,1,0.135135,0.227273,0.135135,0.405405,0
Cisco Systems,2025-08,1,@Cisco,45,2,0.044444,1.098612,1,0.044444,0.055556,0.044444,0.2,0
Cisco Systems,2025-09,1,@Cisco,73,8,0.109589,2.197225,1,0.109589,0.216216,0.109589,0.493151,0
Cisco Systems,2025-10,1,@Cisco,72,6,0.083333,1.94591,1,0.083333,0.139535,0.083333,0.402778,0
Cisco Systems,2025-11,1,@Cisco,75,6,0.08,1.94591,1,0.08,0.157895,0.08,0.493333,0
Cisco Systems,2025-12,1,@Cisco,36,4,0.111111,1.609438,1,0.111111,0.153846,0.111111,0.277778,0
Cisco Systems,2026-01,1,@Cisco,51,3,0.058824,1.386294,1,0.058824,0.1,0.058824,0.411765,0
Cisco Systems,2026-02,1,@Cisco,46,7,0.152174,2.079442,1,0.152174,0.28,0.152174,0.456522,0
Cisco Systems,2026-03,1,@Cisco,39,1,0.025641,0.693147,1,0.025641,0.035714,0.025641,0.282051,0
Cisco Systems,2026-04,1,@Cisco,46,2,0.043478,1.098612,1,0.043478,0.064516,0.043478,0.326087,0
Cisco Systems,2026-05,1,@Cisco,49,2,0.040816,1.098612,1,0.040816,0.064516,0.040816,0.367347,0
Cisco Systems,2026-06,1,@Cisco,37,1,0.027027,0.693147,1,0.027027,0.05,0.027027,0.459459,0
Citigroup,2024-04,1,@Citi,20,1,0.05,0.693147,1,0.05,0.0625,0.05,0.2,0
Citigroup,2024-05,1,@Citi,25,8,0.32,2.197225,1,0.32,0.470588,0.32,0.32,0
Citigroup,2024-06,1,@Citi,24,4,0.166667,1.609438,1,0.166667,0.363636,,0.541667,1
Citigroup,2024-07,1,@Citi,28,3,0.107143,1.386294,1,0.107143,0.136364,0.107143,0.214286,0
Citigroup,2024-08,1,@Citi,8,1,0.125,0.693147,1,0.125,0.166667,0.125,0.25,0
Citigroup,2024-09,1,@Citi,11,2,0.181818,1.098612,1,0.181818,0.285714,0.181818,0.363636,0
Citigroup,2024-10,1,@Citi,32,0,0.0,0.0,0,0.0,0.0,0.0,0.375,0
Citigroup,2024-11,1,@Citi,11,3,0.272727,1.386294,1,0.272727,0.5,0.272727,0.454545,0
Citigroup,2024-12,1,@Citi,7,2,0.285714,1.098612,1,0.285714,0.4,0.285714,0.285714,0
Citigroup,2025-01,1,@Citi,21,0,0.0,0.0,0,0.0,0.0,0.0,0.285714,0
Citigroup,2025-02,1,@Citi,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Citigroup,2025-03,1,@Citi,8,1,0.125,0.693147,1,0.125,0.142857,0.125,0.125,0
Citigroup,2025-04,1,@Citi,25,2,0.08,1.098612,1,0.08,0.1,0.08,0.2,0
Citigroup,2025-05,1,@Citi,7,3,0.428571,1.386294,1,0.428571,0.6,0.428571,0.285714,0
Citigroup,2025-06,1,@Citi,5,3,0.6,1.386294,1,0.6,0.6,0.6,0.0,0
Citigroup,2025-07,1,@Citi,24,3,0.125,1.386294,1,0.125,0.176471,0.125,0.291667,0
Citigroup,2025-08,1,@Citi,13,1,0.076923,0.693147,1,0.076923,0.125,0.076923,0.384615,0
Citigroup,2025-09,1,@Citi,22,2,0.090909,1.098612,1,0.090909,0.2,,0.545455,1
Citigroup,2025-10,1,@Citi,19,2,0.105263,1.098612,1,0.105263,0.142857,0.105263,0.263158,0
Citigroup,2025-11,1,@Citi,4,2,0.5,1.098612,1,0.5,0.666667,0.5,0.25,0
Citigroup,2025-12,1,@Citi,6,0,0.0,0.0,0,0.0,0.0,,0.5,1
Citigroup,2026-01,1,@Citi,12,1,0.083333,0.693147,1,0.083333,0.1,0.083333,0.166667,0
Citigroup,2026-02,1,@Citi,2,1,0.5,0.693147,1,0.5,1.0,,0.5,1
Citigroup,2026-03,1,@Citi,9,0,0.0,0.0,0,0.0,0.0,,0.555556,1
Citigroup,2026-04,1,@Citi,25,1,0.04,0.693147,1,0.04,0.083333,,0.52,1
Citigroup,2026-05,1,@Citi,24,2,0.083333,1.098612,1,0.083333,0.117647,0.083333,0.291667,0
Citigroup,2026-06,1,@Citi,7,1,0.142857,0.693147,1,0.142857,0.5,,0.714286,1
Coca-Cola,2017-05,1,@cocacola,82,3,0.036585,1.386294,1,0.036585,0.06383,0.036585,0.426829,0
Coca-Cola,2017-06,1,@cocacola,9,0,0.0,0.0,0,0.0,0.0,0.0,0.444444,0
Coca-Cola,2017-07,1,@cocacola,15,0,0.0,0.0,0,0.0,0.0,,0.8,1
Coca-Cola,2017-08,1,@cocacola,4,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2017-09,1,@cocacola,9,1,0.111111,0.693147,1,0.111111,0.25,,0.555556,1
Coca-Cola,2017-10,1,@cocacola,3,0,0.0,0.0,0,0.0,0.0,0.0,0.333333,0
Coca-Cola,2017-11,1,@cocacola,8,1,0.125,0.693147,1,0.125,0.333333,,0.625,1
Coca-Cola,2017-12,1,@cocacola,9,1,0.111111,0.693147,1,0.111111,0.25,,0.555556,1
Coca-Cola,2018-01,1,@cocacola,3,0,0.0,0.0,0,0.0,,,1.0,1
Coca-Cola,2018-02,1,@cocacola,10,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0
Coca-Cola,2018-03,1,@cocacola,12,1,0.083333,0.693147,1,0.083333,0.25,,0.666667,1
Coca-Cola,2018-04,1,@cocacola,8,1,0.125,0.693147,1,0.125,0.25,,0.5,1
Coca-Cola,2018-05,1,@cocacola,9,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Coca-Cola,2018-06,1,@cocacola,17,3,0.176471,1.386294,1,0.176471,0.3,0.176471,0.411765,0
Coca-Cola,2018-07,1,@cocacola,36,1,0.027778,0.693147,1,0.027778,0.1,,0.722222,1
Coca-Cola,2018-08,1,@cocacola,3,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Coca-Cola,2018-09,1,@cocacola,6,0,0.0,0.0,0,0.0,0.0,,0.833333,1
Coca-Cola,2018-10,1,@cocacola,5,1,0.2,0.693147,1,0.2,1.0,,0.8,1
Coca-Cola,2018-11,1,@cocacola,30,0,0.0,0.0,0,0.0,0.0,0.0,0.266667,0
Coca-Cola,2018-12,1,@cocacola,7,0,0.0,0.0,0,0.0,0.0,0.0,0.428571,0
Coca-Cola,2019-01,1,@cocacola,5,1,0.2,0.693147,1,0.2,0.25,0.2,0.2,0
Coca-Cola,2019-02,1,@cocacola,6,0,0.0,0.0,0,0.0,0.0,0.0,0.166667,0
Coca-Cola,2019-03,1,@cocacola,6,1,0.166667,0.693147,1,0.166667,0.333333,,0.5,1
Coca-Cola,2019-04,1,@cocacola,9,0,0.0,0.0,0,0.0,0.0,,0.777778,1
Coca-Cola,2019-05,1,@cocacola,14,1,0.071429,0.693147,1,0.071429,0.333333,,0.785714,1
Coca-Cola,2019-06,1,@cocacola,8,2,0.25,1.098612,1,0.25,0.5,,0.5,1
Coca-Cola,2019-07,1,@cocacola,11,0,0.0,0.0,0,0.0,0.0,,0.545455,1
Coca-Cola,2019-08,1,@cocacola,6,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2019-09,1,@cocacola,1,0,0.0,0.0,0,0.0,,,1.0,1
Coca-Cola,2019-10,1,@cocacola,2,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2019-11,1,@cocacola,26,0,0.0,0.0,0,0.0,0.0,0.0,0.423077,0
Coca-Cola,2019-12,1,@cocacola,22,0,0.0,0.0,0,0.0,0.0,,0.545455,1
Coca-Cola,2020-01,1,@cocacola,14,3,0.214286,1.386294,1,0.214286,0.272727,0.214286,0.214286,0
Coca-Cola,2020-02,1,@cocacola,27,1,0.037037,0.693147,1,0.037037,0.125,,0.703704,1
Coca-Cola,2020-03,1,@cocacola,10,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2020-04,1,@cocacola,44,5,0.113636,1.791759,1,0.113636,0.333333,,0.659091,1
Coca-Cola,2020-05,1,@cocacola,9,0,0.0,0.0,0,0.0,0.0,,0.555556,1
Coca-Cola,2020-06,1,@cocacola,17,0,0.0,0.0,0,0.0,0.0,,0.705882,1
Coca-Cola,2020-10,1,@cocacola,15,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0
Coca-Cola,2020-11,1,@cocacola,5,0,0.0,0.0,0,0.0,0.0,,0.6,1
Coca-Cola,2020-12,1,@cocacola,21,2,0.095238,1.098612,1,0.095238,0.2,,0.52381,1
Coca-Cola,2021-01,1,@cocacola,6,0,0.0,0.0,0,0.0,0.0,,0.833333,1
Coca-Cola,2021-02,1,@cocacola,10,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2021-03,1,@cocacola,5,0,0.0,0.0,0,0.0,0.0,,0.8,1
Coca-Cola,2021-04,1,@cocacola,2,0,0.0,0.0,0,0.0,0.0,,0.5,1
Coca-Cola,2021-05,1,@cocacola,7,1,0.142857,0.693147,1,0.142857,1.0,,0.857143,1
Coca-Cola,2021-06,1,@cocacola,15,0,0.0,0.0,0,0.0,0.0,0.0,0.466667,0
Coca-Cola,2021-07,1,@cocacola,26,3,0.115385,1.386294,1,0.115385,0.272727,,0.576923,1
Coca-Cola,2021-08,1,@cocacola,19,2,0.105263,1.098612,1,0.105263,0.222222,,0.526316,1
Coca-Cola,2021-09,1,@cocacola,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Coca-Cola,2021-10,1,@cocacola,20,0,0.0,0.0,0,0.0,0.0,0.0,0.1,0
Coca-Cola,2021-11,1,@cocacola,19,1,0.052632,0.693147,1,0.052632,0.058824,0.052632,0.105263,0
Coca-Cola,2021-12,1,@cocacola,11,0,0.0,0.0,0,0.0,0.0,0.0,0.454545,0
Coca-Cola,2022-01,1,@cocacola,3,0,0.0,0.0,0,0.0,,,1.0,1
Coca-Cola,2022-02,1,@cocacola,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Coca-Cola,2022-03,1,@cocacola,20,0,0.0,0.0,0,0.0,0.0,,0.7,1
Coca-Cola,2022-04,1,@cocacola,36,0,0.0,0.0,0,0.0,0.0,,0.666667,1
Coca-Cola,2022-05,1,@cocacola,20,0,0.0,0.0,0,0.0,0.0,,0.7,1
Coca-Cola,2022-06,1,@cocacola,38,0,0.0,0.0,0,0.0,0.0,0.0,0.315789,0
Coca-Cola,2022-07,1,@cocacola,32,2,0.0625,1.098612,1,0.0625,0.2,,0.6875,1
Coca-Cola,2022-08,1,@cocacola,34,4,0.117647,1.609438,1,0.117647,0.285714,,0.588235,1
Coca-Cola,2022-09,1,@cocacola,18,0,0.0,0.0,0,0.0,0.0,,0.777778,1
Coca-Cola,2022-10,1,@cocacola,12,0,0.0,0.0,0,0.0,0.0,,0.833333,1
Coca-Cola,2022-11,1,@cocacola,10,2,0.2,1.098612,1,0.2,0.333333,0.2,0.4,0
