fortune_rank,company_name,official_x_handle,tweet_id,created_at,text,tweet_url,reply_count,repost_count,like_count,quote_count,view_count_available,media_present,media_type,collected_at,collection_method,max_posts_cap,source_folder
95,Liberty Mutual Insurance Group,@LibertyMutual,1729530594923549000,Tue Nov 28 16:00:01 +0000 2023,Which is NOT one of the many nicknames for The Statue of Liberty? https://t.co/1EGF6jYYDs,https://x.com/LibertyMutual/status/1729530594923549000,251,13,49,6,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1724825843828924694,Wed Nov 15 16:25:01 +0000 2023,"No camping trip would be complete without our favorite campfire tune. Sing it with us, folks: 🎶 Liberty, Liberty, Liiiberty... Liiiberty. 🎶 https://t.co/Hxyycs0eHB",https://x.com/LibertyMutual/status/1724825843828924694,88,13,54,2,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1723370006740602930,Sat Nov 11 16:00:02 +0000 2023,"Today we honor our veterans. Thank you for your bravery, service, and sacrifice. https://t.co/ADh6taWtr4",https://x.com/LibertyMutual/status/1723370006740602930,34,2,41,3,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1721558189684998271,Mon Nov 06 16:00:32 +0000 2023,"If you ask us, there’s no such thing as too many Dougs. https://t.co/s5o0940Bwz",https://x.com/LibertyMutual/status/1721558189684998271,78,10,49,7,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1719807777525076232,Wed Nov 01 20:05:01 +0000 2023,"These folks won Halloween. No debate. Full stop. Yup, that’s our definitely not biased at all opinion. 🗽 🎃 https://t.co/buNzFG8Vqg",https://x.com/LibertyMutual/status/1719807777525076232,13,2,39,1,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1719383763203891204,Tue Oct 31 16:00:08 +0000 2023,Doug’s had a lot of competition lately for his role as Liberty Mutual's spokesperson. Send us your best impression and we’ll let you know if you have what it takes. #HappyHalloween https://t.co/0ELdDBVSIS,https://x.com/LibertyMutual/status/1719383763203891204,36,0,38,2,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1717224509055365400,Wed Oct 25 17:00:02 +0000 2023,Can you guess some of LiMu’s favorite fall-themed words? https://t.co/1y8Ekm54Y9,https://x.com/LibertyMutual/status/1717224509055365400,17,0,7,3,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1715019984865296619,Thu Oct 19 15:00:02 +0000 2023,Would you know what to do if someone hit your parked car? Here are some tips on what to do if this happens to you. https://t.co/jGoBYAFD12 https://t.co/hsrMs9Qka5,https://x.com/LibertyMutual/status/1715019984865296619,20,3,8,2,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1714310450752499787,Tue Oct 17 16:00:36 +0000 2023,You can stop asking “who let the dogs out...” Liberty Mutual did. https://t.co/1ElEsV9X4B,https://x.com/LibertyMutual/status/1714310450752499787,16,3,10,5,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
95,Liberty Mutual Insurance Group,@LibertyMutual,1708859390533484699,Mon Oct 02 15:00:02 +0000 2023,What's the funniest name for a car? Comment with your answer. https://t.co/XwyDM3Oj4h,https://x.com/LibertyMutual/status/1708859390533484699,27,1,11,3,true,false,,2026-06-12T11:42:40.927836+00:00,capped browser-based collection of observable public posts,50,095_liberty_mutual_insurance_group
