fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
95,Liberty Mutual Insurance Group,1,primary,@LibertyMutual,https://x.com/LibertyMutual,data/raw/fortune_x_2025_ranked/095_liberty_mutual_insurance_group/accounts/01_primary_libertymutual,true,success,1018,false,,,2026-06-13T00:44:14.496935+00:00,2026-06-13T00:56:09.638144+00:00
