seed,class_weight,class_label,diagnostic_token,feature,weight,rank_abs_weight,leakage_flag
0,balanced,aggressive,frosty,word__vanilla frosty,-0.024589,1,FAIL
0,balanced,aggressive,frosty,word__frosty,0.009618,2,FAIL
0,balanced,aggressive,roast,word__nationalroastday,0.13257,1,FAIL
0,balanced,aggressive,roast,char__roast,0.044715,2,FAIL
0,balanced,aggressive,roast,word__roast,0.044252,3,FAIL
0,balanced,aggressive,roast,word__roast me,0.044252,4,FAIL
0,balanced,aggressive,roast,word__roasted,-0.016464,5,FAIL
0,balanced,affiliative,wendy,word__the wendy,0.042848,1,FAIL
0,balanced,affiliative,wendy,word__is wendy,-0.025262,2,FAIL
0,balanced,affiliative,wendy,char__wendy,0.003968,3,FAIL
0,balanced,affiliative,wendy,word__wendy,0.001897,4,FAIL
0,balanced,affiliative,frosty,word__frosty,-0.033355,1,FAIL
0,balanced,affiliative,frosty,word__vanilla frosty,-0.024093,2,FAIL
0,balanced,affiliative,roast,word__nationalroastday,-0.045985,1,FAIL
0,balanced,affiliative,roast,word__roasted,0.02307,2,FAIL
0,balanced,affiliative,roast,word__roast,-0.015054,3,FAIL
0,balanced,affiliative,roast,word__roast me,-0.015054,4,FAIL
0,balanced,affiliative,roast,char__roast,-0.0123,5,FAIL
0,balanced,self-enhancing,wendy,word__wendy,-0.0638,1,FAIL
0,balanced,self-enhancing,wendy,word__the wendy,-0.027236,2,FAIL
0,balanced,self-enhancing,wendy,word__is wendy,-0.023993,3,FAIL
0,balanced,self-enhancing,wendy,char__wendy,-0.022293,4,FAIL
0,balanced,self-enhancing,frosty,word__vanilla frosty,0.026179,1,FAIL
0,balanced,self-enhancing,frosty,word__frosty,0.013781,2,FAIL
0,balanced,self-enhancing,roast,word__nationalroastday,-0.046257,1,FAIL
0,balanced,self-enhancing,roast,word__roast,-0.015417,2,FAIL
0,balanced,self-enhancing,roast,word__roast me,-0.015417,3,FAIL
0,balanced,self-enhancing,roast,char__roast,-0.013954,4,FAIL
0,balanced,self-enhancing,roast,word__roasted,0.009151,5,FAIL
0,balanced,self-defeating,wendy,word__wendy,0.093251,1,FAIL
0,balanced,self-defeating,wendy,char__wendy,0.031329,2,FAIL
0,balanced,self-defeating,wendy,word__is wendy,0.017352,3,FAIL
0,balanced,self-defeating,wendy,word__the wendy,0.015292,4,FAIL
0,balanced,self-defeating,frosty,word__vanilla frosty,0.02241,1,FAIL
0,balanced,self-defeating,frosty,word__frosty,0.009399,2,FAIL
0,balanced,self-defeating,roast,word__nationalroastday,-0.046369,1,FAIL
0,balanced,self-defeating,roast,char__roast,-0.020307,2,FAIL
0,balanced,self-defeating,roast,word__roasted,-0.015867,3,FAIL
0,balanced,self-defeating,roast,word__roast,-0.01546,4,FAIL
0,balanced,self-defeating,roast,word__roast me,-0.01546,5,FAIL
1,None,aggressive,wendy,word__wendy,-0.021643,1,FAIL
1,None,aggressive,wendy,word__is wendy,0.02018,2,FAIL
1,None,aggressive,wendy,char__wendy,-0.011017,3,FAIL
1,None,aggressive,wendy,word__the wendy,0.001954,4,FAIL
1,None,aggressive,wendy,word__wendy app,0.001954,5,FAIL
1,None,aggressive,frosty,word__mints frosty,0.034911,1,FAIL
1,None,aggressive,frosty,word__frosty,0.021062,2,FAIL
1,None,aggressive,nuggs,word__nuggs,-0.019392,1,FAIL
1,None,aggressive,nuggs,char__nuggs,-0.00847,2,FAIL
1,None,aggressive,roast,word__nationalroastday,0.077107,1,FAIL
1,None,aggressive,roast,char__roast,0.032181,2,FAIL
1,None,affiliative,wendy,word__wendy,-0.040584,1,FAIL
1,None,affiliative,wendy,word__is wendy,-0.022156,2,FAIL
1,None,affiliative,wendy,char__wendy,-0.015878,3,FAIL
1,None,affiliative,wendy,word__the wendy,0.00145,4,FAIL
1,None,affiliative,wendy,word__wendy app,0.00145,5,FAIL
1,None,affiliative,frosty,word__frosty,-0.025247,1,FAIL
1,None,affiliative,frosty,word__mints frosty,-0.015301,2,FAIL
1,None,affiliative,nuggs,word__nuggs,-0.019359,1,FAIL
1,None,affiliative,nuggs,char__nuggs,-0.008492,2,FAIL
1,None,affiliative,roast,word__nationalroastday,-0.033914,1,FAIL
1,None,affiliative,roast,char__roast,-0.014043,2,FAIL
1,None,self-enhancing,wendy,word__wendy,-0.047212,1,FAIL
1,None,self-enhancing,wendy,word__the wendy,-0.025825,2,FAIL
1,None,self-enhancing,wendy,word__wendy app,-0.025825,3,FAIL
1,None,self-enhancing,wendy,word__is wendy,-0.022457,4,FAIL
1,None,self-enhancing,wendy,char__wendy,-0.013776,5,FAIL
1,None,self-enhancing,frosty,word__frosty,-0.026002,1,FAIL
1,None,self-enhancing,frosty,word__mints frosty,-0.015185,2,FAIL
1,None,self-enhancing,nuggs,word__nuggs,0.045002,1,FAIL
1,None,self-enhancing,nuggs,char__nuggs,0.019711,2,FAIL
1,None,self-enhancing,roast,word__nationalroastday,-0.033589,1,FAIL
1,None,self-enhancing,roast,char__roast,-0.013998,2,FAIL
1,None,self-defeating,wendy,word__wendy,0.04157,1,FAIL
1,None,self-defeating,wendy,char__wendy,0.016476,2,FAIL
1,None,self-defeating,wendy,word__is wendy,0.007839,3,FAIL
1,None,self-defeating,wendy,word__the wendy,0.005354,4,FAIL
1,None,self-defeating,wendy,word__wendy app,0.005354,5,FAIL
1,None,self-defeating,frosty,word__mints frosty,-0.016123,1,FAIL
1,None,self-defeating,frosty,word__frosty,0.010375,2,FAIL
1,None,self-defeating,nuggs,word__nuggs,-0.020554,1,FAIL
1,None,self-defeating,nuggs,char__nuggs,-0.008974,2,FAIL
1,None,self-defeating,roast,word__nationalroastday,-0.033513,1,FAIL
1,None,self-defeating,roast,char__roast,-0.013771,2,FAIL
1,balanced,aggressive,wendy,word__is wendy,0.032811,1,FAIL
1,balanced,aggressive,wendy,word__the wendy,0.007956,2,FAIL
1,balanced,aggressive,wendy,word__wendy app,0.007956,3,FAIL
1,balanced,aggressive,wendy,char__wendy,-0.006265,4,FAIL
1,balanced,aggressive,wendy,word__wendy,-0.005549,5,FAIL
1,balanced,aggressive,frosty,word__mints frosty,0.047652,1,FAIL
1,balanced,aggressive,frosty,word__frosty,0.032345,2,FAIL
1,balanced,aggressive,nuggs,word__nuggs,-0.020776,1,FAIL
1,balanced,aggressive,nuggs,char__nuggs,-0.009078,2,FAIL
1,balanced,aggressive,roast,word__nationalroastday,0.10506,1,FAIL
1,balanced,aggressive,roast,char__roast,0.044154,2,FAIL
1,balanced,affiliative,wendy,word__wendy,-0.030586,1,FAIL
1,balanced,affiliative,wendy,word__is wendy,-0.023861,2,FAIL
1,balanced,affiliative,wendy,char__wendy,-0.012781,3,FAIL
1,balanced,affiliative,wendy,word__the wendy,0.00801,4,FAIL
1,balanced,affiliative,wendy,word__wendy app,0.00801,5,FAIL
1,balanced,affiliative,frosty,word__frosty,-0.026972,1,FAIL
1,balanced,affiliative,frosty,word__mints frosty,-0.016398,2,FAIL
1,balanced,affiliative,nuggs,word__nuggs,-0.02078,1,FAIL
1,balanced,affiliative,nuggs,char__nuggs,-0.009118,2,FAIL
1,balanced,affiliative,roast,word__nationalroastday,-0.036736,1,FAIL
1,balanced,affiliative,roast,char__roast,-0.015271,2,FAIL
1,balanced,self-enhancing,wendy,word__wendy,-0.039377,1,FAIL
1,balanced,self-enhancing,wendy,word__the wendy,-0.028258,2,FAIL
1,balanced,self-enhancing,wendy,word__wendy app,-0.028258,3,FAIL
1,balanced,self-enhancing,wendy,word__is wendy,-0.024184,4,FAIL
1,balanced,self-enhancing,wendy,char__wendy,-0.010008,5,FAIL
1,balanced,self-enhancing,frosty,word__frosty,-0.027771,1,FAIL
1,balanced,self-enhancing,frosty,word__mints frosty,-0.01628,2,FAIL
1,balanced,self-enhancing,nuggs,word__nuggs,0.063347,1,FAIL
1,balanced,self-enhancing,nuggs,char__nuggs,0.027827,2,FAIL
1,balanced,self-enhancing,roast,word__nationalroastday,-0.0364,1,FAIL
1,balanced,self-enhancing,roast,char__roast,-0.015221,2,FAIL
1,balanced,self-defeating,wendy,word__wendy,0.075037,1,FAIL
1,balanced,self-defeating,wendy,char__wendy,0.028861,2,FAIL
1,balanced,self-defeating,wendy,word__is wendy,0.015353,3,FAIL
1,balanced,self-defeating,wendy,word__the wendy,0.012183,4,FAIL
1,balanced,self-defeating,wendy,word__wendy app,0.012183,5,FAIL
1,balanced,self-defeating,frosty,word__frosty,0.019144,1,FAIL
1,balanced,self-defeating,frosty,word__mints frosty,-0.017271,2,FAIL
1,balanced,self-defeating,nuggs,word__nuggs,-0.022035,1,FAIL
1,balanced,self-defeating,nuggs,char__nuggs,-0.009624,2,FAIL
1,balanced,self-defeating,roast,word__nationalroastday,-0.036322,1,FAIL
1,balanced,self-defeating,roast,char__roast,-0.014986,2,FAIL
2,None,aggressive,wendy,word__wendy,-0.04194,1,FAIL
2,None,aggressive,wendy,word__wendys,0.015412,2,FAIL
2,None,aggressive,wendy,char__wendy,-0.010518,3,FAIL
2,None,aggressive,wendys,word__wendys,0.015412,1,FAIL
2,None,aggressive,frosty,word__frosty,0.030909,1,FAIL
2,None,aggressive,roast,word__nationalroastday,0.056009,1,FAIL
2,None,aggressive,roast,word__roasting,0.050782,2,FAIL
2,None,aggressive,roast,char__roast,0.028302,3,FAIL
2,None,affiliative,wendy,word__wendy,-0.075677,1,FAIL
2,None,affiliative,wendy,char__wendy,-0.026492,2,FAIL
2,None,affiliative,wendy,word__wendys,-0.021143,3,FAIL
2,None,affiliative,wendys,word__wendys,-0.021143,1,FAIL
2,None,affiliative,frosty,word__frosty,-0.031016,1,FAIL
2,None,affiliative,roast,word__roasting,-0.02182,1,FAIL
2,None,affiliative,roast,word__nationalroastday,-0.012687,2,FAIL
2,None,affiliative,roast,char__roast,-0.008897,3,FAIL
2,None,self-enhancing,wendy,word__wendys,0.013848,1,FAIL
2,None,self-enhancing,wendy,word__wendy,-0.008804,2,FAIL
2,None,self-enhancing,wendy,char__wendy,-0.001882,3,FAIL
2,None,self-enhancing,wendys,word__wendys,0.013848,1,FAIL
2,None,self-enhancing,frosty,word__frosty,-0.031183,1,FAIL
2,None,self-enhancing,roast,word__nationalroastday,-0.033079,1,FAIL
2,None,self-enhancing,roast,word__roasting,-0.021754,2,FAIL
2,None,self-enhancing,roast,char__roast,-0.014738,3,FAIL
2,None,self-defeating,wendy,word__wendy,0.063117,1,FAIL
2,None,self-defeating,wendy,word__wendys,-0.023006,2,FAIL
2,None,self-defeating,wendy,char__wendy,0.017516,3,FAIL
2,None,self-defeating,wendys,word__wendys,-0.023006,1,FAIL
2,None,self-defeating,frosty,word__frosty,0.009035,1,FAIL
2,None,self-defeating,roast,word__nationalroastday,-0.034038,1,FAIL
2,None,self-defeating,roast,word__roasting,-0.022238,2,FAIL
2,None,self-defeating,roast,char__roast,-0.015108,3,FAIL
2,balanced,aggressive,wendy,word__wendy,-0.033637,1,FAIL
2,balanced,aggressive,wendy,word__wendys,0.024816,2,FAIL
2,balanced,aggressive,wendy,char__wendy,-0.006658,3,FAIL
2,balanced,aggressive,wendys,word__wendys,0.024816,1,FAIL
2,balanced,aggressive,frosty,word__frosty,0.047141,1,FAIL
2,balanced,aggressive,roast,word__nationalroastday,0.079276,1,FAIL
2,balanced,aggressive,roast,word__roasting,0.069892,2,FAIL
2,balanced,aggressive,roast,char__roast,0.039571,3,FAIL
2,balanced,affiliative,wendy,word__wendy,-0.078713,1,FAIL
2,balanced,affiliative,wendy,char__wendy,-0.027843,2,FAIL
2,balanced,affiliative,wendy,word__wendys,-0.022974,3,FAIL
2,balanced,affiliative,wendys,word__wendys,-0.022974,1,FAIL
2,balanced,affiliative,frosty,word__frosty,-0.033431,1,FAIL
2,balanced,affiliative,roast,word__roasting,-0.023779,1,FAIL
2,balanced,affiliative,roast,word__nationalroastday,-0.008789,2,FAIL
2,balanced,affiliative,roast,char__roast,-0.008255,3,FAIL
2,balanced,self-enhancing,wendy,word__wendys,0.023387,1,FAIL
2,balanced,self-enhancing,wendy,word__wendy,0.009387,2,FAIL
2,balanced,self-enhancing,wendy,char__wendy,0.004647,3,FAIL
2,balanced,self-enhancing,wendys,word__wendys,0.023387,1,FAIL
2,balanced,self-enhancing,frosty,word__frosty,-0.033591,1,FAIL
2,balanced,self-enhancing,roast,word__nationalroastday,-0.035842,1,FAIL
2,balanced,self-enhancing,roast,word__roasting,-0.023697,2,FAIL
2,balanced,self-enhancing,roast,char__roast,-0.016,3,FAIL
2,balanced,self-defeating,wendy,word__wendy,0.101359,1,FAIL
2,balanced,self-defeating,wendy,char__wendy,0.029288,2,FAIL
2,balanced,self-defeating,wendy,word__wendys,-0.024937,3,FAIL
2,balanced,self-defeating,wendys,word__wendys,-0.024937,1,FAIL
2,balanced,self-defeating,frosty,word__frosty,0.018337,1,FAIL
2,balanced,self-defeating,roast,word__nationalroastday,-0.036914,1,FAIL
2,balanced,self-defeating,roast,word__roasting,-0.024234,2,FAIL
2,balanced,self-defeating,roast,char__roast,-0.016414,3,FAIL
3,None,aggressive,wendy,word__wendy,-0.074676,1,FAIL
3,None,aggressive,wendy,char__wendy,-0.028593,2,FAIL
3,None,aggressive,wendy,word__the wendy,-0.018007,3,FAIL
3,None,aggressive,wendy,word__wendy app,-0.018007,4,FAIL
3,None,aggressive,wendy,word__wendy new,-0.016192,5,FAIL
3,None,aggressive,baconator,word__breakfast baconator,0.011163,1,FAIL
3,None,aggressive,baconator,word__baconator,0.006732,2,FAIL
3,None,aggressive,roast,word__nationalroastday,0.041627,1,FAIL
3,None,aggressive,roast,word__roast,-0.014845,2,FAIL
3,None,aggressive,roast,char__roast,0.01357,3,FAIL
3,None,affiliative,wendy,word__wendy,-0.022321,1,FAIL
3,None,affiliative,wendy,word__wendy new,-0.016697,2,FAIL
3,None,affiliative,wendy,word__up wendy,0.009537,3,FAIL
3,None,affiliative,wendy,word__wendy is,0.009537,4,FAIL
3,None,affiliative,wendy,word__the wendy,0.009051,5,FAIL
3,None,affiliative,baconator,word__baconator,-0.018916,1,FAIL
3,None,affiliative,baconator,word__breakfast baconator,-0.014198,2,FAIL
3,None,affiliative,roast,word__nationalroastday,-0.018168,1,FAIL
3,None,affiliative,roast,word__roast,-0.015588,2,FAIL
3,None,affiliative,roast,char__roast,-0.012102,3,FAIL
3,None,self-enhancing,wendy,word__wendy new,0.038581,1,FAIL
3,None,self-enhancing,wendy,word__wendy,-0.019069,2,FAIL
3,None,self-enhancing,wendy,word__the wendy,-0.018287,3,FAIL
3,None,self-enhancing,wendy,word__wendy app,-0.018287,4,FAIL
3,None,self-enhancing,wendy,word__up wendy,-0.013768,5,FAIL
3,None,self-enhancing,baconator,word__baconator,0.018578,1,FAIL
3,None,self-enhancing,baconator,word__breakfast baconator,0.007788,2,FAIL
3,None,self-enhancing,roast,word__roast,0.035658,1,FAIL
3,None,self-enhancing,roast,word__nationalroastday,-0.017895,2,FAIL
3,None,self-enhancing,roast,char__roast,0.002587,3,FAIL
3,None,self-defeating,wendy,word__wendy,0.063616,1,FAIL
3,None,self-defeating,wendy,char__wendy,0.021675,2,FAIL
3,None,self-defeating,wendy,word__wendy new,-0.017394,3,FAIL
3,None,self-defeating,wendy,word__the wendy,0.014968,4,FAIL
3,None,self-defeating,wendy,word__wendy app,0.014968,5,FAIL
3,None,self-defeating,baconator,word__baconator,-0.019076,1,FAIL
3,None,self-defeating,baconator,word__breakfast baconator,-0.014461,2,FAIL
3,None,self-defeating,roast,word__nationalroastday,-0.019149,1,FAIL
3,None,self-defeating,roast,word__roast,-0.015054,2,FAIL
3,None,self-defeating,roast,char__roast,-0.012199,3,FAIL
3,balanced,aggressive,wendy,word__wendy,-0.080903,1,FAIL
3,balanced,aggressive,wendy,char__wendy,-0.031041,2,FAIL
3,balanced,aggressive,wendy,word__the wendy,-0.019717,3,FAIL
3,balanced,aggressive,wendy,word__wendy app,-0.019717,4,FAIL
3,balanced,aggressive,wendy,word__wendy new,-0.017525,5,FAIL
3,balanced,aggressive,baconator,word__breakfast baconator,0.017795,1,FAIL
3,balanced,aggressive,baconator,word__baconator,0.012939,2,FAIL
3,balanced,aggressive,roast,word__nationalroastday,0.057717,1,FAIL
3,balanced,aggressive,roast,char__roast,0.020046,2,FAIL
3,balanced,aggressive,roast,word__roast,-0.016368,3,FAIL
3,balanced,affiliative,wendy,word__wendy new,-0.018021,1,FAIL
3,balanced,affiliative,wendy,word__up wendy,0.016817,2,FAIL
3,balanced,affiliative,wendy,word__wendy is,0.016817,3,FAIL
3,balanced,affiliative,wendy,word__the wendy,0.016352,4,FAIL
3,balanced,affiliative,wendy,word__wendy app,0.016352,5,FAIL
3,balanced,affiliative,baconator,word__baconator,-0.020487,1,FAIL
3,balanced,affiliative,baconator,word__breakfast baconator,-0.015345,2,FAIL
3,balanced,affiliative,roast,word__nationalroastday,-0.019393,1,FAIL
3,balanced,affiliative,roast,word__roast,-0.017085,2,FAIL
3,balanced,affiliative,roast,char__roast,-0.013134,3,FAIL
3,balanced,self-enhancing,wendy,word__wendy new,0.053657,1,FAIL
3,balanced,self-enhancing,wendy,word__the wendy,-0.019989,2,FAIL
3,balanced,self-enhancing,wendy,word__wendy app,-0.019989,3,FAIL
3,balanced,self-enhancing,wendy,word__up wendy,-0.014768,4,FAIL
3,balanced,self-enhancing,wendy,word__wendy is,-0.014768,5,FAIL
3,balanced,self-enhancing,baconator,word__baconator,0.028681,1,FAIL
3,balanced,self-enhancing,baconator,word__breakfast baconator,0.013516,2,FAIL
3,balanced,self-enhancing,roast,word__roast,0.048235,1,FAIL
3,balanced,self-enhancing,roast,word__nationalroastday,-0.019151,2,FAIL
3,balanced,self-enhancing,roast,char__roast,0.005538,3,FAIL
3,balanced,self-defeating,wendy,word__wendy,0.098807,1,FAIL
3,balanced,self-defeating,wendy,char__wendy,0.034272,2,FAIL
3,balanced,self-defeating,wendy,word__the wendy,0.022913,3,FAIL
3,balanced,self-defeating,wendy,word__wendy app,0.022913,4,FAIL
3,balanced,self-defeating,wendy,word__wendy new,-0.018831,5,FAIL
3,balanced,self-defeating,baconator,word__baconator,-0.020753,1,FAIL
3,balanced,self-defeating,baconator,word__breakfast baconator,-0.015697,2,FAIL
3,balanced,self-defeating,roast,word__nationalroastday,-0.020516,1,FAIL
3,balanced,self-defeating,roast,word__roast,-0.016606,2,FAIL
3,balanced,self-defeating,roast,char__roast,-0.013299,3,FAIL
4,None,aggressive,wendy,word__wendy,-0.060677,1,FAIL
4,None,aggressive,wendy,word__the wendy,-0.022795,2,FAIL
4,None,aggressive,wendy,word__wendy app,-0.022795,3,FAIL
4,None,aggressive,wendy,char__wendy,-0.020946,4,FAIL
4,None,aggressive,frosty,word__frosty,0.006953,1,FAIL
4,None,aggressive,baconator,word__baconator,0.011778,1,FAIL
4,None,aggressive,baconator,word__breakfast baconator,0.011778,2,FAIL
4,None,aggressive,nuggs,word__nuggs,-0.011187,1,FAIL
4,None,aggressive,nuggs,char__nuggs,-0.004542,2,FAIL
4,None,aggressive,roast,word__nationalroastday,0.047245,1,FAIL
4,None,aggressive,roast,char__roast,0.019797,2,FAIL
4,None,affiliative,wendy,word__wendy,-0.043144,1,FAIL
4,None,affiliative,wendy,word__the wendy,0.022586,2,FAIL
4,None,affiliative,wendy,word__wendy app,0.022586,3,FAIL
4,None,affiliative,wendy,char__wendy,-0.013158,4,FAIL
4,None,affiliative,frosty,word__frosty,-0.026981,1,FAIL
4,None,affiliative,baconator,word__baconator,0.007437,1,FAIL
4,None,affiliative,baconator,word__breakfast baconator,0.007437,2,FAIL
4,None,affiliative,nuggs,word__nuggs,0.010457,1,FAIL
4,None,affiliative,nuggs,char__nuggs,0.004613,2,FAIL
4,None,affiliative,roast,word__nationalroastday,-0.02065,1,FAIL
4,None,affiliative,roast,char__roast,-0.0137,2,FAIL
4,None,self-enhancing,wendy,word__the wendy,-0.022298,1,FAIL
4,None,self-enhancing,wendy,word__wendy app,-0.022298,2,FAIL
4,None,self-enhancing,wendy,word__wendy,-0.019396,3,FAIL
4,None,self-enhancing,wendy,char__wendy,-0.008131,4,FAIL
4,None,self-enhancing,frosty,word__frosty,-0.008733,1,FAIL
4,None,self-enhancing,baconator,word__baconator,-0.014132,1,FAIL
4,None,self-enhancing,baconator,word__breakfast baconator,-0.014132,2,FAIL
4,None,self-enhancing,nuggs,word__nuggs,0.004607,1,FAIL
4,None,self-enhancing,nuggs,char__nuggs,0.001496,2,FAIL
4,None,self-enhancing,roast,word__nationalroastday,-0.020774,1,FAIL
4,None,self-enhancing,roast,char__roast,-0.002233,2,FAIL
4,None,self-defeating,wendy,word__wendy,0.061193,1,FAIL
4,None,self-defeating,wendy,char__wendy,0.021066,2,FAIL
4,None,self-defeating,wendy,word__the wendy,0.007628,3,FAIL
4,None,self-defeating,wendy,word__wendy app,0.007628,4,FAIL
4,None,self-defeating,frosty,word__frosty,0.00881,1,FAIL
4,None,self-defeating,baconator,word__baconator,-0.014754,1,FAIL
4,None,self-defeating,baconator,word__breakfast baconator,-0.014754,2,FAIL
4,None,self-defeating,nuggs,word__nuggs,-0.011482,1,FAIL
4,None,self-defeating,nuggs,char__nuggs,-0.00465,2,FAIL
4,None,self-defeating,roast,word__nationalroastday,-0.020347,1,FAIL
4,None,self-defeating,roast,char__roast,-0.013299,2,FAIL
4,balanced,aggressive,wendy,word__wendy,-0.060036,1,FAIL
4,balanced,aggressive,wendy,word__the wendy,-0.024994,2,FAIL
4,balanced,aggressive,wendy,word__wendy app,-0.024994,3,FAIL
4,balanced,aggressive,wendy,char__wendy,-0.020778,4,FAIL
4,balanced,aggressive,frosty,word__frosty,0.014764,1,FAIL
4,balanced,aggressive,baconator,word__baconator,0.018597,1,FAIL
4,balanced,aggressive,baconator,word__breakfast baconator,0.018597,2,FAIL
4,balanced,aggressive,nuggs,word__nuggs,-0.01219,1,FAIL
4,balanced,aggressive,nuggs,char__nuggs,-0.004949,2,FAIL
4,balanced,aggressive,roast,word__nationalroastday,0.066124,1,FAIL
4,balanced,aggressive,roast,char__roast,0.028391,2,FAIL
4,balanced,affiliative,wendy,word__wendy,-0.035307,1,FAIL
4,balanced,affiliative,wendy,word__the wendy,0.034917,2,FAIL
4,balanced,affiliative,wendy,word__wendy app,0.034917,3,FAIL
4,balanced,affiliative,wendy,char__wendy,-0.010017,4,FAIL
4,balanced,affiliative,frosty,word__frosty,-0.028929,1,FAIL
4,balanced,affiliative,baconator,word__baconator,0.013062,1,FAIL
4,balanced,affiliative,baconator,word__breakfast baconator,0.013062,2,FAIL
4,balanced,affiliative,nuggs,word__nuggs,0.016328,1,FAIL
4,balanced,affiliative,nuggs,char__nuggs,0.007109,2,FAIL
4,balanced,affiliative,roast,word__nationalroastday,-0.0222,1,FAIL
4,balanced,affiliative,roast,char__roast,-0.014787,2,FAIL
4,balanced,self-enhancing,wendy,word__the wendy,-0.024432,1,FAIL
4,balanced,self-enhancing,wendy,word__wendy app,-0.024432,2,FAIL
4,balanced,self-enhancing,wendy,word__wendy,-0.004851,3,FAIL
4,balanced,self-enhancing,wendy,char__wendy,-0.003693,4,FAIL
4,balanced,self-enhancing,frosty,word__frosty,-0.004762,1,FAIL
4,balanced,self-enhancing,baconator,word__baconator,-0.015335,1,FAIL
4,balanced,self-enhancing,baconator,word__breakfast baconator,-0.015335,2,FAIL
4,balanced,self-enhancing,nuggs,word__nuggs,0.008356,1,FAIL
4,balanced,self-enhancing,nuggs,char__nuggs,0.002903,2,FAIL
4,balanced,self-enhancing,roast,word__nationalroastday,-0.022364,1,FAIL
4,balanced,self-enhancing,roast,char__roast,-0.00016,2,FAIL
4,balanced,self-defeating,wendy,word__wendy,0.098454,1,FAIL
4,balanced,self-defeating,wendy,char__wendy,0.033749,2,FAIL
4,balanced,self-defeating,wendy,word__the wendy,0.01431,3,FAIL
4,balanced,self-defeating,wendy,word__wendy app,0.01431,4,FAIL
4,balanced,self-defeating,frosty,word__frosty,0.01742,1,FAIL
4,balanced,self-defeating,baconator,word__baconator,-0.015975,1,FAIL
4,balanced,self-defeating,baconator,word__breakfast baconator,-0.015975,2,FAIL
4,balanced,self-defeating,nuggs,word__nuggs,-0.012495,1,FAIL
4,balanced,self-defeating,nuggs,char__nuggs,-0.005059,2,FAIL
4,balanced,self-defeating,roast,word__nationalroastday,-0.021935,1,FAIL
4,balanced,self-defeating,roast,char__roast,-0.014406,2,FAIL
5,None,aggressive,wendy,word__wendy,-0.029947,1,FAIL
5,None,aggressive,wendy,char__wendy,-0.018,2,FAIL
5,None,aggressive,wendy,word__the wendy,-0.016055,3,FAIL
