seed,class_weight,class_label,diagnostic_token,feature,weight,rank_abs_weight,leakage_flag
18,None,aggressive,roast,word__roast,0.035715,3,FAIL
18,None,aggressive,roast,word__roasting,0.034591,4,FAIL
18,None,aggressive,roast,word__roast me,0.032395,5,FAIL
18,balanced,aggressive,wendy,word__the wendy,-0.030053,1,FAIL
18,balanced,aggressive,wendy,word__wendy app,-0.030053,2,FAIL
18,balanced,aggressive,wendy,word__me wendy,0.024471,3,FAIL
18,balanced,aggressive,wendy,word__wendy,-0.02431,4,FAIL
18,balanced,aggressive,wendy,char__wendy,-0.005992,5,FAIL
18,balanced,aggressive,frosty,word__mints frosty,0.024476,1,FAIL
18,balanced,aggressive,frosty,word__frosty,0.014403,2,FAIL
18,balanced,aggressive,baconator,word__baconator,0.003024,1,FAIL
18,balanced,aggressive,baconator,word__breakfast baconator,0.003024,2,FAIL
18,balanced,aggressive,nuggs,word__nuggs,-0.045019,1,FAIL
18,balanced,aggressive,nuggs,word__spicy nuggs,-0.031373,2,FAIL
18,balanced,aggressive,nuggs,char__nuggs,-0.018681,3,FAIL
18,balanced,aggressive,roast,word__nationalroastday,0.131631,1,FAIL
18,balanced,aggressive,roast,char__roast,0.054202,2,FAIL
18,balanced,aggressive,roast,word__roast,0.035715,3,FAIL
18,balanced,aggressive,roast,word__roasting,0.034591,4,FAIL
18,balanced,aggressive,roast,word__roast me,0.032395,5,FAIL
19,None,aggressive,wendy,word__me wendy,0.021342,1,FAIL
19,None,aggressive,wendy,word__is wendy,0.009426,2,FAIL
19,None,aggressive,wendy,word__wendys,0.00866,3,FAIL
19,None,aggressive,wendy,char__wendy,0.004743,4,FAIL
19,None,aggressive,wendy,word__wendy,-0.004715,5,FAIL
19,None,aggressive,wendys,word__wendys,0.00866,1,FAIL
19,None,aggressive,frosty,word__frosty,-0.025118,1,FAIL
19,None,aggressive,frosty,word__mints frosty,0.023704,2,FAIL
19,None,aggressive,baconator,word__baconator,-0.006543,1,FAIL
19,None,aggressive,baconator,word__breakfast baconator,0.001316,2,FAIL
19,None,aggressive,roast,word__nationalroastday,0.13531,1,FAIL
19,None,aggressive,roast,char__roast,0.064575,2,FAIL
19,None,aggressive,roast,word__roast,0.040436,3,FAIL
19,None,aggressive,roast,word__roasting,0.039272,4,FAIL
19,None,aggressive,roast,word__roast me,0.030043,5,FAIL
19,balanced,aggressive,wendy,word__me wendy,0.021342,1,FAIL
19,balanced,aggressive,wendy,word__is wendy,0.009426,2,FAIL
19,balanced,aggressive,wendy,word__wendys,0.00866,3,FAIL
19,balanced,aggressive,wendy,char__wendy,0.004743,4,FAIL
19,balanced,aggressive,wendy,word__wendy,-0.004715,5,FAIL
19,balanced,aggressive,wendys,word__wendys,0.00866,1,FAIL
19,balanced,aggressive,frosty,word__frosty,-0.025118,1,FAIL
19,balanced,aggressive,frosty,word__mints frosty,0.023704,2,FAIL
19,balanced,aggressive,baconator,word__baconator,-0.006543,1,FAIL
19,balanced,aggressive,baconator,word__breakfast baconator,0.001316,2,FAIL
19,balanced,aggressive,roast,word__nationalroastday,0.13531,1,FAIL
19,balanced,aggressive,roast,char__roast,0.064575,2,FAIL
19,balanced,aggressive,roast,word__roast,0.040436,3,FAIL
19,balanced,aggressive,roast,word__roasting,0.039272,4,FAIL
19,balanced,aggressive,roast,word__roast me,0.030043,5,FAIL
20,None,aggressive,wendy,word__wendysspicynuggs,-0.04192,1,FAIL
20,None,aggressive,wendy,word__wendy,-0.039201,2,FAIL
20,None,aggressive,wendy,word__verified wendysspicynuggs,-0.029221,3,FAIL
20,None,aggressive,wendy,word__me wendy,0.022716,4,FAIL
20,None,aggressive,wendy,word__wendy spicy,-0.022531,5,FAIL
20,None,aggressive,wendys,word__wendysspicynuggs,-0.04192,1,FAIL
20,None,aggressive,wendys,word__verified wendysspicynuggs,-0.029221,2,FAIL
20,None,aggressive,wendys,word__wendys,0.010094,3,FAIL
20,None,aggressive,frosty,word__mints frosty,0.024232,1,FAIL
20,None,aggressive,frosty,word__frosty,0.003804,2,FAIL
20,None,aggressive,nuggs,word__nuggs,-0.046762,1,FAIL
20,None,aggressive,nuggs,word__spicy nuggs,-0.046762,2,FAIL
20,None,aggressive,nuggs,word__wendysspicynuggs,-0.04192,3,FAIL
20,None,aggressive,nuggs,word__verified wendysspicynuggs,-0.029221,4,FAIL
20,None,aggressive,nuggs,char__nuggs,-0.023762,5,FAIL
20,None,aggressive,roast,word__nationalroastday,0.129462,1,FAIL
20,None,aggressive,roast,char__roast,0.046867,2,FAIL
20,None,aggressive,roast,word__roasting,0.034327,3,FAIL
20,None,aggressive,roast,word__roast me,0.030254,4,FAIL
20,None,aggressive,roast,word__roast,0.016457,5,FAIL
20,balanced,aggressive,wendy,word__wendysspicynuggs,-0.04192,1,FAIL
20,balanced,aggressive,wendy,word__wendy,-0.039201,2,FAIL
20,balanced,aggressive,wendy,word__verified wendysspicynuggs,-0.029221,3,FAIL
20,balanced,aggressive,wendy,word__me wendy,0.022716,4,FAIL
20,balanced,aggressive,wendy,word__wendy spicy,-0.022531,5,FAIL
20,balanced,aggressive,wendys,word__wendysspicynuggs,-0.04192,1,FAIL
20,balanced,aggressive,wendys,word__verified wendysspicynuggs,-0.029221,2,FAIL
20,balanced,aggressive,wendys,word__wendys,0.010094,3,FAIL
20,balanced,aggressive,frosty,word__mints frosty,0.024232,1,FAIL
20,balanced,aggressive,frosty,word__frosty,0.003804,2,FAIL
20,balanced,aggressive,nuggs,word__nuggs,-0.046762,1,FAIL
20,balanced,aggressive,nuggs,word__spicy nuggs,-0.046762,2,FAIL
20,balanced,aggressive,nuggs,word__wendysspicynuggs,-0.04192,3,FAIL
20,balanced,aggressive,nuggs,word__verified wendysspicynuggs,-0.029221,4,FAIL
20,balanced,aggressive,nuggs,char__nuggs,-0.023762,5,FAIL
20,balanced,aggressive,roast,word__nationalroastday,0.129462,1,FAIL
20,balanced,aggressive,roast,char__roast,0.046867,2,FAIL
20,balanced,aggressive,roast,word__roasting,0.034327,3,FAIL
20,balanced,aggressive,roast,word__roast me,0.030254,4,FAIL
20,balanced,aggressive,roast,word__roast,0.016457,5,FAIL
21,None,aggressive,wendy,word__wendysspicynuggs,-0.031329,1,FAIL
21,None,aggressive,wendy,word__me wendy,0.023906,2,FAIL
21,None,aggressive,wendy,word__wendy,0.009269,3,FAIL
21,None,aggressive,wendy,word__wendys,-0.00628,4,FAIL
21,None,aggressive,wendy,word__the wendy,0.005222,5,FAIL
21,None,aggressive,wendys,word__wendysspicynuggs,-0.031329,1,FAIL
21,None,aggressive,wendys,word__wendys,-0.00628,2,FAIL
21,None,aggressive,frosty,word__mints frosty,0.024238,1,FAIL
21,None,aggressive,frosty,word__frosty,0.000287,2,FAIL
21,None,aggressive,nuggs,word__nuggs,-0.033913,1,FAIL
21,None,aggressive,nuggs,word__wendysspicynuggs,-0.031329,2,FAIL
21,None,aggressive,nuggs,char__nuggs,-0.017969,3,FAIL
21,None,aggressive,roast,word__nationalroastday,0.130676,1,FAIL
21,None,aggressive,roast,word__roasting,0.042659,2,FAIL
21,None,aggressive,roast,char__roast,0.042642,3,FAIL
21,None,aggressive,roast,word__roast me,0.03194,4,FAIL
21,None,aggressive,roast,word__roasted,-0.02626,5,FAIL
21,balanced,aggressive,wendy,word__wendysspicynuggs,-0.031329,1,FAIL
21,balanced,aggressive,wendy,word__me wendy,0.023906,2,FAIL
21,balanced,aggressive,wendy,word__wendy,0.009269,3,FAIL
21,balanced,aggressive,wendy,word__wendys,-0.00628,4,FAIL
21,balanced,aggressive,wendy,word__the wendy,0.005222,5,FAIL
21,balanced,aggressive,wendys,word__wendysspicynuggs,-0.031329,1,FAIL
21,balanced,aggressive,wendys,word__wendys,-0.00628,2,FAIL
21,balanced,aggressive,frosty,word__mints frosty,0.024238,1,FAIL
21,balanced,aggressive,frosty,word__frosty,0.000287,2,FAIL
21,balanced,aggressive,nuggs,word__nuggs,-0.033913,1,FAIL
21,balanced,aggressive,nuggs,word__wendysspicynuggs,-0.031329,2,FAIL
21,balanced,aggressive,nuggs,char__nuggs,-0.017969,3,FAIL
21,balanced,aggressive,roast,word__nationalroastday,0.130676,1,FAIL
21,balanced,aggressive,roast,word__roasting,0.042659,2,FAIL
21,balanced,aggressive,roast,char__roast,0.042642,3,FAIL
21,balanced,aggressive,roast,word__roast me,0.03194,4,FAIL
21,balanced,aggressive,roast,word__roasted,-0.02626,5,FAIL
22,None,aggressive,wendy,word__to wendy,-0.036018,1,FAIL
22,None,aggressive,wendy,word__me wendy,0.025178,2,FAIL
22,None,aggressive,wendy,word__the wendy,-0.02407,3,FAIL
22,None,aggressive,wendy,char__wendy,-0.013732,4,FAIL
22,None,aggressive,wendy,word__wendy,-0.009883,5,FAIL
22,None,aggressive,frosty,word__frosty,-0.03312,1,FAIL
22,None,aggressive,frosty,word__mints frosty,0.024986,2,FAIL
22,None,aggressive,baconator,word__baconator,0.002081,1,FAIL
22,None,aggressive,baconator,word__breakfast baconator,0.002081,2,FAIL
22,None,aggressive,roast,word__nationalroastday,0.138839,1,FAIL
22,None,aggressive,roast,char__roast,0.058067,2,FAIL
22,None,aggressive,roast,word__roast,0.044167,3,FAIL
22,None,aggressive,roast,word__roasting,0.044113,4,FAIL
22,None,aggressive,roast,word__roast me,0.033008,5,FAIL
22,balanced,aggressive,wendy,word__to wendy,-0.036018,1,FAIL
22,balanced,aggressive,wendy,word__me wendy,0.025178,2,FAIL
22,balanced,aggressive,wendy,word__the wendy,-0.02407,3,FAIL
22,balanced,aggressive,wendy,char__wendy,-0.013732,4,FAIL
22,balanced,aggressive,wendy,word__wendy,-0.009883,5,FAIL
22,balanced,aggressive,frosty,word__frosty,-0.03312,1,FAIL
22,balanced,aggressive,frosty,word__mints frosty,0.024986,2,FAIL
22,balanced,aggressive,baconator,word__baconator,0.002081,1,FAIL
22,balanced,aggressive,baconator,word__breakfast baconator,0.002081,2,FAIL
22,balanced,aggressive,roast,word__nationalroastday,0.138839,1,FAIL
22,balanced,aggressive,roast,char__roast,0.058067,2,FAIL
22,balanced,aggressive,roast,word__roast,0.044167,3,FAIL
22,balanced,aggressive,roast,word__roasting,0.044113,4,FAIL
22,balanced,aggressive,roast,word__roast me,0.033008,5,FAIL
23,None,aggressive,wendy,word__me wendy,0.023074,1,FAIL
23,None,aggressive,wendy,word__the wendy,-0.015147,2,FAIL
23,None,aggressive,wendy,word__is wendy,-0.011487,3,FAIL
23,None,aggressive,wendy,word__wendy,0.007433,4,FAIL
23,None,aggressive,wendy,char__wendy,0.002507,5,FAIL
23,None,aggressive,frosty,word__frosty,0.038092,1,FAIL
23,None,aggressive,frosty,word__mints frosty,0.023445,2,FAIL
23,None,aggressive,baconator,word__baconator,-0.016036,1,FAIL
23,None,aggressive,roast,word__nationalroastday,0.128745,1,FAIL
23,None,aggressive,roast,char__roast,0.045142,2,FAIL
23,None,aggressive,roast,word__roasting,0.042475,3,FAIL
23,None,aggressive,roast,word__roast me,0.031182,4,FAIL
23,None,aggressive,roast,word__roast,-0.007784,5,FAIL
23,balanced,aggressive,wendy,word__me wendy,0.023074,1,FAIL
23,balanced,aggressive,wendy,word__the wendy,-0.015147,2,FAIL
23,balanced,aggressive,wendy,word__is wendy,-0.011487,3,FAIL
23,balanced,aggressive,wendy,word__wendy,0.007433,4,FAIL
23,balanced,aggressive,wendy,char__wendy,0.002507,5,FAIL
23,balanced,aggressive,frosty,word__frosty,0.038092,1,FAIL
23,balanced,aggressive,frosty,word__mints frosty,0.023445,2,FAIL
23,balanced,aggressive,baconator,word__baconator,-0.016036,1,FAIL
23,balanced,aggressive,roast,word__nationalroastday,0.128745,1,FAIL
23,balanced,aggressive,roast,char__roast,0.045142,2,FAIL
23,balanced,aggressive,roast,word__roasting,0.042475,3,FAIL
23,balanced,aggressive,roast,word__roast me,0.031182,4,FAIL
23,balanced,aggressive,roast,word__roast,-0.007784,5,FAIL
24,None,aggressive,wendy,word__wendy,-0.02332,1,FAIL
24,None,aggressive,wendy,word__me wendy,0.022304,2,FAIL
24,None,aggressive,wendy,word__to wendy,-0.01807,3,FAIL
24,None,aggressive,wendy,word__wendy and,-0.01807,4,FAIL
24,None,aggressive,wendy,word__the wendy,-0.016172,5,FAIL
24,None,aggressive,frosty,word__mints frosty,0.025194,1,FAIL
24,None,aggressive,frosty,word__frosty,0.017812,2,FAIL
24,None,aggressive,baconator,word__baconator,-0.021693,1,FAIL
24,None,aggressive,baconator,word__baconator with,-0.01807,2,FAIL
24,None,aggressive,baconator,word__breakfast baconator,-0.005963,3,FAIL
24,None,aggressive,roast,word__nationalroastday,0.131258,1,FAIL
24,None,aggressive,roast,char__roast,0.04653,2,FAIL
24,None,aggressive,roast,word__roasting,0.040212,3,FAIL
24,None,aggressive,roast,word__roasted,-0.032354,4,FAIL
24,None,aggressive,roast,word__roast me,0.031166,5,FAIL
24,balanced,aggressive,wendy,word__wendy,-0.02332,1,FAIL
24,balanced,aggressive,wendy,word__me wendy,0.022304,2,FAIL
24,balanced,aggressive,wendy,word__to wendy,-0.01807,3,FAIL
24,balanced,aggressive,wendy,word__wendy and,-0.01807,4,FAIL
24,balanced,aggressive,wendy,word__the wendy,-0.016172,5,FAIL
24,balanced,aggressive,frosty,word__mints frosty,0.025194,1,FAIL
24,balanced,aggressive,frosty,word__frosty,0.017812,2,FAIL
24,balanced,aggressive,baconator,word__baconator,-0.021693,1,FAIL
24,balanced,aggressive,baconator,word__baconator with,-0.01807,2,FAIL
24,balanced,aggressive,baconator,word__breakfast baconator,-0.005963,3,FAIL
24,balanced,aggressive,roast,word__nationalroastday,0.131258,1,FAIL
24,balanced,aggressive,roast,char__roast,0.04653,2,FAIL
24,balanced,aggressive,roast,word__roasting,0.040212,3,FAIL
24,balanced,aggressive,roast,word__roasted,-0.032354,4,FAIL
24,balanced,aggressive,roast,word__roast me,0.031166,5,FAIL
25,None,aggressive,wendy,word__me wendy,0.024331,1,FAIL
25,None,aggressive,wendy,word__to wendy,-0.018278,2,FAIL
25,None,aggressive,wendy,word__wendy and,-0.018278,3,FAIL
25,None,aggressive,wendy,word__wendy,0.015808,4,FAIL
25,None,aggressive,wendy,char__wendy,0.006065,5,FAIL
25,None,aggressive,frosty,word__mints frosty,0.024738,1,FAIL
25,None,aggressive,frosty,word__frosty,0.010083,2,FAIL
25,None,aggressive,baconator,word__baconator with,-0.018278,1,FAIL
25,None,aggressive,baconator,word__baconator,-0.011216,2,FAIL
25,None,aggressive,baconator,word__breakfast baconator,-0.004882,3,FAIL
25,None,aggressive,nuggs,word__nuggs,-0.035519,1,FAIL
25,None,aggressive,nuggs,char__nuggs,-0.013169,2,FAIL
25,None,aggressive,roast,word__nationalroastday,0.1283,1,FAIL
25,None,aggressive,roast,char__roast,0.052142,2,FAIL
25,None,aggressive,roast,word__roasting,0.034657,3,FAIL
25,None,aggressive,roast,word__roast me,0.032353,4,FAIL
25,None,aggressive,roast,word__roast,0.01893,5,FAIL
25,balanced,aggressive,wendy,word__me wendy,0.024331,1,FAIL
25,balanced,aggressive,wendy,word__to wendy,-0.018278,2,FAIL
25,balanced,aggressive,wendy,word__wendy and,-0.018278,3,FAIL
25,balanced,aggressive,wendy,word__wendy,0.015808,4,FAIL
25,balanced,aggressive,wendy,char__wendy,0.006065,5,FAIL
25,balanced,aggressive,frosty,word__mints frosty,0.024738,1,FAIL
25,balanced,aggressive,frosty,word__frosty,0.010083,2,FAIL
25,balanced,aggressive,baconator,word__baconator with,-0.018278,1,FAIL
25,balanced,aggressive,baconator,word__baconator,-0.011216,2,FAIL
25,balanced,aggressive,baconator,word__breakfast baconator,-0.004882,3,FAIL
25,balanced,aggressive,nuggs,word__nuggs,-0.035519,1,FAIL
25,balanced,aggressive,nuggs,char__nuggs,-0.013169,2,FAIL
25,balanced,aggressive,roast,word__nationalroastday,0.1283,1,FAIL
25,balanced,aggressive,roast,char__roast,0.052142,2,FAIL
25,balanced,aggressive,roast,word__roasting,0.034657,3,FAIL
25,balanced,aggressive,roast,word__roast me,0.032353,4,FAIL
25,balanced,aggressive,roast,word__roast,0.01893,5,FAIL
26,None,aggressive,wendy,word__wendy,-0.050171,1,FAIL
26,None,aggressive,wendy,word__the wendy,-0.03049,2,FAIL
26,None,aggressive,wendy,word__me wendy,0.024219,3,FAIL
26,None,aggressive,wendy,char__wendy,-0.023088,4,FAIL
26,None,aggressive,wendy,word__wendys,0.009109,5,FAIL
26,None,aggressive,wendys,word__wendys,0.009109,1,FAIL
26,None,aggressive,frosty,word__mints frosty,0.024215,1,FAIL
26,None,aggressive,frosty,word__frosty,0.00948,2,FAIL
26,None,aggressive,roast,word__nationalroastday,0.12537,1,FAIL
26,None,aggressive,roast,char__roast,0.049253,2,FAIL
26,None,aggressive,roast,word__roasting,0.033076,3,FAIL
26,None,aggressive,roast,word__roast me,0.032587,4,FAIL
26,None,aggressive,roast,word__roast,0.021366,5,FAIL
26,balanced,aggressive,wendy,word__wendy,-0.050171,1,FAIL
26,balanced,aggressive,wendy,word__the wendy,-0.03049,2,FAIL
26,balanced,aggressive,wendy,word__me wendy,0.024219,3,FAIL
26,balanced,aggressive,wendy,char__wendy,-0.023088,4,FAIL
26,balanced,aggressive,wendy,word__wendys,0.009109,5,FAIL
26,balanced,aggressive,wendys,word__wendys,0.009109,1,FAIL
26,balanced,aggressive,frosty,word__mints frosty,0.024215,1,FAIL
26,balanced,aggressive,frosty,word__frosty,0.00948,2,FAIL
26,balanced,aggressive,roast,word__nationalroastday,0.12537,1,FAIL
26,balanced,aggressive,roast,char__roast,0.049253,2,FAIL
26,balanced,aggressive,roast,word__roasting,0.033076,3,FAIL
26,balanced,aggressive,roast,word__roast me,0.032587,4,FAIL
26,balanced,aggressive,roast,word__roast,0.021366,5,FAIL
27,None,aggressive,wendy,word__me wendy,0.024551,1,FAIL
27,None,aggressive,wendy,word__to wendy,-0.018234,2,FAIL
27,None,aggressive,wendy,word__wendy and,-0.018234,3,FAIL
27,None,aggressive,wendy,word__wendy,-0.015768,4,FAIL
27,None,aggressive,wendy,word__is wendy,-0.006874,5,FAIL
27,None,aggressive,frosty,word__frosty,0.028103,1,FAIL
27,None,aggressive,frosty,word__mints frosty,0.024693,2,FAIL
27,None,aggressive,baconator,word__baconator with,-0.018234,1,FAIL
27,None,aggressive,baconator,word__baconator,-0.011931,2,FAIL
27,None,aggressive,baconator,word__breakfast baconator,-0.005352,3,FAIL
27,None,aggressive,roast,word__nationalroastday,0.139117,1,FAIL
27,None,aggressive,roast,char__roast,0.056485,2,FAIL
27,None,aggressive,roast,word__roasting,0.045622,3,FAIL
27,None,aggressive,roast,word__roast me,0.033054,4,FAIL
27,None,aggressive,roast,word__roast,0.018076,5,FAIL
27,balanced,aggressive,wendy,word__me wendy,0.024551,1,FAIL
27,balanced,aggressive,wendy,word__to wendy,-0.018234,2,FAIL
27,balanced,aggressive,wendy,word__wendy and,-0.018234,3,FAIL
27,balanced,aggressive,wendy,word__wendy,-0.015768,4,FAIL
27,balanced,aggressive,wendy,word__is wendy,-0.006874,5,FAIL
27,balanced,aggressive,frosty,word__frosty,0.028103,1,FAIL
27,balanced,aggressive,frosty,word__mints frosty,0.024693,2,FAIL
27,balanced,aggressive,baconator,word__baconator with,-0.018234,1,FAIL
27,balanced,aggressive,baconator,word__baconator,-0.011931,2,FAIL
27,balanced,aggressive,baconator,word__breakfast baconator,-0.005352,3,FAIL
27,balanced,aggressive,roast,word__nationalroastday,0.139117,1,FAIL
27,balanced,aggressive,roast,char__roast,0.056485,2,FAIL
27,balanced,aggressive,roast,word__roasting,0.045622,3,FAIL
27,balanced,aggressive,roast,word__roast me,0.033054,4,FAIL
27,balanced,aggressive,roast,word__roast,0.018076,5,FAIL
28,None,aggressive,wendy,word__wendy,-0.05408,1,FAIL
28,None,aggressive,wendy,word__at wendy,-0.030008,2,FAIL
28,None,aggressive,wendy,word__me wendy,0.024669,3,FAIL
28,None,aggressive,wendy,char__wendy,-0.023549,4,FAIL
28,None,aggressive,wendy,word__the wendy,-0.021949,5,FAIL
28,None,aggressive,frosty,word__frosty,0.03958,1,FAIL
28,None,aggressive,frosty,word__mints frosty,0.023764,2,FAIL
28,None,aggressive,baconator,word__baconator with,-0.018281,1,FAIL
28,None,aggressive,baconator,word__baconator,-0.011497,2,FAIL
28,None,aggressive,baconator,word__breakfast baconator,-0.005197,3,FAIL
28,None,aggressive,roast,word__nationalroastday,0.130076,1,FAIL
28,None,aggressive,roast,char__roast,0.042019,2,FAIL
28,None,aggressive,roast,word__roasting,0.034271,3,FAIL
28,None,aggressive,roast,word__roasted,-0.033762,4,FAIL
28,None,aggressive,roast,word__roast me,0.032842,5,FAIL
28,balanced,aggressive,wendy,word__wendy,-0.05408,1,FAIL
28,balanced,aggressive,wendy,word__at wendy,-0.030008,2,FAIL
28,balanced,aggressive,wendy,word__me wendy,0.024669,3,FAIL
28,balanced,aggressive,wendy,char__wendy,-0.023549,4,FAIL
28,balanced,aggressive,wendy,word__the wendy,-0.021949,5,FAIL
28,balanced,aggressive,frosty,word__frosty,0.03958,1,FAIL
28,balanced,aggressive,frosty,word__mints frosty,0.023764,2,FAIL
28,balanced,aggressive,baconator,word__baconator with,-0.018281,1,FAIL
28,balanced,aggressive,baconator,word__baconator,-0.011497,2,FAIL
28,balanced,aggressive,baconator,word__breakfast baconator,-0.005197,3,FAIL
28,balanced,aggressive,roast,word__nationalroastday,0.130076,1,FAIL
28,balanced,aggressive,roast,char__roast,0.042019,2,FAIL
28,balanced,aggressive,roast,word__roasting,0.034271,3,FAIL
28,balanced,aggressive,roast,word__roasted,-0.033762,4,FAIL
28,balanced,aggressive,roast,word__roast me,0.032842,5,FAIL
29,None,aggressive,wendy,word__the wendy,-0.025324,1,FAIL
29,None,aggressive,wendy,word__wendy app,-0.025324,2,FAIL
29,None,aggressive,wendy,word__me wendy,0.021811,3,FAIL
29,None,aggressive,wendy,word__wendy,-0.008861,4,FAIL
29,None,aggressive,wendy,char__wendy,-0.002167,5,FAIL
29,None,aggressive,frosty,word__mints frosty,0.024013,1,FAIL
29,None,aggressive,frosty,word__frosty,-0.008629,2,FAIL
29,None,aggressive,baconator,word__baconator,0.002152,1,FAIL
29,None,aggressive,baconator,word__breakfast baconator,0.002152,2,FAIL
29,None,aggressive,nuggs,word__nuggs,-0.022588,1,FAIL
29,None,aggressive,roast,word__nationalroastday,0.133057,1,FAIL
29,None,aggressive,roast,char__roast,0.051019,2,FAIL
29,None,aggressive,roast,word__roasting,0.040793,3,FAIL
29,None,aggressive,roast,word__roasted,-0.029924,4,FAIL
29,None,aggressive,roast,word__roast me,0.029798,5,FAIL
29,balanced,aggressive,wendy,word__the wendy,-0.025324,1,FAIL
29,balanced,aggressive,wendy,word__wendy app,-0.025324,2,FAIL
29,balanced,aggressive,wendy,word__me wendy,0.021811,3,FAIL
29,balanced,aggressive,wendy,word__wendy,-0.008861,4,FAIL
29,balanced,aggressive,wendy,char__wendy,-0.002167,5,FAIL
29,balanced,aggressive,frosty,word__mints frosty,0.024013,1,FAIL
29,balanced,aggressive,frosty,word__frosty,-0.008629,2,FAIL
29,balanced,aggressive,baconator,word__baconator,0.002152,1,FAIL
29,balanced,aggressive,baconator,word__breakfast baconator,0.002152,2,FAIL
29,balanced,aggressive,nuggs,word__nuggs,-0.022588,1,FAIL
29,balanced,aggressive,roast,word__nationalroastday,0.133057,1,FAIL
29,balanced,aggressive,roast,char__roast,0.051019,2,FAIL
29,balanced,aggressive,roast,word__roasting,0.040793,3,FAIL
29,balanced,aggressive,roast,word__roasted,-0.029924,4,FAIL
29,balanced,aggressive,roast,word__roast me,0.029798,5,FAIL
