task,weight_setting,class_label,diagnostic_token,feature,weight,rank_abs_weight,leakage_flag
aggressive_detector,W50,aggressive,nuggs,word__wendysspicynuggs,-0.011608,4,FAIL
aggressive_detector,W50,aggressive,nuggs,word__verified wendysspicynuggs,-0.00803,5,FAIL
aggressive_detector,W50,aggressive,roast,word__nationalroastday,0.23855,1,FAIL
aggressive_detector,W50,aggressive,roast,char__roast,0.123998,2,FAIL
aggressive_detector,W50,aggressive,roast,word__roasting,0.10056,3,FAIL
aggressive_detector,W50,aggressive,roast,word__roast me,0.055302,4,FAIL
aggressive_detector,W50,aggressive,roast,word__roast,0.053622,5,FAIL
type_4class,W75,aggressive,wendy,word__me wendy,0.052116,1,FAIL
type_4class,W75,aggressive,wendy,word__wendys,0.03334,2,FAIL
type_4class,W75,aggressive,wendy,word__is wendy,0.023769,3,FAIL
type_4class,W75,aggressive,wendy,word__wendysspicynuggs,-0.01727,4,FAIL
type_4class,W75,aggressive,wendy,word__to wendy,-0.016576,5,FAIL
type_4class,W75,aggressive,wendys,word__wendys,0.03334,1,FAIL
type_4class,W75,aggressive,wendys,word__wendysspicynuggs,-0.01727,2,FAIL
type_4class,W75,aggressive,wendys,word__verified wendysspicynuggs,-0.01197,3,FAIL
type_4class,W75,aggressive,frosty,word__mints frosty,0.060342,1,FAIL
type_4class,W75,aggressive,frosty,word__frosty,0.025406,2,FAIL
type_4class,W75,aggressive,frosty,word__vanilla frosty,-0.015817,3,FAIL
type_4class,W75,aggressive,baconator,word__breakfast baconator,0.018328,1,FAIL
type_4class,W75,aggressive,baconator,word__baconator with,-0.008053,2,FAIL
type_4class,W75,aggressive,baconator,word__baconator,-0.001929,3,FAIL
type_4class,W75,aggressive,nuggs,word__nuggs,-0.031498,1,FAIL
type_4class,W75,aggressive,nuggs,char__nuggs,-0.019927,2,FAIL
type_4class,W75,aggressive,nuggs,word__spicy nuggs,-0.019528,3,FAIL
type_4class,W75,aggressive,nuggs,word__wendysspicynuggs,-0.01727,4,FAIL
type_4class,W75,aggressive,nuggs,word__verified wendysspicynuggs,-0.01197,5,FAIL
type_4class,W75,aggressive,roast,word__nationalroastday,0.289584,1,FAIL
type_4class,W75,aggressive,roast,char__roast,0.145808,2,FAIL
type_4class,W75,aggressive,roast,word__roasting,0.108236,3,FAIL
type_4class,W75,aggressive,roast,word__roast me,0.068774,4,FAIL
type_4class,W75,aggressive,roast,word__roast,0.055257,5,FAIL
type_4class,W75,affiliative,wendy,word__wendy,-0.05483,1,FAIL
type_4class,W75,affiliative,wendy,word__is wendy,-0.049391,2,FAIL
type_4class,W75,affiliative,wendy,word__the wendy,0.048212,3,FAIL
type_4class,W75,affiliative,wendy,word__wendysspicynuggs,-0.027425,4,FAIL
type_4class,W75,affiliative,wendy,char__wendy,-0.021312,5,FAIL
type_4class,W75,affiliative,wendys,word__wendysspicynuggs,-0.027425,1,FAIL
type_4class,W75,affiliative,wendys,word__verified wendysspicynuggs,-0.019106,2,FAIL
type_4class,W75,affiliative,wendys,word__wendys,-0.011653,3,FAIL
type_4class,W75,affiliative,frosty,word__frosty,-0.05296,1,FAIL
type_4class,W75,affiliative,frosty,word__vanilla frosty,-0.023,2,FAIL
type_4class,W75,affiliative,frosty,word__mints frosty,-0.016312,3,FAIL
type_4class,W75,affiliative,baconator,word__baconator,0.025872,1,FAIL
type_4class,W75,affiliative,baconator,word__breakfast baconator,-0.000589,2,FAIL
type_4class,W75,affiliative,baconator,word__baconator with,1.8e-05,3,FAIL
type_4class,W75,affiliative,nuggs,word__wendysspicynuggs,-0.027425,1,FAIL
type_4class,W75,affiliative,nuggs,word__verified wendysspicynuggs,-0.019106,2,FAIL
type_4class,W75,affiliative,nuggs,word__spicy nuggs,-0.016575,3,FAIL
type_4class,W75,affiliative,nuggs,char__nuggs,-0.011025,4,FAIL
type_4class,W75,affiliative,nuggs,word__nuggs,-0.008097,5,FAIL
type_4class,W75,affiliative,roast,word__nationalroastday,-0.072852,1,FAIL
type_4class,W75,affiliative,roast,char__roast,-0.042159,2,FAIL
type_4class,W75,affiliative,roast,word__roasting,-0.023982,3,FAIL
type_4class,W75,affiliative,roast,word__roast me,-0.020999,4,FAIL
type_4class,W75,affiliative,roast,word__roasted,-0.020244,5,FAIL
type_4class,W75,self-enhancing,wendy,word__the wendy,-0.055072,1,FAIL
type_4class,W75,self-enhancing,wendy,word__wendysspicynuggs,0.042623,2,FAIL
type_4class,W75,self-enhancing,wendy,word__wendy app,-0.038821,3,FAIL
type_4class,W75,self-enhancing,wendy,word__to wendy,0.03283,4,FAIL
type_4class,W75,self-enhancing,wendy,word__verified wendysspicynuggs,0.029315,5,FAIL
type_4class,W75,self-enhancing,wendys,word__wendysspicynuggs,0.042623,1,FAIL
type_4class,W75,self-enhancing,wendys,word__verified wendysspicynuggs,0.029315,2,FAIL
type_4class,W75,self-enhancing,wendys,word__wendys,-0.002059,3,FAIL
type_4class,W75,self-enhancing,frosty,word__frosty,0.031935,1,FAIL
type_4class,W75,self-enhancing,frosty,word__mints frosty,-0.013774,2,FAIL
type_4class,W75,self-enhancing,frosty,word__vanilla frosty,0.005591,3,FAIL
type_4class,W75,self-enhancing,baconator,word__baconator,-0.018598,1,FAIL
type_4class,W75,self-enhancing,baconator,word__baconator with,0.006272,2,FAIL
type_4class,W75,self-enhancing,baconator,word__breakfast baconator,-0.005659,3,FAIL
type_4class,W75,self-enhancing,nuggs,word__wendysspicynuggs,0.042623,1,FAIL
type_4class,W75,self-enhancing,nuggs,word__nuggs,0.032857,2,FAIL
type_4class,W75,self-enhancing,nuggs,word__spicy nuggs,0.032554,3,FAIL
type_4class,W75,self-enhancing,nuggs,word__verified wendysspicynuggs,0.029315,4,FAIL
type_4class,W75,self-enhancing,nuggs,char__nuggs,0.027176,5,FAIL
type_4class,W75,self-enhancing,roast,word__nationalroastday,-0.089562,1,FAIL
type_4class,W75,self-enhancing,roast,word__roasted,0.046211,2,FAIL
type_4class,W75,self-enhancing,roast,char__roast,-0.032288,3,FAIL
type_4class,W75,self-enhancing,roast,word__roasting,-0.030324,4,FAIL
type_4class,W75,self-enhancing,roast,word__to roast,-0.021922,5,FAIL
type_4class,W75,self-defeating,wendy,word__wendy,0.2692,1,FAIL
type_4class,W75,self-defeating,wendy,char__wendy,0.131351,2,FAIL
type_4class,W75,self-defeating,wendy,word__up wendy,0.081464,3,FAIL
type_4class,W75,self-defeating,wendy,word__is wendy,0.078915,4,FAIL
type_4class,W75,self-defeating,wendy,word__wendy app,0.078487,5,FAIL
type_4class,W75,self-defeating,wendys,word__wendysspicynuggs,-0.014925,1,FAIL
type_4class,W75,self-defeating,wendys,word__wendys,-0.013792,2,FAIL
type_4class,W75,self-defeating,wendys,word__verified wendysspicynuggs,-0.009979,3,FAIL
type_4class,W75,self-defeating,frosty,word__vanilla frosty,0.133843,1,FAIL
type_4class,W75,self-defeating,frosty,word__frosty,0.058627,2,FAIL
type_4class,W75,self-defeating,frosty,word__mints frosty,-0.00926,3,FAIL
type_4class,W75,self-defeating,baconator,word__baconator,-0.027768,1,FAIL
type_4class,W75,self-defeating,baconator,word__breakfast baconator,-0.013192,2,FAIL
type_4class,W75,self-defeating,baconator,word__baconator with,-0.006714,3,FAIL
type_4class,W75,self-defeating,nuggs,word__nuggs,-0.026675,1,FAIL
type_4class,W75,self-defeating,nuggs,char__nuggs,-0.016958,2,FAIL
type_4class,W75,self-defeating,nuggs,word__spicy nuggs,-0.016784,3,FAIL
type_4class,W75,self-defeating,nuggs,word__wendysspicynuggs,-0.014925,4,FAIL
type_4class,W75,self-defeating,nuggs,word__verified wendysspicynuggs,-0.009979,5,FAIL
type_4class,W75,self-defeating,roast,word__nationalroastday,-0.054107,1,FAIL
type_4class,W75,self-defeating,roast,char__roast,-0.050066,2,FAIL
type_4class,W75,self-defeating,roast,word__roast,-0.038484,3,FAIL
type_4class,W75,self-defeating,roast,word__roasted,-0.025388,4,FAIL
type_4class,W75,self-defeating,roast,word__roasting,-0.017635,5,FAIL
aggressive_detector,W75,aggressive,wendy,word__me wendy,0.052116,1,FAIL
aggressive_detector,W75,aggressive,wendy,word__wendys,0.03334,2,FAIL
aggressive_detector,W75,aggressive,wendy,word__is wendy,0.023769,3,FAIL
aggressive_detector,W75,aggressive,wendy,word__wendysspicynuggs,-0.01727,4,FAIL
aggressive_detector,W75,aggressive,wendy,word__to wendy,-0.016576,5,FAIL
aggressive_detector,W75,aggressive,wendys,word__wendys,0.03334,1,FAIL
aggressive_detector,W75,aggressive,wendys,word__wendysspicynuggs,-0.01727,2,FAIL
aggressive_detector,W75,aggressive,wendys,word__verified wendysspicynuggs,-0.01197,3,FAIL
aggressive_detector,W75,aggressive,frosty,word__mints frosty,0.060342,1,FAIL
aggressive_detector,W75,aggressive,frosty,word__frosty,0.025406,2,FAIL
aggressive_detector,W75,aggressive,frosty,word__vanilla frosty,-0.015817,3,FAIL
aggressive_detector,W75,aggressive,baconator,word__breakfast baconator,0.018328,1,FAIL
aggressive_detector,W75,aggressive,baconator,word__baconator with,-0.008053,2,FAIL
aggressive_detector,W75,aggressive,baconator,word__baconator,-0.001929,3,FAIL
aggressive_detector,W75,aggressive,nuggs,word__nuggs,-0.031498,1,FAIL
aggressive_detector,W75,aggressive,nuggs,char__nuggs,-0.019927,2,FAIL
aggressive_detector,W75,aggressive,nuggs,word__spicy nuggs,-0.019528,3,FAIL
aggressive_detector,W75,aggressive,nuggs,word__wendysspicynuggs,-0.01727,4,FAIL
aggressive_detector,W75,aggressive,nuggs,word__verified wendysspicynuggs,-0.01197,5,FAIL
aggressive_detector,W75,aggressive,roast,word__nationalroastday,0.289584,1,FAIL
aggressive_detector,W75,aggressive,roast,char__roast,0.145808,2,FAIL
aggressive_detector,W75,aggressive,roast,word__roasting,0.108236,3,FAIL
aggressive_detector,W75,aggressive,roast,word__roast me,0.068774,4,FAIL
aggressive_detector,W75,aggressive,roast,word__roast,0.055257,5,FAIL
