fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
46,PepsiCo,@pepsico,https://x.com/pepsico,primary,1,success,30,,,2026-06-12T14:30:50.135461+00:00,2026-06-12T14:30:56.903514+00:00
