fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
59,MetLife,1,primary,@metlife,https://x.com/metlife,data/raw/fortune_x_2025_ranked/059_metlife/accounts/01_primary_metlife,true,success,15,,,2026-06-12T16:57:11.086882+00:00,2026-06-12T16:57:18.135650+00:00
