model_family,candidate_status,leakage_flag,model_a_primary_metric,model_b_primary_metric,notes
4class_type,retain_type_model_a_candidate,FAIL,0.3885,0.4194,candidate only; not deployed
aggressive_detector,retain_aggressive_detector_a_candidate,FAIL,0.2002,0.4356,candidate only; not deployed
