fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
18,Elevance Health,1,primary,@elevancehealth,https://x.com/elevancehealth,data/raw/fortune_x_2025_ranked/018_elevance_health/accounts/01_primary_elevancehealth,true,success,15,,,2026-06-12T16:33:19.261264+00:00,2026-06-12T16:33:25.611286+00:00
