fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
76,Galaxy Digital,1,primary,@galaxydigital,https://x.com/galaxydigital,data/raw/fortune_x_2025_ranked/076_galaxy_digital/accounts/01_primary_galaxydigital,true,success,15,,,2026-06-12T17:06:10.604083+00:00,2026-06-12T17:06:16.326440+00:00
