fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,error_type,error_message,started_at,completed_at
80,Performance Food Group,1,primary,@PFGCareers,https://x.com/PFGCareers,data/raw/fortune_x_2025_ranked/080_performance_food_group/accounts/01_primary_pfgcareers,true,success,3,,,2026-06-12T17:07:35.216593+00:00,2026-06-12T17:09:39.966309+00:00
