brand,brand_slug,source_account,post_id,tweet_url,created_at,text,likes,replies,retweets,quotes,total_engagement,log_total_engagement,text_length,word_count,has_url,hashtag_count,mention_count,sentiment_label,sentiment_score,humor_type,humor_score,topic_id,topic_score,is_viral,viral_threshold_brand_p95
Wendy's,wendys,@Wendys,2065192194277818396,https://x.com/Wendys/status/2065192194277818396,Thu Jun 11 21:59:23 +0000 2026,if u dress up i will love u forever. Come experience the most bananas drive-thru ever. https://t.co/FDvzC4JTr1,394,36,69,9,508,6.2324480165505225,110,21,1,0,0,positive,0.7957189679145813,Non-humorous brand message,0.40134546160697937,5,2.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2064726596179706275,https://x.com/Wendys/status/2064726596179706275,Wed Jun 10 15:09:15 +0000 2026,"Her: Gimme 10
Me: minutes or nuggets?",500,82,38,8,628,6.444131256700441,37,7,0,0,0,negative,0.4696725904941559,Non-humorous brand message,0.4600815176963806,1,1.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2064504139749417369,https://x.com/Wendys/status/2064504139749417369,Wed Jun 10 00:25:18 +0000 2026,What does one wear to meet a minion,411,75,25,7,518,6.251903883165888,35,8,0,0,0,negative,0.47348955273628235,Non-humorous brand message,0.44573384523391724,,0.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2063002561263640786,https://x.com/Wendys/status/2063002561263640786,Fri Jun 05 20:58:33 +0000 2026,"The KPIs, ROIs, and LOLs are about to go off the charts.
Congratulations to our NEW Chief Tasting Officer Amber Luster 🎉🎉🎉 We can’t wait to see all the incredible things you do with your title. 

And thank you to all our fans who submitted an application❤️ https://t.co/WxU0LzL72Z",207,46,16,1,270,5.602118820879701,280,51,1,0,0,positive,0.9990798830986023,Self-enhancing humor,0.6928160190582275,,0.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2061565494453555359,https://x.com/Wendys/status/2061565494453555359,Mon Jun 01 21:48:10 +0000 2026,"Came for a Frosty, stayed for the door to the backrooms https://t.co/0BMCyHc7XK",645,76,52,11,784,6.665683717782408,79,15,1,0,0,negative,0.9139561653137207,Non-humorous brand message,0.34517616033554077,2,1.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2060433958609813857,https://x.com/Wendys/status/2060433958609813857,Fri May 29 18:51:51 +0000 2026,"Y’all nearly crashed the system with all your applications, but we’ve finally made our top selections. Stay tuned for an announcement coming real soon 👀👀👀 https://t.co/f6wqnO0yeF",152,62,21,7,242,5.493061443340548,178,30,1,0,0,negative,0.46079131960868835,Non-humorous brand message,0.275149941444397,,0.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2060406022825554333,https://x.com/Wendys/status/2060406022825554333,Fri May 29 17:00:50 +0000 2026,50% off on Sat &amp; Sun too 💅,48,10,8,0,66,4.204692619390966,30,7,0,0,0,negative,0.46699607372283936,Non-humorous brand message,0.3598176836967468,,0.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2060405944735957384,https://x.com/Wendys/status/2060405944735957384,Fri May 29 17:00:32 +0000 2026,rich asf craving the new Ice Spicy Meal on DoorDash https://t.co/kVe28gJjYt,155,59,27,4,245,5.5053315359323625,75,14,1,0,0,positive,0.7102922201156616,Self-enhancing humor,0.9497113227844238,3,1.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2060393163458498982,https://x.com/Wendys/status/2060393163458498982,Fri May 29 16:09:45 +0000 2026,28 and 10? Fine. Free FRENCH fries in the app with $5 purchase for everybody (including aliens 👽),171,16,16,3,206,5.332718793265369,97,17,0,0,0,positive,0.3947504758834839,Non-humorous brand message,0.3744041323661804,0,3.0,0,31795.34999999999
Wendy's,wendys,@Wendys,2059700189909111001,https://x.com/Wendys/status/2059700189909111001,Wed May 27 18:16:07 +0000 2026,Big star energy. Pocket-sized legends. https://t.co/oNQdB0s9Mn,303,32,45,2,382,5.948034989180646,62,10,1,0,0,negative,0.46696436405181885,Non-humorous brand message,0.37852203845977783,,0.0,0,31795.34999999999
