audit_reason,brand,post_id,created_at,tweet_url,text,sentiment_label,sentiment_score,humor_type,humor_score,total_engagement,is_viral,human_sentiment_label,human_humor_type,human_notes
viral,MoonPie,1009852146924380160,Thu Jun 21 17:34:48 +0000 2018,https://x.com/MoonPie/status/1009852146924380160,Ok ihob https://t.co/NUf6XZ87Jf,negative,0.44528743624687195,Self-enhancing humor,0.35264357924461365,48949,1,,,
viral,Coca-Cola,1117109633225756672,Sat Apr 13 16:57:46 +0000 2019,https://x.com/CocaCola/status/1117109633225756672,Coming soon to a galaxy near you: specially designed @CocaColaCo bottles will be available exclusively at @StarWars: #GalaxysEdge beginning May 31 @Disneyland and August 29 @WaltDisneyWorld! https://t.co/tGGrNbpnCg https://t.co/PARP1JYyl2,negative,0.4556196630001068,Self-enhancing humor,0.3549134433269501,10883,1,,,
viral,MoonPie,1797499471632519491,Mon Jun 03 05:24:04 +0000 2024,https://x.com/MoonPie/status/1797499471632519491,Starship is ready to fly https://t.co/3PIb5FhHaR,positive,0.45051679015159607,Self-enhancing humor,0.35714012384414673,502650,1,,,
viral,Coca-Cola,911636000253906946,Sat Sep 23 16:58:54 +0000 2017,https://x.com/CocaCola/status/911636000253906946,The #SabrinaCokeSweepstakes is here! Enter to win a meet and greet with singer @SabrinaAnnLynn. Click for details: https://t.co/HNqTNKH3Wz https://t.co/x9WyOjl53k,positive,0.5750905871391296,Self-enhancing humor,0.35716313123703003,3040,1,,,
viral,Wendy's,1620815679707582465,Wed Feb 01 16:05:45 +0000 2023,https://x.com/Wendys/status/1620815679707582465,https://t.co/GIrRuNlcDy,negative,0.5116848349571228,Non-humorous brand message,0.3619977831840515,50734,1,,,
viral,Wendy's,1716894851499966760,Tue Oct 24 19:10:05 +0000 2023,https://x.com/Wendys/status/1716894851499966760,WHERE IS WENDY,negative,0.3623214662075043,Non-humorous brand message,0.41628921031951904,49164,1,,,
viral,MoonPie,1150240037977710592,Sun Jul 14 03:06:10 +0000 2019,https://x.com/MoonPie/status/1150240037977710592,Free MoonPies in Area 51,negative,0.4403725266456604,Self-enhancing humor,0.36255961656570435,49413,1,,,
non_dominant_humor,Wendy's,1242845092060237824,Wed Mar 25 16:05:35 +0000 2020,https://x.com/Wendys/status/1242845092060237824,Need lunch? We’ve got you covered. Get a Double Stack for just $1 when you order through our app. https://t.co/S8RfLiozck,negative,0.48639145493507385,Non-humorous brand message,0.2484181672334671,771,0,,,
non_dominant_humor,Wendy's,1276283355768803330,Thu Jun 25 22:37:18 +0000 2020,https://x.com/Wendys/status/1276283355768803330,"So much has happened over the past couple of weeks, including the death of Rayshard Brooks.  We’ve taken the time to ensure we’re focused on the best ways to support positive change.",negative,0.4607385993003845,Non-humorous brand message,0.24929660558700562,12852,0,,,
non_dominant_humor,Wendy's,1301249157164945410,Wed Sep 02 20:02:29 +0000 2020,https://x.com/Wendys/status/1301249157164945410,Yo @Pringles at the count of three list the craziest thing you’ve ever dipped into a Frosty…1…2…3…,negative,0.9902918338775635,Aggressive humor,0.2493017315864563,15820,0,,,
non_dominant_humor,Wendy's,1810406280198299682,Mon Jul 08 20:11:07 +0000 2024,https://x.com/Wendys/status/1810406280198299682,"Missing messy? Well, our saucy nuggs are just sitting there waiting for ya. Go messy!",negative,0.5422930717468262,Non-humorous brand message,0.25056856870651245,688,0,,,
non_dominant_humor,Wendy's,1373614761972207618,Sun Mar 21 12:37:34 +0000 2021,https://x.com/Wendys/status/1373614761972207618,"Round two is poppin off! Think you know your bracket? Vote in our polls before the games start. 📊🏀

https://t.co/RL12aq9NsP",negative,0.5341393351554871,Non-humorous brand message,0.2517741024494171,512,0,,,
non_dominant_humor,Wendy's,1205566516281917441,Fri Dec 13 19:13:50 +0000 2019,https://x.com/Wendys/status/1205566516281917441,https://t.co/GlKIUYuzjv,negative,0.38758572936058044,Non-humorous brand message,0.2518448233604431,13909,0,,,
non_dominant_humor,Wendy's,1268326640972595206,Wed Jun 03 23:40:10 +0000 2020,https://x.com/Wendys/status/1268326640972595206,"We’re about putting our money where our mouth is. So here’s our money and here’s our mouth. We are committed to donating $500k to support social justice, the youth and education in the Black community starting with the Thurgood Marshall College Fund and we’ll have receipts.",negative,0.46217119693756104,Non-humorous brand message,0.2521517872810364,13539,0,,,
non_dominant_humor,Wendy's,1861447874346934316,Tue Nov 26 16:32:11 +0000 2024,https://x.com/Wendys/status/1861447874346934316,REPORT: Naive Little Salted Caramel Frosty Totally Unaware Woman’s Happiness Rests on Her Shoulders,positive,0.37891778349876404,Non-humorous brand message,0.2522074282169342,478,0,,,
non_dominant_humor,Wendy's,1258111899369189377,Wed May 06 19:10:26 +0000 2020,https://x.com/Wendys/status/1258111899369189377,Wow. Thought those were going to be a bit harder. Looks like you guys are quicker than we expected. See you again tomorrow?,positive,0.515348494052887,Non-humorous brand message,0.2527925968170166,295,0,,,
non_dominant_humor,Wendy's,1248675448869007360,Fri Apr 10 18:13:20 +0000 2020,https://x.com/Wendys/status/1248675448869007360,@Wendys I got ghosted by a girl I like last night while were snapping and then suddenly she just stopped talking to me,negative,0.6270831227302551,Aggressive humor,0.252949595451355,21,0,,,
non_dominant_humor,Wendy's,1572656302614085632,Wed Sep 21 18:37:35 +0000 2022,https://x.com/Wendys/status/1572656302614085632,Walking outside after they say the ice cream machine’s broke https://t.co/fEK83Gk9rr,negative,0.8830336928367615,Non-humorous brand message,0.25334423780441284,5276,0,,,
non_dominant_humor,Wendy's,1242894464760328192,Wed Mar 25 19:21:46 +0000 2020,https://x.com/Wendys/status/1242894464760328192,Don’t miss our best catches! Hop in the stream now! https://t.co/J4Z5cZlvtz #ACNH https://t.co/mnAaUVZ3TJ,positive,0.5262018442153931,Non-humorous brand message,0.2540890574455261,5343,0,,,
non_dominant_humor,Wendy's,1278506710244765697,Thu Jul 02 01:52:07 +0000 2020,https://x.com/Wendys/status/1278506710244765697,"Title III of the #HigherEducation Act of 1965, Congress officially defined a Historically Black College and University, as a school of higher learning that is accredited and established before 1964, and whose principal mission was and is the education of African-Americans. https://t.co/HrTBTAzQZX",negative,0.4598720371723175,Non-humorous brand message,0.254399836063385,5,0,,,
non_dominant_humor,Wendy's,1301938615392636929,Fri Sep 04 17:42:09 +0000 2020,https://x.com/Wendys/status/1301938615392636929,"We didn’t just bring back the pretzel bun, we brought you the Pretzel Bacon Pub Cheeseburger. And now Postmates will bring it to you for FREE with a $15 minimum purchase. https://t.co/eM8HxPFLq7",negative,0.4104388356208801,Non-humorous brand message,0.25594964623451233,1403,0,,,
non_dominant_humor,Wendy's,1441794626281607179,Sat Sep 25 16:00:00 +0000 2021,https://x.com/Wendys/status/1441794626281607179,"The game of the week is finally here!

Catch Notre Dame vs Wisconsin with @RJ_Young, @geoffschwartz and special guests @deshonekizer &amp; @Chris_Guwap live from Soldier Field (brought to you by @Wendys) https://t.co/hi4YcW15Ri",positive,0.6582675576210022,Non-humorous brand message,0.25626158714294434,279,0,,,
non_dominant_humor,Wendy's,1445105618357002243,Mon Oct 04 19:16:42 +0000 2021,https://x.com/Wendys/status/1445105618357002243,"where the things that should be fresh are frozen, and the things that should be frozen are out of order.",negative,0.4608624279499054,Non-humorous brand message,0.257194846868515,27828,0,,,
non_dominant_humor,Wendy's,2007833761703223723,Sun Jan 04 15:17:27 +0000 2026,https://x.com/Wendys/status/2007833761703223723,We should play wide receiver cuz we're wide open on Sunday. Score a FREE 3pc Tendy's on @UberEats w/ $10 purchase today (Sunday) https://t.co/f252WJhD40,positive,0.42019718885421753,Non-humorous brand message,0.2577943205833435,216,0,,,
non_dominant_humor,Wendy's,1846290474933670375,Tue Oct 15 20:42:06 +0000 2024,https://x.com/Wendys/status/1846290474933670375,Sat down w @shanevg97 to see if he had any spicy takes for sunday https://t.co/N7wL6cIkOd,negative,0.4981101155281067,Non-humorous brand message,0.25781843066215515,799,0,,,
non_dominant_humor,Wendy's,1899970489797271587,Wed Mar 12 23:47:19 +0000 2025,https://x.com/Wendys/status/1899970489797271587,BIGGIE BAGS FLY FREE https://t.co/59iYwMlcCW,negative,0.3608762323856354,Non-humorous brand message,0.25821739435195923,1226,0,,,
non_dominant_humor,Wendy's,2052536825336729602,Thu May 07 23:51:28 +0000 2026,https://x.com/Wendys/status/2052536825336729602,"Rick Devens after last night’s tribal council 
@Rick_Devens @MrBeast #Survivor50",negative,0.5433761477470398,Non-humorous brand message,0.25831109285354614,2011,0,,,
non_dominant_humor,Wendy's,1581745509441556482,Sun Oct 16 20:34:51 +0000 2022,https://x.com/Wendys/status/1581745509441556482,https://t.co/W8EugGOUMD,negative,0.4220355451107025,Non-humorous brand message,0.25895723700523376,349,0,,,
non_dominant_humor,Wendy's,1901851793795219858,Tue Mar 18 04:22:56 +0000 2025,https://x.com/Wendys/status/1901851793795219858,March Madness bracket if  you picked each matchup by which School's home stadium is closest to an @Wendys location https://t.co/HBiHGjsNdg,negative,0.5754720568656921,Non-humorous brand message,0.2608257532119751,6253,0,,,
non_dominant_humor,Wendy's,1388192293216309250,Fri Apr 30 18:03:28 +0000 2021,https://x.com/Wendys/status/1388192293216309250,"Oh, snap! $1 Any Size Fries and Pokemon Snap? Watch us play it on Twitch and grab yourself some $1 fries in our app! https://t.co/P0GZ7DIn5g",negative,0.4814571142196655,Non-humorous brand message,0.2618350088596344,584,0,,,
non_dominant_humor,Wendy's,1291837518455779328,Fri Aug 07 20:44:00 +0000 2020,https://x.com/Wendys/status/1291837518455779328,4:44 on the clock I’m in my drop top getting some eats.,negative,0.7565134167671204,Non-humorous brand message,0.26404520869255066,10076,0,,,
non_dominant_humor,Wendy's,1295479727147364352,Mon Aug 17 21:56:50 +0000 2020,https://x.com/Wendys/status/1295479727147364352,"4 for $4s in this house
4 for $4s in this house
4 for $4s in this house
4 for $4s in this house",negative,0.48149964213371277,Non-humorous brand message,0.26446881890296936,18101,0,,,
non_dominant_humor,Wendy's,1282744963479097345,Mon Jul 13 18:33:26 +0000 2020,https://x.com/Wendys/status/1282744963479097345,You want two Spicy Chicken Sandwiches? Toss me $5 and you got a deal.,negative,0.9694719314575195,Non-humorous brand message,0.265034943819046,20038,0,,,
non_dominant_humor,Wendy's,1599873034529042432,Mon Dec 05 21:07:10 +0000 2022,https://x.com/Wendys/status/1599873034529042432,https://t.co/kP4yInqjEm,negative,0.39411911368370056,Non-humorous brand message,0.26568934321403503,14047,0,,,
non_dominant_humor,Coca-Cola,1554610743798013953,Tue Aug 02 23:30:59 +0000 2022,https://x.com/CocaCola/status/1554610743798013953,"Oh wait, that was a reply...",negative,0.640285849571228,Affiliative humor,0.2659875452518463,229,0,,,
non_dominant_humor,MoonPie,1684336567752577025,Wed Jul 26 22:55:05 +0000 2023,https://x.com/MoonPie/status/1684336567752577025,Wanted to make an official statement about the hearings today but it got redacted :/ https://t.co/lkr1i2UTJs,negative,0.6258118748664856,Aggressive humor,0.2661258578300476,569,0,,,
non_dominant_humor,Wendy's,1248680479634731011,Fri Apr 10 18:33:20 +0000 2020,https://x.com/Wendys/status/1248680479634731011,@Wendys We were dating and we hung out with his friend while we were dating but he stopped showing up to hang out and texted me to break up and so I decided to message his friend,negative,0.49742284417152405,Non-humorous brand message,0.2662423849105835,31,0,,,
non_dominant_humor,Wendy's,2014093064155889768,Wed Jan 21 21:49:41 +0000 2026,https://x.com/Wendys/status/2014093064155889768,We don’t chikin out on Sundays https://t.co/pA1BXe0Sc0,negative,0.37721556425094604,Non-humorous brand message,0.26646390557289124,1156,0,,,
non_dominant_humor,Wendy's,1370809149626417152,Sat Mar 13 18:49:04 +0000 2021,https://x.com/Wendys/status/1370809149626417152,"I’d say your favorite combo is your new jersey number, but then everybody would be 44.",positive,0.6092353463172913,Non-humorous brand message,0.266899973154068,2140,0,,,
non_dominant_humor,Wendy's,1206433794796015617,Mon Dec 16 04:40:05 +0000 2019,https://x.com/Wendys/status/1206433794796015617,Boom! 5 in a row. Haven't even hit a commercial break yet. Nailed it.,positive,0.9563932418823242,Non-humorous brand message,0.266925573348999,1969,0,,,
non_dominant_humor,Wendy's,1248692589710249991,Fri Apr 10 19:21:27 +0000 2020,https://x.com/Wendys/status/1248692589710249991,@Wendys I asked my cousin to give back my hdmi that he's had for over a year. He said he couldn't find it and he'd give me one of his. I said no mate I want my hdmi back if you can't find it then here and I sent him the link to buy it. It's been a week and he has yet to respond,negative,0.5060381889343262,Non-humorous brand message,0.2696097195148468,112,0,,,
non_dominant_humor,Wendy's,1646128960802111489,Wed Apr 12 12:31:42 +0000 2023,https://x.com/Wendys/status/1646128960802111489,thanks for the roast @Wendys https://t.co/CCFo2CXouL,positive,0.8998144865036011,Non-humorous brand message,0.26974090933799744,251,0,,,
non_dominant_humor,Wendy's,1914826173638414390,Tue Apr 22 23:38:30 +0000 2025,https://x.com/Wendys/status/1914826173638414390,when we say Frosty Swirls just know the car is making the swirls,negative,0.6254996657371521,Non-humorous brand message,0.2698858082294464,987,0,,,
non_dominant_humor,Wendy's,1241035122654220288,Fri Mar 20 16:13:25 +0000 2020,https://x.com/Wendys/status/1241035122654220288,Streaming Animal Crossing and getting some food delivered for free with Postmates and GrubHub. https://t.co/P0GZ7DIn5g https://t.co/JXhGH1PWRn,negative,0.43422138690948486,Non-humorous brand message,0.2705773413181305,3427,0,,,
non_dominant_humor,Wendy's,1441797252536692744,Sat Sep 25 16:10:26 +0000 2021,https://x.com/Wendys/status/1441797252536692744,"RT @CFBONFOX: The game of the week is finally here!

Catch Notre Dame vs Wisconsin with @RJ_Young, @geoffschwartz and special guests @desho…",positive,0.7589893341064453,Non-humorous brand message,0.2713686227798462,38,0,,,
non_dominant_humor,Wendy's,1810668075450036606,Tue Jul 09 13:31:24 +0000 2024,https://x.com/Wendys/status/1810668075450036606,"McDonald’s are giving away free fries on National French Fry Day, July 12th https://t.co/B8V25hppkI",negative,0.41620364785194397,Non-humorous brand message,0.27164167165756226,17871,0,,,
non_dominant_humor,Wendy's,1321830152662327297,Thu Oct 29 15:04:01 +0000 2020,https://x.com/Wendys/status/1321830152662327297,Need a set of eyes on those costumes before Halloween? Reply to this tweet with a pic and we’ll let you know what we think.,negative,0.5756028890609741,Non-humorous brand message,0.27166420221328735,8841,0,,,
non_dominant_humor,Wendy's,1549774834535645196,Wed Jul 20 15:14:48 +0000 2022,https://x.com/Wendys/status/1549774834535645196,https://t.co/hFkP7ZtIMm,negative,0.4267895519733429,Non-humorous brand message,0.2716811001300812,5616,0,,,
non_dominant_humor,Wendy's,2042359791239024659,Thu Apr 09 21:51:34 +0000 2026,https://x.com/Wendys/status/2042359791239024659,She a baddie with her baddie friend (I'm the baddie friend),negative,0.5009366273880005,Non-humorous brand message,0.2721933424472809,1661,0,,,
non_dominant_humor,Wendy's,1797664751524384826,Mon Jun 03 16:20:50 +0000 2024,https://x.com/Wendys/status/1797664751524384826,WE HAVE SAUCY NUGGS IN OUR APP NOW SEND TWEET https://t.co/cnnCnVJlsa,positive,0.890413761138916,Non-humorous brand message,0.2723916471004486,2362,0,,,
non_dominant_humor,Wendy's,1662099102618857473,Fri May 26 14:11:21 +0000 2023,https://x.com/Wendys/status/1662099102618857473,https://t.co/Hf7jv9iDRg,negative,0.42128854990005493,Non-humorous brand message,0.2724292576313019,1471,0,,,
non_dominant_humor,Wendy's,1669414854078218240,Thu Jun 15 18:41:32 +0000 2023,https://x.com/Wendys/status/1669414854078218240,https://t.co/qPNHucr5nI,negative,0.4242439568042755,Non-humorous brand message,0.27301815152168274,2955,0,,,
non_dominant_humor,Wendy's,1625171069064839168,Mon Feb 13 16:32:31 +0000 2023,https://x.com/Wendys/status/1625171069064839168,.@Wendys https://t.co/BJXFKYHQZo,negative,0.42949482798576355,Non-humorous brand message,0.2734355330467224,4800,0,,,
non_dominant_humor,Wendy's,1229264235387129856,Mon Feb 17 04:40:06 +0000 2020,https://x.com/Wendys/status/1229264235387129856,"BURGER KING is testing a sandwich with nothing but french fries:

https://t.co/cMELl6fZaV https://t.co/D1taIscJk2",negative,0.42816078662872314,Non-humorous brand message,0.27450132369995117,17879,0,,,
non_dominant_humor,Wendy's,1425937918149943298,Thu Aug 12 21:51:06 +0000 2021,https://x.com/Wendys/status/1425937918149943298,https://t.co/HAMiQPcCFm,negative,0.41949185729026794,Non-humorous brand message,0.2745242416858673,3180,0,,,
non_dominant_humor,MoonPie,1063566354320711680,Fri Nov 16 22:55:53 +0000 2018,https://x.com/MoonPie/status/1063566354320711680,There are only 6 words in the English language that rhyme with moon can you name them all,negative,0.4119870364665985,Affiliative humor,0.2750496566295624,3946,0,,,
non_dominant_humor,Wendy's,1668661154325966852,Tue Jun 13 16:46:36 +0000 2023,https://x.com/Wendys/status/1668661154325966852,https://t.co/MbvA7eagxO,negative,0.41975724697113037,Non-humorous brand message,0.2750629782676697,7647,0,,,
