fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
36,Goldman Sachs Group,1,primary,@GoldmanSachs,https://x.com/GoldmanSachs,data/raw/fortune_x_2025_ranked/036_goldman_sachs_group/accounts/01_primary_goldmansachs,true,failed,0,true,collector_failed,"ion occurred:  Traceback (most recent call last):   File ""/home/runner/work/x_scrapper/x_scrapper/scrape_x.py"", line 20, in <module>     asyncio.run(scrape_profile())   File ""/opt/hostedtoolcache/Python/3.11.15/x64/lib/python3.11/asyncio/runners.py"", line 190, in run     return runner.run(main)            ^^^^^^^^^^^^^^^^   File ""/opt/hostedtoolcache/Python/3.11.15/x64/lib/python3.11/asyncio/runners.py"", line 118, in run     return self._loop.run_until_complete(task)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/opt/hostedtoolcache/Python/3.11.15/x64/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete     return future.result()            ^^^^^^^^^^^^^^^   File ""/home/runner/work/x_scrapper/x_scrapper/src/x_scrapper/collection/x_scraper.py"", line 314, in scrape_profile     raise RuntimeError( RuntimeError: X profile did not render tweets. url=https://x.com/GoldmanSachs, title=Goldman Sachs (@GoldmanSachs) / X. 쿠키가 만료됐거나 GitHub Actions 접속이 X에서 차단됐을 수 있습니다. ",2026-06-12T20:53:13.277139+00:00,2026-06-12T21:02:17.592749+00:00
