fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
100,Massachusetts Mutual Life,1,primary,@massmutual,https://x.com/massmutual,data/raw/fortune_x_2025_ranked/100_massachusetts_mutual_life/accounts/01_primary_massmutual,true,success,859,false,,,2026-06-13T00:59:58.958819+00:00,2026-06-13T01:12:46.804714+00:00
