fortune_rank,company_name,source_x_handle,source_x_url,account_role,account_index,status,posts_captured,error_type,error_message,started_at,completed_at
62,New York Life Insurance,@NewYorkLife,https://x.com/NewYorkLife,primary,1,success,22,,,2026-06-12T14:32:05.839242+00:00,2026-06-12T14:33:26.105427+00:00
