fortune_rank,company_name,account_index,account_role,source_x_handle,source_x_url,folder,attempted,status,posts_collected,retryable,error_type,error_message,started_at,completed_at
1,Amazon,1,primary,@amazon,https://x.com/amazon,data/raw/fortune_x_2025_ranked/001_amazon/accounts/01_primary_amazon,true,success,1086,false,,,2026-06-12T18:34:05.512252+00:00,2026-06-12T18:41:05.773301+00:00
