workflow_file_found,audit_summary_found,failed_targets_found,audit_summary_rows,new_unique_posts_total,fortune_x_2025_ranked_included,wendys_posts_included,cocacola_posts_included,moonpie_posts_included,reflected_in_integrated_corpus
yes,yes,yes,14,0,yes,yes,yes,yes,yes
