total_posts,classified_posts,missing_text_posts,missing_date_posts,mean_humor_probability,humor_rate_t40,humor_rate_t50,humor_rate_t60,n_humor_t40,n_humor_t50,n_humor_t60,n_non_humor_t40,n_non_humor_t50,n_non_humor_t60,n_source_datasets,n_companies,min_date,max_date,classifier_model,classifier_training_scope,classifier_status,oof_auc_reference,oof_f1_reference,firm_held_out_f1_reference
68039,68039,0,0,0.480987,0.856097,0.404386,0.055071,58248,27514,3747,9791,40525,64292,5,99,2009-11-26,2026-06-18,word_char_comb__lr_liblin_C01,batch1_only,provisional_h1_presence_only,0.7811,0.6792,0.4770
